年月,銀行,項目,數值
10103,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,美商美國銀行,外國銀行在臺分行（含OBU）,活期存款,7304000000
10103,美商美國銀行,外國銀行在臺分行（含OBU）,定期存款,1343000000
10103,美商美國銀行,外國銀行在臺分行（含OBU）,外匯總存款,6997000000
10103,美商美國銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,泰國盤谷銀行,外國銀行在臺分行（含OBU）,活期存款,1334000000
10103,泰國盤谷銀行,外國銀行在臺分行（含OBU）,定期存款,7196000000
10103,泰國盤谷銀行,外國銀行在臺分行（含OBU）,外匯總存款,2542000000
10103,泰國盤谷銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,菲律賓首都銀行,外國銀行在臺分行（含OBU）,活期存款,274000000
10103,菲律賓首都銀行,外國銀行在臺分行（含OBU）,定期存款,156000000
10103,菲律賓首都銀行,外國銀行在臺分行（含OBU）,外匯總存款,74000000
10103,菲律賓首都銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,活期存款,3000000
10103,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,定期存款,0
10103,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10103,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,新加坡大華銀行,外國銀行在臺分行（含OBU）,活期存款,67000000
10103,新加坡大華銀行,外國銀行在臺分行（含OBU）,定期存款,2819000000
10103,新加坡大華銀行,外國銀行在臺分行（含OBU）,外匯總存款,319000000
10103,新加坡大華銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,美商道富銀行,外國銀行在臺分行（含OBU）,活期存款,0
10103,美商道富銀行,外國銀行在臺分行（含OBU）,定期存款,0
10103,美商道富銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10103,美商道富銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,法國興業銀行,外國銀行在臺分行（含OBU）,活期存款,1000000
10103,法國興業銀行,外國銀行在臺分行（含OBU）,定期存款,1326000000
10103,法國興業銀行,外國銀行在臺分行（含OBU）,外匯總存款,2000000
10103,法國興業銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,澳商澳盛銀行,外國銀行在臺分行（含OBU）,活期存款,15513000000
10103,澳商澳盛銀行,外國銀行在臺分行（含OBU）,定期存款,12051000000
10103,澳商澳盛銀行,外國銀行在臺分行（含OBU）,外匯總存款,78198000000
10103,澳商澳盛銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,德商德意志銀行,外國銀行在臺分行（含OBU）,活期存款,42249000000
10103,德商德意志銀行,外國銀行在臺分行（含OBU）,定期存款,1663000000
10103,德商德意志銀行,外國銀行在臺分行（含OBU）,外匯總存款,4151000000
10103,德商德意志銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,香港東亞銀行,外國銀行在臺分行（含OBU）,活期存款,367000000
10103,香港東亞銀行,外國銀行在臺分行（含OBU）,定期存款,14093000000
10103,香港東亞銀行,外國銀行在臺分行（含OBU）,外匯總存款,880000000
10103,香港東亞銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,美商摩根大通銀行,外國銀行在臺分行（含OBU）,活期存款,27830000000
10103,美商摩根大通銀行,外國銀行在臺分行（含OBU）,定期存款,4091000000
10103,美商摩根大通銀行,外國銀行在臺分行（含OBU）,外匯總存款,2435000000
10103,美商摩根大通銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,新加坡商星展銀行,外國銀行在臺分行（含OBU）,活期存款,0
10103,新加坡商星展銀行,外國銀行在臺分行（含OBU）,定期存款,0
10103,新加坡商星展銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10103,新加坡商星展銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,法商法國巴黎銀行,外國銀行在臺分行（含OBU）,活期存款,1525000000
10103,法商法國巴黎銀行,外國銀行在臺分行（含OBU）,定期存款,9661000000
10103,法商法國巴黎銀行,外國銀行在臺分行（含OBU）,外匯總存款,11006000000
10103,法商法國巴黎銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,英商渣打銀行,外國銀行在臺分行（含OBU）,活期存款,0
10103,英商渣打銀行,外國銀行在臺分行（含OBU）,定期存款,500000000
10103,英商渣打銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10103,英商渣打銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,新加坡商新加坡華僑銀行,外國銀行在臺分行（含OBU）,活期存款,55000000
10103,新加坡商新加坡華僑銀行,外國銀行在臺分行（含OBU）,定期存款,335000000
10103,新加坡商新加坡華僑銀行,外國銀行在臺分行（含OBU）,外匯總存款,60000000
10103,新加坡商新加坡華僑銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,法國東方匯理銀行,外國銀行在臺分行（含OBU）,活期存款,131000000
10103,法國東方匯理銀行,外國銀行在臺分行（含OBU）,定期存款,37721000000
10103,法國東方匯理銀行,外國銀行在臺分行（含OBU）,外匯總存款,9743000000
10103,法國東方匯理銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,斐商標準銀行,外國銀行在臺分行（含OBU）,活期存款,0
10103,斐商標準銀行,外國銀行在臺分行（含OBU）,定期存款,12326000000
10103,斐商標準銀行,外國銀行在臺分行（含OBU）,外匯總存款,809000000
10103,斐商標準銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,加拿大商豐業銀行,外國銀行在臺分行（含OBU）,活期存款,3000000
10103,加拿大商豐業銀行,外國銀行在臺分行（含OBU）,定期存款,105000000
10103,加拿大商豐業銀行,外國銀行在臺分行（含OBU）,外匯總存款,104000000
10103,加拿大商豐業銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,瑞士商瑞士銀行,外國銀行在臺分行（含OBU）,活期存款,5373000000
10103,瑞士商瑞士銀行,外國銀行在臺分行（含OBU）,定期存款,7645000000
10103,瑞士商瑞士銀行,外國銀行在臺分行（含OBU）,外匯總存款,41366000000
10103,瑞士商瑞士銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,荷蘭商安智銀行,外國銀行在臺分行（含OBU）,活期存款,139000000
10103,荷蘭商安智銀行,外國銀行在臺分行（含OBU）,定期存款,500000000
10103,荷蘭商安智銀行,外國銀行在臺分行（含OBU）,外匯總存款,620000000
10103,荷蘭商安智銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,美商富國銀行,外國銀行在臺分行（含OBU）,活期存款,0
10103,美商富國銀行,外國銀行在臺分行（含OBU）,定期存款,0
10103,美商富國銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10103,美商富國銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,日商三菱東京日聯銀行,外國銀行在臺分行（含OBU）,活期存款,9980000000
10103,日商三菱東京日聯銀行,外國銀行在臺分行（含OBU）,定期存款,11630000000
10103,日商三菱東京日聯銀行,外國銀行在臺分行（含OBU）,外匯總存款,15147000000
10103,日商三菱東京日聯銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,日商三井住友銀行,外國銀行在臺分行（含OBU）,活期存款,3889000000
10103,日商三井住友銀行,外國銀行在臺分行（含OBU）,定期存款,10223000000
10103,日商三井住友銀行,外國銀行在臺分行（含OBU）,外匯總存款,12150000000
10103,日商三井住友銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,英商巴克萊銀行,外國銀行在臺分行（含OBU）,活期存款,0
10103,英商巴克萊銀行,外國銀行在臺分行（含OBU）,定期存款,4800000000
10103,英商巴克萊銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10103,英商巴克萊銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,瑞士商瑞士信貸銀行,外國銀行在臺分行（含OBU）,活期存款,0
10103,瑞士商瑞士信貸銀行,外國銀行在臺分行（含OBU）,定期存款,1048000000
10103,瑞士商瑞士信貸銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10103,瑞士商瑞士信貸銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,美商花旗銀行,外國銀行在臺分行（含OBU）,活期存款,0
10103,美商花旗銀行,外國銀行在臺分行（含OBU）,定期存款,0
10103,美商花旗銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10103,美商花旗銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,香港上海匯豐銀行,外國銀行在臺分行（含OBU）,活期存款,0
10103,香港上海匯豐銀行,外國銀行在臺分行（含OBU）,定期存款,0
10103,香港上海匯豐銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10103,香港上海匯豐銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,西班牙商西班牙對外銀行,外國銀行在臺分行（含OBU）,活期存款,0
10103,西班牙商西班牙對外銀行,外國銀行在臺分行（含OBU）,定期存款,1500000000
10103,西班牙商西班牙對外銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10103,西班牙商西班牙對外銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10103,總計,大陸地區銀行在臺分行,活期存款,216345000000
10103,總計,大陸地區銀行在臺分行,定期存款,334179000000
10103,總計,大陸地區銀行在臺分行,外匯存款,0
10103,總計,大陸地區銀行在臺分行,公股存款與其他,0
10103,台北市第五信用合作社,大陸地區銀行在臺分行,活期存款,8269000000
10103,台北市第五信用合作社,大陸地區銀行在臺分行,定期存款,11878000000
10103,台北市第五信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10103,台北市第五信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10103,台北市第九信用合作社,大陸地區銀行在臺分行,活期存款,8339000000
10103,台北市第九信用合作社,大陸地區銀行在臺分行,定期存款,15625000000
10103,台北市第九信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10103,台北市第九信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10103,基隆第一信用合作社,大陸地區銀行在臺分行,活期存款,10679000000
10103,基隆第一信用合作社,大陸地區銀行在臺分行,定期存款,16986000000
10103,基隆第一信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10103,基隆第一信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10103,基隆市第二信用合作社,大陸地區銀行在臺分行,活期存款,13425000000
10103,基隆市第二信用合作社,大陸地區銀行在臺分行,定期存款,12778000000
10103,基隆市第二信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10103,基隆市第二信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10103,淡水第一信用合作社,大陸地區銀行在臺分行,活期存款,22041000000
10103,淡水第一信用合作社,大陸地區銀行在臺分行,定期存款,41468000000
10103,淡水第一信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10103,淡水第一信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10103,台北縣淡水信用合作社,大陸地區銀行在臺分行,活期存款,6724000000
10103,台北縣淡水信用合作社,大陸地區銀行在臺分行,定期存款,10446000000
10103,台北縣淡水信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10103,台北縣淡水信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10103,宜蘭信用合社,大陸地區銀行在臺分行,活期存款,2207000000
10103,宜蘭信用合社,大陸地區銀行在臺分行,定期存款,3861000000
10103,宜蘭信用合社,大陸地區銀行在臺分行,外匯總存款,0
10103,宜蘭信用合社,大陸地區銀行在臺分行,公股存款與其他,0
10103,桃園信用合作社,大陸地區銀行在臺分行,活期存款,7871000000
10103,桃園信用合作社,大陸地區銀行在臺分行,定期存款,9965000000
10103,桃園信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10103,桃園信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10103,新竹第一信用合作社,大陸地區銀行在臺分行,活期存款,19008000000
10103,新竹第一信用合作社,大陸地區銀行在臺分行,定期存款,29320000000
10103,新竹第一信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10103,新竹第一信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10103,新竹第三信用合作社,大陸地區銀行在臺分行,活期存款,8680000000
10103,新竹第三信用合作社,大陸地區銀行在臺分行,定期存款,18317000000
10103,新竹第三信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10103,新竹第三信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10103,竹南信用合作社,大陸地區銀行在臺分行,活期存款,0
10103,竹南信用合作社,大陸地區銀行在臺分行,定期存款,0
10103,竹南信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10103,竹南信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10103,台中市第二信用合作社,大陸地區銀行在臺分行,活期存款,18738000000
10103,台中市第二信用合作社,大陸地區銀行在臺分行,定期存款,27942000000
10103,台中市第二信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10103,台中市第二信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10103,彰化第一信用合作社,大陸地區銀行在臺分行,活期存款,6378000000
10103,彰化第一信用合作社,大陸地區銀行在臺分行,定期存款,10226000000
10103,彰化第一信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10103,彰化第一信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10103,彰化第五信用合作社,信用合作社,活期存款,3577000000
10103,彰化第五信用合作社,信用合作社,定期存款,5672000000
10103,彰化第五信用合作社,信用合作社,外匯總存款,0
10103,彰化第五信用合作社,信用合作社,公股存款與其他,0
10103,彰化第六信用合作社,信用合作社,活期存款,8488000000
10103,彰化第六信用合作社,信用合作社,定期存款,11024000000
10103,彰化第六信用合作社,信用合作社,外匯總存款,0
10103,彰化第六信用合作社,信用合作社,公股存款與其他,0
10103,彰化第十信用合作社,信用合作社,活期存款,6278000000
10103,彰化第十信用合作社,信用合作社,定期存款,8235000000
10103,彰化第十信用合作社,信用合作社,外匯總存款,0
10103,彰化第十信用合作社,信用合作社,公股存款與其他,0
10103,彰化縣鹿港信用合作社,信用合作社,活期存款,8900000000
10103,彰化縣鹿港信用合作社,信用合作社,定期存款,13650000000
10103,彰化縣鹿港信用合作社,信用合作社,外匯總存款,0
10103,彰化縣鹿港信用合作社,信用合作社,公股存款與其他,0
10103,嘉義市第三信用合作社,信用合作社,活期存款,2619000000
10103,嘉義市第三信用合作社,信用合作社,定期存款,6288000000
10103,嘉義市第三信用合作社,信用合作社,外匯總存款,0
10103,嘉義市第三信用合作社,信用合作社,公股存款與其他,0
10103,嘉義巿第四信用合作社,信用合作社,活期存款,644000000
10103,嘉義巿第四信用合作社,信用合作社,定期存款,1888000000
10103,嘉義巿第四信用合作社,信用合作社,外匯總存款,0
10103,嘉義巿第四信用合作社,信用合作社,公股存款與其他,0
10103,台南第三信用合作社,信用合作社,活期存款,7365000000
10103,台南第三信用合作社,信用合作社,定期存款,8653000000
10103,台南第三信用合作社,信用合作社,外匯總存款,0
10103,台南第三信用合作社,信用合作社,公股存款與其他,0
10103,高雄市第三信用合作社,信用合作社,活期存款,14701000000
10103,高雄市第三信用合作社,信用合作社,定期存款,25749000000
10103,高雄市第三信用合作社,信用合作社,外匯總存款,0
10103,高雄市第三信用合作社,信用合作社,公股存款與其他,0
10103,花蓮第一信用合作社,信用合作社,活期存款,8300000000
10103,花蓮第一信用合作社,信用合作社,定期存款,11096000000
10103,花蓮第一信用合作社,信用合作社,外匯總存款,0
10103,花蓮第一信用合作社,信用合作社,公股存款與其他,0
10103,花蓮第二信用合作社,信用合作社,活期存款,17392000000
10103,花蓮第二信用合作社,信用合作社,定期存款,25170000000
10103,花蓮第二信用合作社,信用合作社,外匯總存款,0
10103,花蓮第二信用合作社,信用合作社,公股存款與其他,0
10103,澎湖縣第一信用合作社,信用合作社,活期存款,1376000000
10103,澎湖縣第一信用合作社,信用合作社,定期存款,2124000000
10103,澎湖縣第一信用合作社,信用合作社,外匯總存款,0
10103,澎湖縣第一信用合作社,信用合作社,公股存款與其他,0
10103,澎湖第二信用合作社,信用合作社,活期存款,2703000000
10103,澎湖第二信用合作社,信用合作社,定期存款,4025000000
10103,澎湖第二信用合作社,信用合作社,外匯總存款,0
10103,澎湖第二信用合作社,信用合作社,公股存款與其他,0
10103,金門縣信用合作社,信用合作社,活期存款,1644000000
10103,金門縣信用合作社,信用合作社,定期存款,1794000000
10103,金門縣信用合作社,信用合作社,外匯總存款,0
10103,金門縣信用合作社,信用合作社,公股存款與其他,0
