年月,銀行,項目,數值
10006,國泰世華商業銀行,國內銀行,外匯總存款,155904000000
10006,國泰世華商業銀行,國內銀行,公股存款與其他,0
10006,中國輸出入銀行,國內銀行,活期存款,0
10006,中國輸出入銀行,國內銀行,定期存款,0
10006,中國輸出入銀行,國內銀行,外匯總存款,0
10006,中國輸出入銀行,國內銀行,公股存款與其他,0
10006,高雄銀行,國內銀行,活期存款,57408000000
10006,高雄銀行,國內銀行,定期存款,107218000000
10006,高雄銀行,國內銀行,外匯總存款,7393000000
10006,高雄銀行,國內銀行,公股存款與其他,11226000000
10006,兆豐國際商業銀行,國內銀行,活期存款,481624000000
10006,兆豐國際商業銀行,國內銀行,定期存款,464746000000
10006,兆豐國際商業銀行,國內銀行,外匯總存款,547362000000
10006,兆豐國際商業銀行,國內銀行,公股存款與其他,5314000000
10006,花旗,國內銀行,活期存款,190211000000
10006,花旗,國內銀行,定期存款,83711000000
10006,花旗,國內銀行,外匯總存款,279483000000
10006,花旗,國內銀行,公股存款與其他,0
10006,中華開發工業銀行,國內銀行,活期存款,4539000000
10006,中華開發工業銀行,國內銀行,定期存款,32328000000
10006,中華開發工業銀行,國內銀行,外匯總存款,26182000000
10006,中華開發工業銀行,國內銀行,公股存款與其他,0
10006,臺灣工業銀行,國內銀行,活期存款,2141000000
10006,臺灣工業銀行,國內銀行,定期存款,59293000000
10006,臺灣工業銀行,國內銀行,外匯總存款,15846000000
10006,臺灣工業銀行,國內銀行,公股存款與其他,0
10006,匯豐,國內銀行,活期存款,167480000000
10006,匯豐,國內銀行,定期存款,76200000000
10006,匯豐,國內銀行,外匯總存款,102745000000
10006,匯豐,國內銀行,公股存款與其他,0
10006,大台北商業銀行,國內銀行,活期存款,14623000000
10006,大台北商業銀行,國內銀行,定期存款,27338000000
10006,大台北商業銀行,國內銀行,外匯總存款,254000000
10006,大台北商業銀行,國內銀行,公股存款與其他,0
10006,華泰商業銀行,國內銀行,活期存款,33227000000
10006,華泰商業銀行,國內銀行,定期存款,71999000000
10006,華泰商業銀行,國內銀行,外匯總存款,2335000000
10006,華泰商業銀行,國內銀行,公股存款與其他,0
10006,臺灣新光商業銀行,國內銀行,活期存款,158288000000
10006,臺灣新光商業銀行,國內銀行,定期存款,229908000000
10006,臺灣新光商業銀行,國內銀行,外匯總存款,40793000000
10006,臺灣新光商業銀行,國內銀行,公股存款與其他,94000000
10006,陽信商業銀行,國內銀行,活期存款,77394000000
10006,陽信商業銀行,國內銀行,定期存款,126475000000
10006,陽信商業銀行,國內銀行,外匯總存款,6497000000
10006,陽信商業銀行,國內銀行,公股存款與其他,245000000
10006,板信商業銀行,國內銀行,活期存款,49588000000
10006,板信商業銀行,國內銀行,定期存款,84207000000
10006,板信商業銀行,國內銀行,外匯總存款,7430000000
10006,板信商業銀行,國內銀行,公股存款與其他,0
10006,三信商業銀行,國內銀行,活期存款,41436000000
10006,三信商業銀行,國內銀行,定期存款,68043000000
10006,三信商業銀行,國內銀行,外匯總存款,1463000000
10006,三信商業銀行,國內銀行,公股存款與其他,0
10006,聯邦商業銀行,國內銀行,活期存款,120495000000
10006,聯邦商業銀行,國內銀行,定期存款,151802000000
10006,聯邦商業銀行,國內銀行,外匯總存款,27435000000
10006,聯邦商業銀行,國內銀行,公股存款與其他,0
10006,遠東國際商業銀行,國內銀行,活期存款,71486000000
10006,遠東國際商業銀行,國內銀行,定期存款,223949000000
10006,遠東國際商業銀行,國內銀行,外匯總存款,42981000000
10006,遠東國際商業銀行,國內銀行,公股存款與其他,0
10006,元大商業銀行,國內銀行,活期存款,186088000000
10006,元大商業銀行,國內銀行,定期存款,170107000000
10006,元大商業銀行,國內銀行,外匯總存款,44874000000
10006,元大商業銀行,國內銀行,公股存款與其他,0
10006,永豐商業銀行,國內銀行,活期存款,316395000000
10006,永豐商業銀行,國內銀行,定期存款,475892000000
10006,永豐商業銀行,國內銀行,外匯總存款,139823000000
10006,永豐商業銀行,國內銀行,公股存款與其他,0
10006,玉山商業銀行,國內銀行,活期存款,372853000000
10006,玉山商業銀行,國內銀行,定期存款,448104000000
10006,玉山商業銀行,國內銀行,外匯總存款,118638000000
10006,玉山商業銀行,國內銀行,公股存款與其他,4235000000
10006,萬泰商業銀行,國內銀行,活期存款,34565000000
10006,萬泰商業銀行,國內銀行,定期存款,74536000000
10006,萬泰商業銀行,國內銀行,外匯總存款,4666000000
10006,萬泰商業銀行,國內銀行,公股存款與其他,0
10006,台新國際商業銀行,國內銀行,活期存款,227057000000
10006,台新國際商業銀行,國內銀行,定期存款,381125000000
10006,台新國際商業銀行,國內銀行,外匯總存款,131237000000
10006,台新國際商業銀行,國內銀行,公股存款與其他,0
10006,大眾商業銀行,國內銀行,活期存款,81309000000
10006,大眾商業銀行,國內銀行,定期存款,216778000000
10006,大眾商業銀行,國內銀行,外匯總存款,44117000000
10006,大眾商業銀行,國內銀行,公股存款與其他,0
10006,日盛國際商業銀行,國內銀行,活期存款,71643000000
10006,日盛國際商業銀行,國內銀行,定期存款,83097000000
10006,日盛國際商業銀行,國內銀行,外匯總存款,13473000000
10006,日盛國際商業銀行,國內銀行,公股存款與其他,0
10006,安泰商業銀行,國內銀行,活期存款,61515000000
10006,安泰商業銀行,國內銀行,定期存款,177634000000
10006,安泰商業銀行,國內銀行,外匯總存款,22644000000
10006,安泰商業銀行,國內銀行,公股存款與其他,0
10006,中國信託商業銀行,國內銀行,活期存款,547999000000
10006,中國信託商業銀行,國內銀行,定期存款,488518000000
10006,中國信託商業銀行,國內銀行,外匯總存款,277750000000
10006,中國信託商業銀行,國內銀行,公股存款與其他,18130000000
10006,臺灣中小企業銀行,國內銀行,活期存款,421884000000
10006,臺灣中小企業銀行,國內銀行,定期存款,463483000000
10006,臺灣中小企業銀行,國內銀行,外匯總存款,104146000000
10006,臺灣中小企業銀行,國內銀行,公股存款與其他,12637000000
10006,渣打國際商業銀行,國內銀行,活期存款,225318000000
10006,渣打國際商業銀行,國內銀行,定期存款,257948000000
10006,渣打國際商業銀行,國內銀行,外匯總存款,94349000000
10006,渣打國際商業銀行,國內銀行,公股存款與其他,179000000
10006,台中商業銀行,國內銀行,活期存款,137947000000
10006,台中商業銀行,國內銀行,定期存款,156908000000
10006,台中商業銀行,國內銀行,外匯總存款,14637000000
10006,台中商業銀行,國內銀行,公股存款與其他,164000000
10006,京城商業銀行,國內銀行,活期存款,62507000000
10006,京城商業銀行,國內銀行,定期存款,65779000000
10006,京城商業銀行,國內銀行,外匯總存款,7435000000
10006,京城商業銀行,國內銀行,公股存款與其他,0
10006,總計,外國銀行在臺分行（含OBU）,活期存款,157820000000
10006,總計,外國銀行在臺分行（含OBU）,定期存款,192338000000
10006,總計,外國銀行在臺分行（含OBU）,外匯存款,237903000000
10006,總計,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,活期存款,18667000000
10006,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,定期存款,20167000000
10006,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,外匯總存款,26970000000
10006,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,美商美國銀行,外國銀行在臺分行（含OBU）,活期存款,5656000000
10006,美商美國銀行,外國銀行在臺分行（含OBU）,定期存款,1228000000
10006,美商美國銀行,外國銀行在臺分行（含OBU）,外匯總存款,5828000000
10006,美商美國銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,泰國盤谷銀行,外國銀行在臺分行（含OBU）,活期存款,1419000000
10006,泰國盤谷銀行,外國銀行在臺分行（含OBU）,定期存款,5787000000
10006,泰國盤谷銀行,外國銀行在臺分行（含OBU）,外匯總存款,1994000000
10006,泰國盤谷銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,菲律賓首都銀行,外國銀行在臺分行（含OBU）,活期存款,233000000
10006,菲律賓首都銀行,外國銀行在臺分行（含OBU）,定期存款,130000000
10006,菲律賓首都銀行,外國銀行在臺分行（含OBU）,外匯總存款,82000000
10006,菲律賓首都銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,活期存款,6000000
10006,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,定期存款,0
10006,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10006,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,新加坡大華銀行,外國銀行在臺分行（含OBU）,活期存款,241000000
10006,新加坡大華銀行,外國銀行在臺分行（含OBU）,定期存款,1162000000
10006,新加坡大華銀行,外國銀行在臺分行（含OBU）,外匯總存款,296000000
10006,新加坡大華銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,美商道富銀行,外國銀行在臺分行（含OBU）,活期存款,0
10006,美商道富銀行,外國銀行在臺分行（含OBU）,定期存款,0
10006,美商道富銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10006,美商道富銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,法國興業銀行,外國銀行在臺分行（含OBU）,活期存款,1000000
10006,法國興業銀行,外國銀行在臺分行（含OBU）,定期存款,881000000
10006,法國興業銀行,外國銀行在臺分行（含OBU）,外匯總存款,3000000
10006,法國興業銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,澳商澳盛銀行,外國銀行在臺分行（含OBU）,活期存款,12844000000
10006,澳商澳盛銀行,外國銀行在臺分行（含OBU）,定期存款,10595000000
10006,澳商澳盛銀行,外國銀行在臺分行（含OBU）,外匯總存款,72378000000
10006,澳商澳盛銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,德商德意志銀行,外國銀行在臺分行（含OBU）,活期存款,37410000000
10006,德商德意志銀行,外國銀行在臺分行（含OBU）,定期存款,1045000000
10006,德商德意志銀行,外國銀行在臺分行（含OBU）,外匯總存款,13951000000
10006,德商德意志銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,香港東亞銀行,外國銀行在臺分行（含OBU）,活期存款,376000000
10006,香港東亞銀行,外國銀行在臺分行（含OBU）,定期存款,12835000000
10006,香港東亞銀行,外國銀行在臺分行（含OBU）,外匯總存款,261000000
10006,香港東亞銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,美商摩根大通銀行,外國銀行在臺分行（含OBU）,活期存款,27331000000
10006,美商摩根大通銀行,外國銀行在臺分行（含OBU）,定期存款,4368000000
10006,美商摩根大通銀行,外國銀行在臺分行（含OBU）,外匯總存款,3484000000
10006,美商摩根大通銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,新加坡商星展銀行,外國銀行在臺分行（含OBU）,活期存款,28899000000
10006,新加坡商星展銀行,外國銀行在臺分行（含OBU）,定期存款,81682000000
10006,新加坡商星展銀行,外國銀行在臺分行（含OBU）,外匯總存款,16671000000
10006,新加坡商星展銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,比利時商富通銀行,外國銀行在臺分行（含OBU）,活期存款,0
10006,比利時商富通銀行,外國銀行在臺分行（含OBU）,定期存款,0
10006,比利時商富通銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10006,比利時商富通銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,法商法國巴黎銀行,外國銀行在臺分行（含OBU）,活期存款,1404000000
10006,法商法國巴黎銀行,外國銀行在臺分行（含OBU）,定期存款,4246000000
10006,法商法國巴黎銀行,外國銀行在臺分行（含OBU）,外匯總存款,6488000000
10006,法商法國巴黎銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,英商渣打銀行,外國銀行在臺分行（含OBU）,活期存款,0
10006,英商渣打銀行,外國銀行在臺分行（含OBU）,定期存款,500000000
10006,英商渣打銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10006,英商渣打銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,新加坡商新加坡華僑銀行,外國銀行在臺分行（含OBU）,活期存款,48000000
10006,新加坡商新加坡華僑銀行,外國銀行在臺分行（含OBU）,定期存款,527000000
10006,新加坡商新加坡華僑銀行,外國銀行在臺分行（含OBU）,外匯總存款,1000000
10006,新加坡商新加坡華僑銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,法國東方匯理銀行,外國銀行在臺分行（含OBU）,活期存款,154000000
10006,法國東方匯理銀行,外國銀行在臺分行（含OBU）,定期存款,1102000000
10006,法國東方匯理銀行,外國銀行在臺分行（含OBU）,外匯總存款,13379000000
10006,法國東方匯理銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,斐商標準銀行,外國銀行在臺分行（含OBU）,活期存款,0
10006,斐商標準銀行,外國銀行在臺分行（含OBU）,定期存款,10138000000
10006,斐商標準銀行,外國銀行在臺分行（含OBU）,外匯總存款,1029000000
10006,斐商標準銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,加拿大商豐業銀行,外國銀行在臺分行（含OBU）,活期存款,2000000
10006,加拿大商豐業銀行,外國銀行在臺分行（含OBU）,定期存款,121000000
10006,加拿大商豐業銀行,外國銀行在臺分行（含OBU）,外匯總存款,100000000
10006,加拿大商豐業銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,瑞士商瑞士銀行,外國銀行在臺分行（含OBU）,活期存款,9223000000
10006,瑞士商瑞士銀行,外國銀行在臺分行（含OBU）,定期存款,2630000000
10006,瑞士商瑞士銀行,外國銀行在臺分行（含OBU）,外匯總存款,40712000000
10006,瑞士商瑞士銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,荷蘭商安智銀行,外國銀行在臺分行（含OBU）,活期存款,139000000
10006,荷蘭商安智銀行,外國銀行在臺分行（含OBU）,定期存款,1546000000
10006,荷蘭商安智銀行,外國銀行在臺分行（含OBU）,外匯總存款,24000000
10006,荷蘭商安智銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,美商富國銀行,外國銀行在臺分行（含OBU）,活期存款,0
10006,美商富國銀行,外國銀行在臺分行（含OBU）,定期存款,0
10006,美商富國銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10006,美商富國銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,日商三菱東京日聯銀行,外國銀行在臺分行（含OBU）,活期存款,8944000000
10006,日商三菱東京日聯銀行,外國銀行在臺分行（含OBU）,定期存款,14152000000
10006,日商三菱東京日聯銀行,外國銀行在臺分行（含OBU）,外匯總存款,22748000000
10006,日商三菱東京日聯銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,比利時商比利時聯合銀行,外國銀行在臺分行（含OBU）,活期存款,0
10006,比利時商比利時聯合銀行,外國銀行在臺分行（含OBU）,定期存款,0
10006,比利時商比利時聯合銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10006,比利時商比利時聯合銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,日商三井住友銀行,外國銀行在臺分行（含OBU）,活期存款,4825000000
10006,日商三井住友銀行,外國銀行在臺分行（含OBU）,定期存款,9199000000
10006,日商三井住友銀行,外國銀行在臺分行（含OBU）,外匯總存款,11504000000
10006,日商三井住友銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,英商巴克萊銀行,外國銀行在臺分行（含OBU）,活期存款,0
10006,英商巴克萊銀行,外國銀行在臺分行（含OBU）,定期存款,3500000000
10006,英商巴克萊銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10006,英商巴克萊銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,瑞士商瑞士信貸銀行,外國銀行在臺分行（含OBU）,活期存款,0
10006,瑞士商瑞士信貸銀行,外國銀行在臺分行（含OBU）,定期存款,4798000000
10006,瑞士商瑞士信貸銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10006,瑞士商瑞士信貸銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,美商花旗銀行,外國銀行在臺分行（含OBU）,活期存款,0
10006,美商花旗銀行,外國銀行在臺分行（含OBU）,定期存款,0
10006,美商花旗銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10006,美商花旗銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,香港上海匯豐銀行,外國銀行在臺分行（含OBU）,活期存款,0
10006,香港上海匯豐銀行,外國銀行在臺分行（含OBU）,定期存款,0
10006,香港上海匯豐銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10006,香港上海匯豐銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10006,總計,大陸地區銀行在臺分行,活期存款,214863000000
10006,總計,大陸地區銀行在臺分行,定期存款,338499000000
10006,總計,大陸地區銀行在臺分行,外匯存款,0
10006,總計,大陸地區銀行在臺分行,公股存款與其他,0
10006,台北市第五信用合作社,大陸地區銀行在臺分行,活期存款,8296000000
10006,台北市第五信用合作社,大陸地區銀行在臺分行,定期存款,11738000000
10006,台北市第五信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10006,台北市第五信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10006,台北市第九信用合作社,大陸地區銀行在臺分行,活期存款,8337000000
10006,台北市第九信用合作社,大陸地區銀行在臺分行,定期存款,15681000000
10006,台北市第九信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10006,台北市第九信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10006,基隆第一信用合作社,大陸地區銀行在臺分行,活期存款,10209000000
10006,基隆第一信用合作社,大陸地區銀行在臺分行,定期存款,16970000000
10006,基隆第一信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10006,基隆第一信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10006,基隆市第二信用合作社,大陸地區銀行在臺分行,活期存款,13041000000
10006,基隆市第二信用合作社,大陸地區銀行在臺分行,定期存款,12964000000
10006,基隆市第二信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10006,基隆市第二信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10006,淡水第一信用合作社,大陸地區銀行在臺分行,活期存款,21074000000
10006,淡水第一信用合作社,大陸地區銀行在臺分行,定期存款,40758000000
10006,淡水第一信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10006,淡水第一信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10006,台北縣淡水信用合作社,大陸地區銀行在臺分行,活期存款,6378000000
10006,台北縣淡水信用合作社,大陸地區銀行在臺分行,定期存款,10444000000
10006,台北縣淡水信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10006,台北縣淡水信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10006,宜蘭信用合社,大陸地區銀行在臺分行,活期存款,1947000000
10006,宜蘭信用合社,大陸地區銀行在臺分行,定期存款,3897000000
10006,宜蘭信用合社,大陸地區銀行在臺分行,外匯總存款,0
10006,宜蘭信用合社,大陸地區銀行在臺分行,公股存款與其他,0
10006,桃園信用合作社,大陸地區銀行在臺分行,活期存款,7614000000
10006,桃園信用合作社,大陸地區銀行在臺分行,定期存款,10228000000
10006,桃園信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10006,桃園信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10006,新竹第一信用合作社,大陸地區銀行在臺分行,活期存款,17959000000
10006,新竹第一信用合作社,大陸地區銀行在臺分行,定期存款,28455000000
10006,新竹第一信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10006,新竹第一信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10006,新竹第三信用合作社,大陸地區銀行在臺分行,活期存款,8543000000
10006,新竹第三信用合作社,大陸地區銀行在臺分行,定期存款,17596000000
10006,新竹第三信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10006,新竹第三信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10006,竹南信用合作社,大陸地區銀行在臺分行,活期存款,6548000000
10006,竹南信用合作社,大陸地區銀行在臺分行,定期存款,9249000000
10006,竹南信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10006,竹南信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10006,台中市第二信用合作社,大陸地區銀行在臺分行,活期存款,16995000000
10006,台中市第二信用合作社,大陸地區銀行在臺分行,定期存款,27002000000
10006,台中市第二信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10006,台中市第二信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10006,彰化第一信用合作社,大陸地區銀行在臺分行,活期存款,6128000000
10006,彰化第一信用合作社,大陸地區銀行在臺分行,定期存款,10170000000
10006,彰化第一信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10006,彰化第一信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10006,彰化第五信用合作社,信用合作社,活期存款,3472000000
10006,彰化第五信用合作社,信用合作社,定期存款,5641000000
10006,彰化第五信用合作社,信用合作社,外匯總存款,0
10006,彰化第五信用合作社,信用合作社,公股存款與其他,0
10006,彰化第六信用合作社,信用合作社,活期存款,8323000000
10006,彰化第六信用合作社,信用合作社,定期存款,11033000000
10006,彰化第六信用合作社,信用合作社,外匯總存款,0
10006,彰化第六信用合作社,信用合作社,公股存款與其他,0
10006,彰化第十信用合作社,信用合作社,活期存款,6006000000
10006,彰化第十信用合作社,信用合作社,定期存款,8207000000
10006,彰化第十信用合作社,信用合作社,外匯總存款,0
10006,彰化第十信用合作社,信用合作社,公股存款與其他,0
10006,彰化縣鹿港信用合作社,信用合作社,活期存款,8501000000
10006,彰化縣鹿港信用合作社,信用合作社,定期存款,13816000000
10006,彰化縣鹿港信用合作社,信用合作社,外匯總存款,0
10006,彰化縣鹿港信用合作社,信用合作社,公股存款與其他,0
10006,嘉義市第三信用合作社,信用合作社,活期存款,2419000000
10006,嘉義市第三信用合作社,信用合作社,定期存款,6153000000
10006,嘉義市第三信用合作社,信用合作社,外匯總存款,0
10006,嘉義市第三信用合作社,信用合作社,公股存款與其他,0
10006,嘉義巿第四信用合作社,信用合作社,活期存款,663000000
10006,嘉義巿第四信用合作社,信用合作社,定期存款,1853000000
10006,嘉義巿第四信用合作社,信用合作社,外匯總存款,0
10006,嘉義巿第四信用合作社,信用合作社,公股存款與其他,0
10006,台南第三信用合作社,信用合作社,活期存款,7120000000
10006,台南第三信用合作社,信用合作社,定期存款,8639000000
10006,台南第三信用合作社,信用合作社,外匯總存款,0
10006,台南第三信用合作社,信用合作社,公股存款與其他,0
10006,高雄市第三信用合作社,信用合作社,活期存款,15363000000
10006,高雄市第三信用合作社,信用合作社,定期存款,25175000000
10006,高雄市第三信用合作社,信用合作社,外匯總存款,0
10006,高雄市第三信用合作社,信用合作社,公股存款與其他,0
10006,花蓮第一信用合作社,信用合作社,活期存款,7901000000
10006,花蓮第一信用合作社,信用合作社,定期存款,10998000000
10006,花蓮第一信用合作社,信用合作社,外匯總存款,0
10006,花蓮第一信用合作社,信用合作社,公股存款與其他,0
10006,花蓮第二信用合作社,信用合作社,活期存款,16328000000
10006,花蓮第二信用合作社,信用合作社,定期存款,23991000000
10006,花蓮第二信用合作社,信用合作社,外匯總存款,0
10006,花蓮第二信用合作社,信用合作社,公股存款與其他,0
10006,澎湖縣第一信用合作社,信用合作社,活期存款,1431000000
10006,澎湖縣第一信用合作社,信用合作社,定期存款,2273000000
10006,澎湖縣第一信用合作社,信用合作社,外匯總存款,0
10006,澎湖縣第一信用合作社,信用合作社,公股存款與其他,0
10006,澎湖第二信用合作社,信用合作社,活期存款,2678000000
10006,澎湖第二信用合作社,信用合作社,定期存款,3834000000
10006,澎湖第二信用合作社,信用合作社,外匯總存款,0
10006,澎湖第二信用合作社,信用合作社,公股存款與其他,0
10006,金門縣信用合作社,信用合作社,活期存款,1590000000
10006,金門縣信用合作社,信用合作社,定期存款,1733000000
10006,金門縣信用合作社,信用合作社,外匯總存款,0
10006,金門縣信用合作社,信用合作社,公股存款與其他,0
