年月,銀行,銀行類別,項目,數值,英文項目
9912,總計,國內銀行,活期存款,9920296000000,MD
9912,總計,國內銀行,定期存款,11626378000000,FD
9912,總計,國內銀行,外匯存款,4054355000000,DP_Y
9912,總計,國內銀行,公股存款與其他,580769000000,DP_OTHER
9912,臺灣銀行,國內銀行,活期存款,796636000000,MD
9912,臺灣銀行,國內銀行,定期存款,1819493000000,FD
9912,臺灣銀行,國內銀行,外匯總存款,336295000000,DP_Y
9912,臺灣銀行,國內銀行,公股存款與其他,233009000000,DP_OTHER
9912,臺灣土地銀行,國內銀行,活期存款,473080000000,MD
9912,臺灣土地銀行,國內銀行,定期存款,1102628000000,FD
9912,臺灣土地銀行,國內銀行,外匯總存款,70097000000,DP_Y
9912,臺灣土地銀行,國內銀行,公股存款與其他,157010000000,DP_OTHER
9912,合作金庫商業銀行,國內銀行,活期存款,877239000000,MD
9912,合作金庫商業銀行,國內銀行,定期存款,1042602000000,FD
9912,合作金庫商業銀行,國內銀行,外匯總存款,161595000000,DP_Y
9912,合作金庫商業銀行,國內銀行,公股存款與其他,63164000000,DP_OTHER
9912,第一商業銀行,國內銀行,活期存款,761508000000,MD
9912,第一商業銀行,國內銀行,定期存款,550127000000,FD
9912,第一商業銀行,國內銀行,外匯總存款,279675000000,DP_Y
9912,第一商業銀行,國內銀行,公股存款與其他,14318000000,DP_OTHER
9912,華南商業銀行,國內銀行,活期存款,821407000000,MD
9912,華南商業銀行,國內銀行,定期存款,500898000000,FD
9912,華南商業銀行,國內銀行,外匯總存款,240926000000,DP_Y
9912,華南商業銀行,國內銀行,公股存款與其他,6913000000,DP_OTHER
9912,彰化商業銀行,國內銀行,活期存款,601288000000,MD
9912,彰化商業銀行,國內銀行,定期存款,444799000000,FD
9912,彰化商業銀行,國內銀行,外匯總存款,191330000000,DP_Y
9912,彰化商業銀行,國內銀行,公股存款與其他,2632000000,DP_OTHER
9912,上海商業儲蓄銀行,國內銀行,活期存款,158802000000,MD
9912,上海商業儲蓄銀行,國內銀行,定期存款,211740000000,FD
9912,上海商業儲蓄銀行,國內銀行,外匯總存款,165116000000,DP_Y
9912,上海商業儲蓄銀行,國內銀行,公股存款與其他,0,DP_OTHER
9912,台北富邦銀行,國內銀行,活期存款,525228000000,MD
9912,台北富邦銀行,國內銀行,定期存款,461460000000,FD
9912,台北富邦銀行,國內銀行,外匯總存款,179955000000,DP_Y
9912,台北富邦銀行,國內銀行,公股存款與其他,22749000000,DP_OTHER
9912,國泰世華商業銀行,國內銀行,活期存款,724427000000,MD
9912,國泰世華商業銀行,國內銀行,定期存款,462791000000,FD
9912,國泰世華商業銀行,國內銀行,外匯總存款,152443000000,DP_Y
9912,國泰世華商業銀行,國內銀行,公股存款與其他,39000000,DP_OTHER
9912,中國輸出入銀行,國內銀行,活期存款,0,MD
9912,中國輸出入銀行,國內銀行,定期存款,0,FD
9912,中國輸出入銀行,國內銀行,外匯總存款,0,DP_Y
9912,中國輸出入銀行,國內銀行,公股存款與其他,0,DP_OTHER
9912,高雄銀行,國內銀行,活期存款,59399000000,MD
9912,高雄銀行,國內銀行,定期存款,109335000000,FD
9912,高雄銀行,國內銀行,外匯總存款,8024000000,DP_Y
9912,高雄銀行,國內銀行,公股存款與其他,8410000000,DP_OTHER
9912,兆豐國際商業銀行,國內銀行,活期存款,484423000000,MD
9912,兆豐國際商業銀行,國內銀行,定期存款,436833000000,FD
9912,兆豐國際商業銀行,國內銀行,外匯總存款,573142000000,DP_Y
9912,兆豐國際商業銀行,國內銀行,公股存款與其他,43820000000,DP_OTHER
9912,花旗,國內銀行,活期存款,163771000000,MD
9912,花旗,國內銀行,定期存款,78640000000,FD
9912,花旗,國內銀行,外匯總存款,366277000000,DP_Y
9912,花旗,國內銀行,公股存款與其他,0,DP_OTHER
9912,中華開發工業銀行,國內銀行,活期存款,4391000000,MD
9912,中華開發工業銀行,國內銀行,定期存款,27137000000,FD
9912,中華開發工業銀行,國內銀行,外匯總存款,17862000000,DP_Y
9912,中華開發工業銀行,國內銀行,公股存款與其他,0,DP_OTHER
9912,臺灣工業銀行,國內銀行,活期存款,2459000000,MD
9912,臺灣工業銀行,國內銀行,定期存款,54693000000,FD
9912,臺灣工業銀行,國內銀行,外匯總存款,9503000000,DP_Y
9912,臺灣工業銀行,國內銀行,公股存款與其他,0,DP_OTHER
9912,匯豐,國內銀行,活期存款,160379000000,MD
9912,匯豐,國內銀行,定期存款,87351000000,FD
9912,匯豐,國內銀行,外匯總存款,114039000000,DP_Y
9912,匯豐,國內銀行,公股存款與其他,0,DP_OTHER
9912,大台北商業銀行,國內銀行,活期存款,14252000000,MD
9912,大台北商業銀行,國內銀行,定期存款,23867000000,FD
9912,大台北商業銀行,國內銀行,外匯總存款,209000000,DP_Y
9912,大台北商業銀行,國內銀行,公股存款與其他,0,DP_OTHER
9912,華泰商業銀行,國內銀行,活期存款,31975000000,MD
9912,華泰商業銀行,國內銀行,定期存款,69262000000,FD
9912,華泰商業銀行,國內銀行,外匯總存款,2021000000,DP_Y
9912,華泰商業銀行,國內銀行,公股存款與其他,0,DP_OTHER
9912,臺灣新光商業銀行,國內銀行,活期存款,158112000000,MD
9912,臺灣新光商業銀行,國內銀行,定期存款,224897000000,FD
9912,臺灣新光商業銀行,國內銀行,外匯總存款,31110000000,DP_Y
9912,臺灣新光商業銀行,國內銀行,公股存款與其他,75000000,DP_OTHER
9912,陽信商業銀行,國內銀行,活期存款,77809000000,MD
9912,陽信商業銀行,國內銀行,定期存款,119510000000,FD
9912,陽信商業銀行,國內銀行,外匯總存款,7542000000,DP_Y
9912,陽信商業銀行,國內銀行,公股存款與其他,168000000,DP_OTHER
9912,板信商業銀行,國內銀行,活期存款,48661000000,MD
9912,板信商業銀行,國內銀行,定期存款,83786000000,FD
9912,板信商業銀行,國內銀行,外匯總存款,6883000000,DP_Y
9912,板信商業銀行,國內銀行,公股存款與其他,0,DP_OTHER
9912,三信商業銀行,國內銀行,活期存款,41574000000,MD
9912,三信商業銀行,國內銀行,定期存款,63335000000,FD
9912,三信商業銀行,國內銀行,外匯總存款,1278000000,DP_Y
9912,三信商業銀行,國內銀行,公股存款與其他,0,DP_OTHER
9912,聯邦商業銀行,國內銀行,活期存款,117303000000,MD
9912,聯邦商業銀行,國內銀行,定期存款,146463000000,FD
9912,聯邦商業銀行,國內銀行,外匯總存款,26728000000,DP_Y
9912,聯邦商業銀行,國內銀行,公股存款與其他,0,DP_OTHER
9912,遠東國際商業銀行,國內銀行,活期存款,67637000000,MD
9912,遠東國際商業銀行,國內銀行,定期存款,218914000000,FD
9912,遠東國際商業銀行,國內銀行,外匯總存款,41202000000,DP_Y
9912,遠東國際商業銀行,國內銀行,公股存款與其他,0,DP_OTHER
9912,元大商業銀行,國內銀行,活期存款,202802000000,MD
9912,元大商業銀行,國內銀行,定期存款,139594000000,FD
9912,元大商業銀行,國內銀行,外匯總存款,39015000000,DP_Y
