年月,銀行,銀行類別,項目,數值
10204,總計,本國銀行,月均餘額,23465516000000
10204,臺灣銀行,本國銀行,月均餘額,2268770000000
10204,臺灣土地銀行,本國銀行,月均餘額,1823652000000
10204,合作金庫商業銀行,本國銀行,月均餘額,1810315000000
10204,第一商業銀行,本國銀行,月均餘額,1437630000000
10204,華南商業銀行,本國銀行,月均餘額,1370862000000
10204,彰化商業銀行,本國銀行,月均餘額,1149450000000
10204,上海商業儲蓄銀行,本國銀行,月均餘額,489031000000
10204,台北富邦銀行,本國銀行,月均餘額,1065551000000
10204,國泰世華商業銀行,本國銀行,月均餘額,994434000000
10204,中國輸出入銀行,本國銀行,月均餘額,91385000000
10204,高雄銀行,本國銀行,月均餘額,165509000000
10204,兆豐國際商業銀行,本國銀行,月均餘額,1508223000000
10204,花旗,本國銀行,月均餘額,206985000000
10204,澳盛,本國銀行,月均餘額,114586000000
10204,中華開發工業銀行,本國銀行,月均餘額,87368000000
10204,臺灣工業銀行,本國銀行,月均餘額,81060000000
10204,匯豐,本國銀行,月均餘額,227739000000
10204,大台北商業銀行,本國銀行,月均餘額,35303000000
10204,華泰商業銀行,本國銀行,月均餘額,86139000000
10204,臺灣新光商業銀行,本國銀行,月均餘額,424884000000
10204,陽信商業銀行,本國銀行,月均餘額,194071000000
10204,板信商業銀行,本國銀行,月均餘額,97047000000
10204,三信商業銀行,本國銀行,月均餘額,91356000000
10204,聯邦商業銀行,本國銀行,月均餘額,216592000000
10204,遠東國際商業銀行,本國銀行,月均餘額,298170000000
10204,元大商業銀行,本國銀行,月均餘額,382764000000
10204,永豐商業銀行,本國銀行,月均餘額,755434000000
10204,玉山商業銀行,本國銀行,月均餘額,766327000000
10204,萬泰商業銀行,本國銀行,月均餘額,91006000000
10204,星展,本國銀行,月均餘額,188301000000
10204,台新國際商業銀行,本國銀行,月均餘額,673874000000
10204,大眾商業銀行,本國銀行,月均餘額,273070000000
10204,日盛國際商業銀行,本國銀行,月均餘額,130765000000
10204,安泰商業銀行,本國銀行,月均餘額,209531000000
10204,中國信託商業銀行,本國銀行,月均餘額,1147151000000
10204,臺灣中小企業銀行,本國銀行,月均餘額,953290000000
10204,渣打國際商業銀行,本國銀行,月均餘額,346143000000
10204,台中商業銀行,本國銀行,月均餘額,328202000000
10204,京城商業銀行,本國銀行,月均餘額,100730000000
10204,外國銀行在臺分行,本國銀行,月均餘額,781893000000
10204,大陸地區銀行在臺分行,本國銀行,月均餘額,924000000
