年月,銀行,銀行類別,項目,數值,英文項目
10101,總計,本國銀行,月均餘額,22463534000000,LN_Aum
10101,臺灣銀行,本國銀行,月均餘額,2169422000000,LN_Aum
10101,臺灣土地銀行,本國銀行,月均餘額,1814449000000,LN_Aum
10101,合作金庫商業銀行,本國銀行,月均餘額,1930915000000,LN_Aum
10101,第一商業銀行,本國銀行,月均餘額,1371195000000,LN_Aum
10101,華南商業銀行,本國銀行,月均餘額,1337740000000,LN_Aum
10101,彰化商業銀行,本國銀行,月均餘額,1138121000000,LN_Aum
10101,上海商業儲蓄銀行,本國銀行,月均餘額,427865000000,LN_Aum
10101,台北富邦銀行,本國銀行,月均餘額,986101000000,LN_Aum
10101,國泰世華商業銀行,本國銀行,月均餘額,990364000000,LN_Aum
10101,中國輸出入銀行,本國銀行,月均餘額,87399000000,LN_Aum
10101,高雄銀行,本國銀行,月均餘額,161063000000,LN_Aum
10101,兆豐國際商業銀行,本國銀行,月均餘額,1468486000000,LN_Aum
10101,花旗,本國銀行,月均餘額,211154000000,LN_Aum
10101,中華開發工業銀行,本國銀行,月均餘額,85475000000,LN_Aum
10101,臺灣工業銀行,本國銀行,月均餘額,73270000000,LN_Aum
10101,匯豐,本國銀行,月均餘額,207237000000,LN_Aum
10101,大台北商業銀行,本國銀行,月均餘額,34221000000,LN_Aum
10101,華泰商業銀行,本國銀行,月均餘額,89156000000,LN_Aum
10101,臺灣新光商業銀行,本國銀行,月均餘額,372788000000,LN_Aum
10101,陽信商業銀行,本國銀行,月均餘額,175905000000,LN_Aum
10101,板信商業銀行,本國銀行,月均餘額,103728000000,LN_Aum
10101,三信商業銀行,本國銀行,月均餘額,82931000000,LN_Aum
10101,聯邦商業銀行,本國銀行,月均餘額,191875000000,LN_Aum
10101,遠東國際商業銀行,本國銀行,月均餘額,273850000000,LN_Aum
10101,元大商業銀行,本國銀行,月均餘額,351693000000,LN_Aum
10101,永豐商業銀行,本國銀行,月均餘額,711817000000,LN_Aum
10101,玉山商業銀行,本國銀行,月均餘額,657792000000,LN_Aum
10101,萬泰商業銀行,本國銀行,月均餘額,76430000000,LN_Aum
10101,星展,本國銀行,月均餘額,156179000000,LN_Aum
10101,台新國際商業銀行,本國銀行,月均餘額,605148000000,LN_Aum
10101,大眾商業銀行,本國銀行,月均餘額,278548000000,LN_Aum
10101,日盛國際商業銀行,本國銀行,月均餘額,132103000000,LN_Aum
10101,安泰商業銀行,本國銀行,月均餘額,198638000000,LN_Aum
10101,中國信託商業銀行,本國銀行,月均餘額,1021200000000,LN_Aum
10101,臺灣中小企業銀行,本國銀行,月均餘額,962633000000,LN_Aum
10101,渣打國際商業銀行,本國銀行,月均餘額,354211000000,LN_Aum
10101,台中商業銀行,本國銀行,月均餘額,279379000000,LN_Aum
10101,京城商業銀行,本國銀行,月均餘額,95811000000,LN_Aum
10101,外國銀行在臺分行,本國銀行,月均餘額,797243000000,LN_Aum
