年月,銀行,銀行類別,項目,數值
10110,總計,本國銀行,月均餘額,22868668000000
10110,臺灣銀行,本國銀行,月均餘額,2149443000000
10110,臺灣土地銀行,本國銀行,月均餘額,1819208000000
10110,合作金庫商業銀行,本國銀行,月均餘額,1845409000000
10110,第一商業銀行,本國銀行,月均餘額,1406350000000
10110,華南商業銀行,本國銀行,月均餘額,1338052000000
10110,彰化商業銀行,本國銀行,月均餘額,1162361000000
10110,上海商業儲蓄銀行,本國銀行,月均餘額,446972000000
10110,台北富邦銀行,本國銀行,月均餘額,1039187000000
10110,國泰世華商業銀行,本國銀行,月均餘額,981270000000
10110,中國輸出入銀行,本國銀行,月均餘額,92685000000
10110,高雄銀行,本國銀行,月均餘額,161366000000
10110,兆豐國際商業銀行,本國銀行,月均餘額,1509594000000
10110,花旗,本國銀行,月均餘額,198283000000
10110,中華開發工業銀行,本國銀行,月均餘額,82804000000
10110,臺灣工業銀行,本國銀行,月均餘額,81663000000
10110,匯豐,本國銀行,月均餘額,213225000000
10110,大台北商業銀行,本國銀行,月均餘額,34282000000
10110,華泰商業銀行,本國銀行,月均餘額,90369000000
10110,臺灣新光商業銀行,本國銀行,月均餘額,411484000000
10110,陽信商業銀行,本國銀行,月均餘額,188858000000
10110,板信商業銀行,本國銀行,月均餘額,98938000000
10110,三信商業銀行,本國銀行,月均餘額,88138000000
10110,聯邦商業銀行,本國銀行,月均餘額,201907000000
10110,遠東國際商業銀行,本國銀行,月均餘額,283453000000
10110,元大商業銀行,本國銀行,月均餘額,373795000000
10110,永豐商業銀行,本國銀行,月均餘額,744928000000
10110,玉山商業銀行,本國銀行,月均餘額,723408000000
10110,萬泰商業銀行,本國銀行,月均餘額,83477000000
10110,星展,本國銀行,月均餘額,178343000000
10110,台新國際商業銀行,本國銀行,月均餘額,655137000000
10110,大眾商業銀行,本國銀行,月均餘額,279502000000
10110,日盛國際商業銀行,本國銀行,月均餘額,128001000000
10110,安泰商業銀行,本國銀行,月均餘額,200943000000
10110,中國信託商業銀行,本國銀行,月均餘額,1092882000000
10110,臺灣中小企業銀行,本國銀行,月均餘額,926843000000
10110,渣打國際商業銀行,本國銀行,月均餘額,343363000000
10110,台中商業銀行,本國銀行,月均餘額,309614000000
10110,京城商業銀行,本國銀行,月均餘額,98317000000
10110,外國銀行在臺分行,本國銀行,月均餘額,804813000000
