年月,銀行,銀行類別,項目,數值,英文項目
10301,總計,本國銀行,月均餘額,24681583000000,LN_Aum
10301,臺灣銀行,本國銀行,月均餘額,2276026000000,LN_Aum
10301,臺灣土地銀行,本國銀行,月均餘額,1842679000000,LN_Aum
10301,合作金庫商業銀行,本國銀行,月均餘額,1915815000000,LN_Aum
10301,第一商業銀行,本國銀行,月均餘額,1435864000000,LN_Aum
10301,華南商業銀行,本國銀行,月均餘額,1419805000000,LN_Aum
10301,彰化商業銀行,本國銀行,月均餘額,1163810000000,LN_Aum
10301,上海商業儲蓄銀行,本國銀行,月均餘額,542377000000,LN_Aum
10301,台北富邦銀行,本國銀行,月均餘額,1127132000000,LN_Aum
10301,國泰世華商業銀行,本國銀行,月均餘額,1054174000000,LN_Aum
10301,中國輸出入銀行,本國銀行,月均餘額,92039000000,LN_Aum
10301,高雄銀行,本國銀行,月均餘額,169728000000,LN_Aum
10301,兆豐國際商業銀行,本國銀行,月均餘額,1658595000000,LN_Aum
10301,花旗,本國銀行,月均餘額,238738000000,LN_Aum
10301,澳盛,本國銀行,月均餘額,165308000000,LN_Aum
10301,中華開發工業銀行,本國銀行,月均餘額,107371000000,LN_Aum
10301,臺灣工業銀行,本國銀行,月均餘額,105298000000,LN_Aum
10301,臺灣中小企業銀行,本國銀行,月均餘額,948312000000,LN_Aum
10301,渣打國際商業銀行,本國銀行,月均餘額,368258000000,LN_Aum
10301,台中商業銀行,本國銀行,月均餘額,363359000000,LN_Aum
10301,京城商業銀行,本國銀行,月均餘額,109194000000,LN_Aum
10301,匯豐,本國銀行,月均餘額,261908000000,LN_Aum
10301,瑞興商業銀行,本國銀行,月均餘額,38387000000,LN_Aum
10301,華泰商業銀行,本國銀行,月均餘額,75128000000,LN_Aum
10301,臺灣新光商業銀行,本國銀行,月均餘額,462079000000,LN_Aum
10301,陽信商業銀行,本國銀行,月均餘額,202627000000,LN_Aum
10301,板信商業銀行,本國銀行,月均餘額,105888000000,LN_Aum
10301,三信商業銀行,本國銀行,月均餘額,97210000000,LN_Aum
10301,聯邦商業銀行,本國銀行,月均餘額,232434000000,LN_Aum
10301,遠東國際商業銀行,本國銀行,月均餘額,301695000000,LN_Aum
10301,元大商業銀行,本國銀行,月均餘額,400388000000,LN_Aum
10301,永豐商業銀行,本國銀行,月均餘額,783371000000,LN_Aum
10301,玉山商業銀行,本國銀行,月均餘額,834413000000,LN_Aum
10301,萬泰商業銀行,本國銀行,月均餘額,100116000000,LN_Aum
10301,星展,本國銀行,月均餘額,192956000000,LN_Aum
10301,台新國際商業銀行,本國銀行,月均餘額,723412000000,LN_Aum
10301,大眾商業銀行,本國銀行,月均餘額,269036000000,LN_Aum
10301,日盛國際商業銀行,本國銀行,月均餘額,141027000000,LN_Aum
10301,安泰商業銀行,本國銀行,月均餘額,188449000000,LN_Aum
10301,中國信託商業銀行,本國銀行,月均餘額,1242724000000,LN_Aum
10301,外國銀行在臺分行,本國銀行,月均餘額,912118000000,LN_Aum
10301,大陸地區銀行在臺分行,本國銀行,月均餘額,12335000000,LN_Aum
