年月,銀行,銀行類別,項目,數值,欄位名稱
10002,總計,全體總和,對中小企業,3766555000000,LN_SME
10002,總計,全體總和,佔放款%,19.9,LN_SME_RATE
10002,總計,全體總和,市佔率,100.0,MARKET_RATE
10002,臺灣銀行,本國銀行,對中小企業,247733000000,LN_SME
10002,臺灣銀行,本國銀行,佔放款%,12.17,LN_SME_RATE
10002,臺灣銀行,本國銀行,市佔率,6.58,MARKET_RATE
10002,臺灣土地銀行,本國銀行,對中小企業,257980000000,LN_SME
10002,臺灣土地銀行,本國銀行,佔放款%,15.47,LN_SME_RATE
10002,臺灣土地銀行,本國銀行,市佔率,6.85,MARKET_RATE
10002,合作金庫商業銀行,本國銀行,對中小企業,436633000000,LN_SME
10002,合作金庫商業銀行,本國銀行,佔放款%,25.36,LN_SME_RATE
10002,合作金庫商業銀行,本國銀行,市佔率,11.59,MARKET_RATE
10002,第一商業銀行,本國銀行,對中小企業,476593000000,LN_SME
10002,第一商業銀行,本國銀行,佔放款%,41.33,LN_SME_RATE
10002,第一商業銀行,本國銀行,市佔率,12.65,MARKET_RATE
10002,華南商業銀行,本國銀行,對中小企業,308857000000,LN_SME
10002,華南商業銀行,本國銀行,佔放款%,26.01,LN_SME_RATE
10002,華南商業銀行,本國銀行,市佔率,8.2,MARKET_RATE
10002,彰化商業銀行,本國銀行,對中小企業,263599000000,LN_SME
10002,彰化商業銀行,本國銀行,佔放款%,26.61,LN_SME_RATE
10002,彰化商業銀行,本國銀行,市佔率,7.0,MARKET_RATE
10002,上海商業儲蓄銀行,本國銀行,對中小企業,109644000000,LN_SME
10002,上海商業儲蓄銀行,本國銀行,佔放款%,35.96,LN_SME_RATE
10002,上海商業儲蓄銀行,本國銀行,市佔率,2.91,MARKET_RATE
10002,台北富邦銀行,本國銀行,對中小企業,73689000000,LN_SME
10002,台北富邦銀行,本國銀行,佔放款%,9.12,LN_SME_RATE
10002,台北富邦銀行,本國銀行,市佔率,1.96,MARKET_RATE
10002,國泰世華商業銀行,本國銀行,對中小企業,100064000000,LN_SME
10002,國泰世華商業銀行,本國銀行,佔放款%,12.51,LN_SME_RATE
10002,國泰世華商業銀行,本國銀行,市佔率,2.66,MARKET_RATE
10002,中國輸出入銀行,本國銀行,對中小企業,6639000000,LN_SME
10002,中國輸出入銀行,本國銀行,佔放款%,13.55,LN_SME_RATE
10002,中國輸出入銀行,本國銀行,市佔率,0.18,MARKET_RATE
10002,高雄銀行,本國銀行,對中小企業,34011000000,LN_SME
10002,高雄銀行,本國銀行,佔放款%,21.05,LN_SME_RATE
10002,高雄銀行,本國銀行,市佔率,0.9,MARKET_RATE
10002,兆豐國際商業銀行,本國銀行,對中小企業,254817000000,LN_SME
10002,兆豐國際商業銀行,本國銀行,佔放款%,26.11,LN_SME_RATE
10002,兆豐國際商業銀行,本國銀行,市佔率,6.77,MARKET_RATE
10002,花旗,本國銀行,對中小企業,7537000000,LN_SME
10002,花旗,本國銀行,佔放款%,5.11,LN_SME_RATE
10002,花旗,本國銀行,市佔率,0.2,MARKET_RATE
10002,中華開發工業銀行,本國銀行,對中小企業,857000000,LN_SME
10002,中華開發工業銀行,本國銀行,佔放款%,1.45,LN_SME_RATE
10002,中華開發工業銀行,本國銀行,市佔率,0.02,MARKET_RATE
10002,臺灣工業銀行,本國銀行,對中小企業,3743000000,LN_SME
10002,臺灣工業銀行,本國銀行,佔放款%,7.03,LN_SME_RATE
10002,臺灣工業銀行,本國銀行,市佔率,0.1,MARKET_RATE
10002,匯豐,本國銀行,對中小企業,9733000000,LN_SME
10002,匯豐,本國銀行,佔放款%,7.4,LN_SME_RATE
10002,匯豐,本國銀行,市佔率,0.26,MARKET_RATE
10002,大台北商業銀行,本國銀行,對中小企業,1588000000,LN_SME
10002,大台北商業銀行,本國銀行,佔放款%,5.01,LN_SME_RATE
10002,大台北商業銀行,本國銀行,市佔率,0.04,MARKET_RATE
10002,華泰商業銀行,本國銀行,對中小企業,24865000000,LN_SME
10002,華泰商業銀行,本國銀行,佔放款%,27.9,LN_SME_RATE
10002,華泰商業銀行,本國銀行,市佔率,0.66,MARKET_RATE
10002,臺灣新光商業銀行,本國銀行,對中小企業,51591000000,LN_SME
10002,臺灣新光商業銀行,本國銀行,佔放款%,16.0,LN_SME_RATE
10002,臺灣新光商業銀行,本國銀行,市佔率,1.37,MARKET_RATE
10002,陽信商業銀行,本國銀行,對中小企業,30761000000,LN_SME
10002,陽信商業銀行,本國銀行,佔放款%,17.66,LN_SME_RATE
10002,陽信商業銀行,本國銀行,市佔率,0.82,MARKET_RATE
10002,板信商業銀行,本國銀行,對中小企業,23516000000,LN_SME
10002,板信商業銀行,本國銀行,佔放款%,22.29,LN_SME_RATE
10002,板信商業銀行,本國銀行,市佔率,0.62,MARKET_RATE
10002,三信商業銀行,本國銀行,對中小企業,12602000000,LN_SME
10002,三信商業銀行,本國銀行,佔放款%,14.87,LN_SME_RATE
10002,三信商業銀行,本國銀行,市佔率,0.33,MARKET_RATE
10002,聯邦商業銀行,本國銀行,對中小企業,24595000000,LN_SME
10002,聯邦商業銀行,本國銀行,佔放款%,12.99,LN_SME_RATE
10002,聯邦商業銀行,本國銀行,市佔率,0.65,MARKET_RATE
10002,遠東國際商業銀行,本國銀行,對中小企業,10170000000,LN_SME
10002,遠東國際商業銀行,本國銀行,佔放款%,4.72,LN_SME_RATE
10002,遠東國際商業銀行,本國銀行,市佔率,0.27,MARKET_RATE
10002,元大商業銀行,本國銀行,對中小企業,60637000000,LN_SME
10002,元大商業銀行,本國銀行,佔放款%,21.69,LN_SME_RATE
10002,元大商業銀行,本國銀行,市佔率,1.61,MARKET_RATE
10002,永豐商業銀行,本國銀行,對中小企業,90350000000,LN_SME
10002,永豐商業銀行,本國銀行,佔放款%,15.03,LN_SME_RATE
10002,永豐商業銀行,本國銀行,市佔率,2.4,MARKET_RATE
10002,玉山商業銀行,本國銀行,對中小企業,140139000000,LN_SME
10002,玉山商業銀行,本國銀行,佔放款%,24.8,LN_SME_RATE
10002,玉山商業銀行,本國銀行,市佔率,3.72,MARKET_RATE
10002,萬泰商業銀行,本國銀行,對中小企業,15332000000,LN_SME
10002,萬泰商業銀行,本國銀行,佔放款%,22.51,LN_SME_RATE
10002,萬泰商業銀行,本國銀行,市佔率,0.41,MARKET_RATE
10002,台新國際商業銀行,本國銀行,對中小企業,49148000000,LN_SME
10002,台新國際商業銀行,本國銀行,佔放款%,9.8,LN_SME_RATE
10002,台新國際商業銀行,本國銀行,市佔率,1.3,MARKET_RATE
10002,大眾商業銀行,本國銀行,對中小企業,5092000000,LN_SME
10002,大眾商業銀行,本國銀行,佔放款%,2.18,LN_SME_RATE
10002,大眾商業銀行,本國銀行,市佔率,0.14,MARKET_RATE
10002,日盛國際商業銀行,本國銀行,對中小企業,9766000000,LN_SME
10002,日盛國際商業銀行,本國銀行,佔放款%,8.25,LN_SME_RATE
10002,日盛國際商業銀行,本國銀行,市佔率,0.26,MARKET_RATE
10002,安泰商業銀行,本國銀行,對中小企業,48446000000,LN_SME
10002,安泰商業銀行,本國銀行,佔放款%,25.44,LN_SME_RATE
10002,安泰商業銀行,本國銀行,市佔率,1.29,MARKET_RATE
10002,中國信託商業銀行,本國銀行,對中小企業,66340000000,LN_SME
10002,中國信託商業銀行,本國銀行,佔放款%,8.05,LN_SME_RATE
10002,中國信託商業銀行,本國銀行,市佔率,1.76,MARKET_RATE
10002,慶豐商業銀行,本國銀行,對中小企業,0,LN_SME
10002,慶豐商業銀行,本國銀行,佔放款%,0.0,LN_SME_RATE
10002,慶豐商業銀行,本國銀行,市佔率,0.0,MARKET_RATE
10002,臺灣中小企業銀行,本國銀行,對中小企業,343320000000,LN_SME
10002,臺灣中小企業銀行,本國銀行,佔放款%,38.09,LN_SME_RATE
10002,臺灣中小企業銀行,本國銀行,市佔率,9.11,MARKET_RATE
10002,渣打國際商業銀行,本國銀行,對中小企業,25671000000,LN_SME
10002,渣打國際商業銀行,本國銀行,佔放款%,7.62,LN_SME_RATE
10002,渣打國際商業銀行,本國銀行,市佔率,0.68,MARKET_RATE
10002,台中商業銀行,本國銀行,對中小企業,88111000000,LN_SME
10002,台中商業銀行,本國銀行,佔放款%,35.49,LN_SME_RATE
10002,台中商業銀行,本國銀行,市佔率,2.34,MARKET_RATE
10002,京城商業銀行,本國銀行,對中小企業,21929000000,LN_SME
10002,京城商業銀行,本國銀行,佔放款%,22.29,LN_SME_RATE
10002,京城商業銀行,本國銀行,市佔率,0.58,MARKET_RATE
10002,小計,外國銀行在台分行,對中小企業,30457000000,LN_SME
10002,小計,外國銀行在台分行,佔放款%,6.07,LN_SME_RATE
10002,小計,外國銀行在台分行,市佔率,0.81,MARKET_RATE
