年月,銀行,銀行類別,項目,數值,欄位名稱
10111,總計,全體總和,對中小企業,4400923000000,LN_SME
10111,總計,全體總和,佔放款%,22.06,LN_SME_RATE
10111,總計,全體總和,市佔率,100.0,MARKET_RATE
10111,臺灣銀行,本國銀行,對中小企業,284589000000,LN_SME
10111,臺灣銀行,本國銀行,佔放款%,14.1,LN_SME_RATE
10111,臺灣銀行,本國銀行,市佔率,6.47,MARKET_RATE
10111,臺灣土地銀行,本國銀行,對中小企業,315303000000,LN_SME
10111,臺灣土地銀行,本國銀行,佔放款%,18.89,LN_SME_RATE
10111,臺灣土地銀行,本國銀行,市佔率,7.16,MARKET_RATE
10111,合作金庫商業銀行,本國銀行,對中小企業,476227000000,LN_SME
10111,合作金庫商業銀行,本國銀行,佔放款%,28.25,LN_SME_RATE
10111,合作金庫商業銀行,本國銀行,市佔率,10.82,MARKET_RATE
10111,第一商業銀行,本國銀行,對中小企業,514259000000,LN_SME
10111,第一商業銀行,本國銀行,佔放款%,42.27,LN_SME_RATE
10111,第一商業銀行,本國銀行,市佔率,11.69,MARKET_RATE
10111,華南商業銀行,本國銀行,對中小企業,360062000000,LN_SME
10111,華南商業銀行,本國銀行,佔放款%,28.92,LN_SME_RATE
10111,華南商業銀行,本國銀行,市佔率,8.18,MARKET_RATE
10111,彰化商業銀行,本國銀行,對中小企業,312991000000,LN_SME
10111,彰化商業銀行,本國銀行,佔放款%,30.16,LN_SME_RATE
10111,彰化商業銀行,本國銀行,市佔率,7.11,MARKET_RATE
10111,上海商業儲蓄銀行,本國銀行,對中小企業,133978000000,LN_SME
10111,上海商業儲蓄銀行,本國銀行,佔放款%,37.78,LN_SME_RATE
10111,上海商業儲蓄銀行,本國銀行,市佔率,3.04,MARKET_RATE
10111,台北富邦銀行,本國銀行,對中小企業,81398000000,LN_SME
10111,台北富邦銀行,本國銀行,佔放款%,9.33,LN_SME_RATE
10111,台北富邦銀行,本國銀行,市佔率,1.85,MARKET_RATE
10111,國泰世華商業銀行,本國銀行,對中小企業,109087000000,LN_SME
10111,國泰世華商業銀行,本國銀行,佔放款%,12.76,LN_SME_RATE
10111,國泰世華商業銀行,本國銀行,市佔率,2.48,MARKET_RATE
10111,中國輸出入銀行,本國銀行,對中小企業,6411000000,LN_SME
10111,中國輸出入銀行,本國銀行,佔放款%,12.24,LN_SME_RATE
10111,中國輸出入銀行,本國銀行,市佔率,0.15,MARKET_RATE
10111,高雄銀行,本國銀行,對中小企業,40752000000,LN_SME
10111,高雄銀行,本國銀行,佔放款%,26.53,LN_SME_RATE
10111,高雄銀行,本國銀行,市佔率,0.93,MARKET_RATE
10111,兆豐國際商業銀行,本國銀行,對中小企業,291660000000,LN_SME
10111,兆豐國際商業銀行,本國銀行,佔放款%,28.67,LN_SME_RATE
10111,兆豐國際商業銀行,本國銀行,市佔率,6.63,MARKET_RATE
10111,花旗,本國銀行,對中小企業,7506000000,LN_SME
10111,花旗,本國銀行,佔放款%,4.64,LN_SME_RATE
10111,花旗,本國銀行,市佔率,0.17,MARKET_RATE
10111,中華開發工業銀行,本國銀行,對中小企業,138000000,LN_SME
10111,中華開發工業銀行,本國銀行,佔放款%,0.23,LN_SME_RATE
10111,中華開發工業銀行,本國銀行,市佔率,0.0,MARKET_RATE
10111,臺灣工業銀行,本國銀行,對中小企業,1969000000,LN_SME
10111,臺灣工業銀行,本國銀行,佔放款%,3.06,LN_SME_RATE
10111,臺灣工業銀行,本國銀行,市佔率,0.04,MARKET_RATE
10111,匯豐,本國銀行,對中小企業,3272000000,LN_SME
10111,匯豐,本國銀行,佔放款%,1.88,LN_SME_RATE
10111,匯豐,本國銀行,市佔率,0.07,MARKET_RATE
10111,大台北商業銀行,本國銀行,對中小企業,3112000000,LN_SME
10111,大台北商業銀行,本國銀行,佔放款%,8.82,LN_SME_RATE
10111,大台北商業銀行,本國銀行,市佔率,0.07,MARKET_RATE
