年月,銀行,銀行類別,項目,數值,欄位名稱
10108,總計,全體總和,對中小企業,4325553000000,LN_SME
10108,總計,全體總和,佔放款%,21.72,LN_SME_RATE
10108,總計,全體總和,市佔率,100.0,MARKET_RATE
10108,臺灣銀行,本國銀行,對中小企業,283867000000,LN_SME
10108,臺灣銀行,本國銀行,佔放款%,13.95,LN_SME_RATE
10108,臺灣銀行,本國銀行,市佔率,6.56,MARKET_RATE
10108,臺灣土地銀行,本國銀行,對中小企業,315714000000,LN_SME
10108,臺灣土地銀行,本國銀行,佔放款%,18.68,LN_SME_RATE
10108,臺灣土地銀行,本國銀行,市佔率,7.3,MARKET_RATE
10108,合作金庫商業銀行,本國銀行,對中小企業,475180000000,LN_SME
10108,合作金庫商業銀行,本國銀行,佔放款%,27.34,LN_SME_RATE
10108,合作金庫商業銀行,本國銀行,市佔率,10.99,MARKET_RATE
10108,第一商業銀行,本國銀行,對中小企業,513983000000,LN_SME
10108,第一商業銀行,本國銀行,佔放款%,42.23,LN_SME_RATE
10108,第一商業銀行,本國銀行,市佔率,11.88,MARKET_RATE
10108,華南商業銀行,本國銀行,對中小企業,356134000000,LN_SME
10108,華南商業銀行,本國銀行,佔放款%,29.26,LN_SME_RATE
10108,華南商業銀行,本國銀行,市佔率,8.23,MARKET_RATE
10108,彰化商業銀行,本國銀行,對中小企業,305991000000,LN_SME
10108,彰化商業銀行,本國銀行,佔放款%,29.56,LN_SME_RATE
10108,彰化商業銀行,本國銀行,市佔率,7.07,MARKET_RATE
10108,上海商業儲蓄銀行,本國銀行,對中小企業,128236000000,LN_SME
10108,上海商業儲蓄銀行,本國銀行,佔放款%,36.99,LN_SME_RATE
10108,上海商業儲蓄銀行,本國銀行,市佔率,2.96,MARKET_RATE
10108,台北富邦銀行,本國銀行,對中小企業,81740000000,LN_SME
10108,台北富邦銀行,本國銀行,佔放款%,9.0,LN_SME_RATE
10108,台北富邦銀行,本國銀行,市佔率,1.89,MARKET_RATE
10108,國泰世華商業銀行,本國銀行,對中小企業,110406000000,LN_SME
10108,國泰世華商業銀行,本國銀行,佔放款%,13.03,LN_SME_RATE
10108,國泰世華商業銀行,本國銀行,市佔率,2.55,MARKET_RATE
10108,中國輸出入銀行,本國銀行,對中小企業,6077000000,LN_SME
10108,中國輸出入銀行,本國銀行,佔放款%,11.6,LN_SME_RATE
10108,中國輸出入銀行,本國銀行,市佔率,0.14,MARKET_RATE
10108,高雄銀行,本國銀行,對中小企業,40491000000,LN_SME
10108,高雄銀行,本國銀行,佔放款%,26.05,LN_SME_RATE
10108,高雄銀行,本國銀行,市佔率,0.94,MARKET_RATE
10108,兆豐國際商業銀行,本國銀行,對中小企業,285943000000,LN_SME
10108,兆豐國際商業銀行,本國銀行,佔放款%,27.95,LN_SME_RATE
10108,兆豐國際商業銀行,本國銀行,市佔率,6.61,MARKET_RATE
10108,花旗,本國銀行,對中小企業,7449000000,LN_SME
10108,花旗,本國銀行,佔放款%,4.24,LN_SME_RATE
10108,花旗,本國銀行,市佔率,0.17,MARKET_RATE
10108,中華開發工業銀行,本國銀行,對中小企業,160000000,LN_SME
10108,中華開發工業銀行,本國銀行,佔放款%,0.26,LN_SME_RATE
10108,中華開發工業銀行,本國銀行,市佔率,0.0,MARKET_RATE
10108,臺灣工業銀行,本國銀行,對中小企業,2028000000,LN_SME
10108,臺灣工業銀行,本國銀行,佔放款%,3.28,LN_SME_RATE
10108,臺灣工業銀行,本國銀行,市佔率,0.05,MARKET_RATE
10108,匯豐,本國銀行,對中小企業,2995000000,LN_SME
10108,匯豐,本國銀行,佔放款%,1.92,LN_SME_RATE
10108,匯豐,本國銀行,市佔率,0.07,MARKET_RATE
10108,大台北商業銀行,本國銀行,對中小企業,3122000000,LN_SME
10108,大台北商業銀行,本國銀行,佔放款%,9.28,LN_SME_RATE
10108,大台北商業銀行,本國銀行,市佔率,0.07,MARKET_RATE
10108,華泰商業銀行,本國銀行,對中小企業,29459000000,LN_SME
10108,華泰商業銀行,本國銀行,佔放款%,33.1,LN_SME_RATE
10108,華泰商業銀行,本國銀行,市佔率,0.68,MARKET_RATE
10108,臺灣新光商業銀行,本國銀行,對中小企業,98177000000,LN_SME
10108,臺灣新光商業銀行,本國銀行,佔放款%,26.0,LN_SME_RATE
10108,臺灣新光商業銀行,本國銀行,市佔率,2.27,MARKET_RATE
10108,陽信商業銀行,本國銀行,對中小企業,48933000000,LN_SME
10108,陽信商業銀行,本國銀行,佔放款%,26.74,LN_SME_RATE
10108,陽信商業銀行,本國銀行,市佔率,1.13,MARKET_RATE
10108,板信商業銀行,本國銀行,對中小企業,22127000000,LN_SME
10108,板信商業銀行,本國銀行,佔放款%,22.12,LN_SME_RATE
10108,板信商業銀行,本國銀行,市佔率,0.51,MARKET_RATE
10108,三信商業銀行,本國銀行,對中小企業,15389000000,LN_SME
10108,三信商業銀行,本國銀行,佔放款%,17.33,LN_SME_RATE
10108,三信商業銀行,本國銀行,市佔率,0.36,MARKET_RATE
10108,聯邦商業銀行,本國銀行,對中小企業,29562000000,LN_SME
10108,聯邦商業銀行,本國銀行,佔放款%,14.79,LN_SME_RATE
10108,聯邦商業銀行,本國銀行,市佔率,0.68,MARKET_RATE
10108,遠東國際商業銀行,本國銀行,對中小企業,11246000000,LN_SME
10108,遠東國際商業銀行,本國銀行,佔放款%,4.41,LN_SME_RATE
10108,遠東國際商業銀行,本國銀行,市佔率,0.26,MARKET_RATE
10108,元大商業銀行,本國銀行,對中小企業,81599000000,LN_SME
10108,元大商業銀行,本國銀行,佔放款%,24.58,LN_SME_RATE
10108,元大商業銀行,本國銀行,市佔率,1.89,MARKET_RATE
10108,永豐商業銀行,本國銀行,對中小企業,102678000000,LN_SME
10108,永豐商業銀行,本國銀行,佔放款%,16.84,LN_SME_RATE
10108,永豐商業銀行,本國銀行,市佔率,2.37,MARKET_RATE
10108,玉山商業銀行,本國銀行,對中小企業,179806000000,LN_SME
10108,玉山商業銀行,本國銀行,佔放款%,27.58,LN_SME_RATE
10108,玉山商業銀行,本國銀行,市佔率,4.16,MARKET_RATE
10108,萬泰商業銀行,本國銀行,對中小企業,14776000000,LN_SME
10108,萬泰商業銀行,本國銀行,佔放款%,17.07,LN_SME_RATE
10108,萬泰商業銀行,本國銀行,市佔率,0.34,MARKET_RATE
10108,星展,本國銀行,對中小企業,22342000000,LN_SME
10108,星展,本國銀行,佔放款%,15.04,LN_SME_RATE
10108,星展,本國銀行,市佔率,0.52,MARKET_RATE
10108,台新國際商業銀行,本國銀行,對中小企業,60765000000,LN_SME
10108,台新國際商業銀行,本國銀行,佔放款%,10.81,LN_SME_RATE
10108,台新國際商業銀行,本國銀行,市佔率,1.4,MARKET_RATE
10108,大眾商業銀行,本國銀行,對中小企業,11713000000,LN_SME
10108,大眾商業銀行,本國銀行,佔放款%,4.93,LN_SME_RATE
10108,大眾商業銀行,本國銀行,市佔率,0.27,MARKET_RATE
10108,日盛國際商業銀行,本國銀行,對中小企業,13791000000,LN_SME
10108,日盛國際商業銀行,本國銀行,佔放款%,11.98,LN_SME_RATE
10108,日盛國際商業銀行,本國銀行,市佔率,0.32,MARKET_RATE
10108,安泰商業銀行,本國銀行,對中小企業,50944000000,LN_SME
10108,安泰商業銀行,本國銀行,佔放款%,26.5,LN_SME_RATE
10108,安泰商業銀行,本國銀行,市佔率,1.18,MARKET_RATE
10108,中國信託商業銀行,本國銀行,對中小企業,81744000000,LN_SME
10108,中國信託商業銀行,本國銀行,佔放款%,9.5,LN_SME_RATE
10108,中國信託商業銀行,本國銀行,市佔率,1.89,MARKET_RATE
10108,臺灣中小企業銀行,本國銀行,對中小企業,354556000000,LN_SME
10108,臺灣中小企業銀行,本國銀行,佔放款%,40.78,LN_SME_RATE
