年月,銀行,銀行類別,項目,數值,欄位名稱
9808,總計,全體總和,對中小企業,3028364000000,LN_SME
9808,總計,全體總和,佔放款%,17.66,LN_SME_RATE
9808,總計,全體總和,市佔率,100.0,MARKET_RATE
9808,臺灣銀行,本國銀行,對中小企業,217753000000,LN_SME
9808,臺灣銀行,本國銀行,佔放款%,11.31,LN_SME_RATE
9808,臺灣銀行,本國銀行,市佔率,7.19,MARKET_RATE
9808,臺灣土地銀行,本國銀行,對中小企業,201754000000,LN_SME
9808,臺灣土地銀行,本國銀行,佔放款%,13.31,LN_SME_RATE
9808,臺灣土地銀行,本國銀行,市佔率,6.66,MARKET_RATE
9808,合作金庫商業銀行,本國銀行,對中小企業,387246000000,LN_SME
9808,合作金庫商業銀行,本國銀行,佔放款%,22.52,LN_SME_RATE
9808,合作金庫商業銀行,本國銀行,市佔率,12.79,MARKET_RATE
9808,第一商業銀行,本國銀行,對中小企業,323602000000,LN_SME
9808,第一商業銀行,本國銀行,佔放款%,32.24,LN_SME_RATE
9808,第一商業銀行,本國銀行,市佔率,10.69,MARKET_RATE
9808,華南商業銀行,本國銀行,對中小企業,271042000000,LN_SME
9808,華南商業銀行,本國銀行,佔放款%,27.04,LN_SME_RATE
9808,華南商業銀行,本國銀行,市佔率,8.95,MARKET_RATE
9808,彰化商業銀行,本國銀行,對中小企業,213648000000,LN_SME
9808,彰化商業銀行,本國銀行,佔放款%,24.6,LN_SME_RATE
9808,彰化商業銀行,本國銀行,市佔率,7.05,MARKET_RATE
9808,上海商業儲蓄銀行,本國銀行,對中小企業,73016000000,LN_SME
9808,上海商業儲蓄銀行,本國銀行,佔放款%,28.19,LN_SME_RATE
9808,上海商業儲蓄銀行,本國銀行,市佔率,2.41,MARKET_RATE
9808,台北富邦銀行,本國銀行,對中小企業,71069000000,LN_SME
9808,台北富邦銀行,本國銀行,佔放款%,9.52,LN_SME_RATE
9808,台北富邦銀行,本國銀行,市佔率,2.35,MARKET_RATE
9808,國泰世華商業銀行,本國銀行,對中小企業,76741000000,LN_SME
9808,國泰世華商業銀行,本國銀行,佔放款%,10.96,LN_SME_RATE
9808,國泰世華商業銀行,本國銀行,市佔率,2.53,MARKET_RATE
9808,中國輸出入銀行,本國銀行,對中小企業,4351000000,LN_SME
9808,中國輸出入銀行,本國銀行,佔放款%,10.09,LN_SME_RATE
9808,中國輸出入銀行,本國銀行,市佔率,0.14,MARKET_RATE
9808,高雄銀行,本國銀行,對中小企業,24128000000,LN_SME
9808,高雄銀行,本國銀行,佔放款%,19.29,LN_SME_RATE
9808,高雄銀行,本國銀行,市佔率,0.8,MARKET_RATE
