年月,銀行,銀行類別,項目,數值,欄位名稱
10303,總計,全體總和,對中小企業,4810106000000,LN_SME
10303,總計,全體總和,佔放款%,22.86,LN_SME_RATE
10303,總計,全體總和,市佔率,100.0,MARKET_RATE
10303,臺灣銀行,本國銀行,對中小企業,332432000000,LN_SME
10303,臺灣銀行,本國銀行,佔放款%,15.28,LN_SME_RATE
10303,臺灣銀行,本國銀行,市佔率,6.91,MARKET_RATE
10303,臺灣土地銀行,本國銀行,對中小企業,324337000000,LN_SME
10303,臺灣土地銀行,本國銀行,佔放款%,18.85,LN_SME_RATE
10303,臺灣土地銀行,本國銀行,市佔率,6.74,MARKET_RATE
10303,合作金庫商業銀行,本國銀行,對中小企業,510649000000,LN_SME
10303,合作金庫商業銀行,本國銀行,佔放款%,29.23,LN_SME_RATE
10303,合作金庫商業銀行,本國銀行,市佔率,10.62,MARKET_RATE
10303,第一商業銀行,本國銀行,對中小企業,538798000000,LN_SME
10303,第一商業銀行,本國銀行,佔放款%,43.93,LN_SME_RATE
10303,第一商業銀行,本國銀行,市佔率,11.2,MARKET_RATE
10303,華南商業銀行,本國銀行,對中小企業,378626000000,LN_SME
10303,華南商業銀行,本國銀行,佔放款%,30.26,LN_SME_RATE
10303,華南商業銀行,本國銀行,市佔率,7.87,MARKET_RATE
10303,彰化商業銀行,本國銀行,對中小企業,318714000000,LN_SME
10303,彰化商業銀行,本國銀行,佔放款%,30.62,LN_SME_RATE
10303,彰化商業銀行,本國銀行,市佔率,6.63,MARKET_RATE
10303,上海商業儲蓄銀行,本國銀行,對中小企業,150820000000,LN_SME
10303,上海商業儲蓄銀行,本國銀行,佔放款%,37.67,LN_SME_RATE
10303,上海商業儲蓄銀行,本國銀行,市佔率,3.14,MARKET_RATE
10303,台北富邦銀行,本國銀行,對中小企業,83288000000,LN_SME
10303,台北富邦銀行,本國銀行,佔放款%,8.8,LN_SME_RATE
10303,台北富邦銀行,本國銀行,市佔率,1.73,MARKET_RATE
10303,國泰世華商業銀行,本國銀行,對中小企業,109745000000,LN_SME
10303,國泰世華商業銀行,本國銀行,佔放款%,12.15,LN_SME_RATE
10303,國泰世華商業銀行,本國銀行,市佔率,2.28,MARKET_RATE
10303,中國輸出入銀行,本國銀行,對中小企業,6958000000,LN_SME
10303,中國輸出入銀行,本國銀行,佔放款%,13.01,LN_SME_RATE
10303,中國輸出入銀行,本國銀行,市佔率,0.14,MARKET_RATE
10303,高雄銀行,本國銀行,對中小企業,46648000000,LN_SME
10303,高雄銀行,本國銀行,佔放款%,29.54,LN_SME_RATE
10303,高雄銀行,本國銀行,市佔率,0.97,MARKET_RATE
10303,兆豐國際商業銀行,本國銀行,對中小企業,330071000000,LN_SME
10303,兆豐國際商業銀行,本國銀行,佔放款%,30.04,LN_SME_RATE
10303,兆豐國際商業銀行,本國銀行,市佔率,6.86,MARKET_RATE
10303,花旗,本國銀行,對中小企業,6258000000,LN_SME
10303,花旗,本國銀行,佔放款%,3.4,LN_SME_RATE
10303,花旗,本國銀行,市佔率,0.13,MARKET_RATE
10303,澳盛,本國銀行,對中小企業,1520000000,LN_SME
10303,澳盛,本國銀行,佔放款%,1.56,LN_SME_RATE
10303,澳盛,本國銀行,市佔率,0.03,MARKET_RATE
10303,中華開發工業銀行,本國銀行,對中小企業,603000000,LN_SME
10303,中華開發工業銀行,本國銀行,佔放款%,0.89,LN_SME_RATE
10303,中華開發工業銀行,本國銀行,市佔率,0.01,MARKET_RATE
10303,臺灣工業銀行,本國銀行,對中小企業,2803000000,LN_SME
10303,臺灣工業銀行,本國銀行,佔放款%,3.58,LN_SME_RATE
10303,臺灣工業銀行,本國銀行,市佔率,0.06,MARKET_RATE
10303,臺灣中小企業銀行,本國銀行,對中小企業,396437000000,LN_SME
10303,臺灣中小企業銀行,本國銀行,佔放款%,44.63,LN_SME_RATE
10303,臺灣中小企業銀行,本國銀行,市佔率,8.24,MARKET_RATE
10303,渣打國際商業銀行,本國銀行,對中小企業,19412000000,LN_SME
10303,渣打國際商業銀行,本國銀行,佔放款%,6.71,LN_SME_RATE
10303,渣打國際商業銀行,本國銀行,市佔率,0.4,MARKET_RATE
10303,台中商業銀行,本國銀行,對中小企業,149557000000,LN_SME
10303,台中商業銀行,本國銀行,佔放款%,42.79,LN_SME_RATE
10303,台中商業銀行,本國銀行,市佔率,3.11,MARKET_RATE
10303,京城商業銀行,本國銀行,對中小企業,29693000000,LN_SME
10303,京城商業銀行,本國銀行,佔放款%,27.46,LN_SME_RATE
10303,京城商業銀行,本國銀行,市佔率,0.62,MARKET_RATE
10303,匯豐,本國銀行,對中小企業,2217000000,LN_SME
10303,匯豐,本國銀行,佔放款%,1.21,LN_SME_RATE
10303,匯豐,本國銀行,市佔率,0.05,MARKET_RATE
10303,瑞興商業銀行,本國銀行,對中小企業,4175000000,LN_SME
10303,瑞興商業銀行,本國銀行,佔放款%,10.53,LN_SME_RATE
10303,瑞興商業銀行,本國銀行,市佔率,0.09,MARKET_RATE
10303,華泰商業銀行,本國銀行,對中小企業,23370000000,LN_SME
10303,華泰商業銀行,本國銀行,佔放款%,32.6,LN_SME_RATE
10303,華泰商業銀行,本國銀行,市佔率,0.49,MARKET_RATE
10303,臺灣新光商業銀行,本國銀行,對中小企業,120216000000,LN_SME
10303,臺灣新光商業銀行,本國銀行,佔放款%,28.44,LN_SME_RATE
10303,臺灣新光商業銀行,本國銀行,市佔率,2.5,MARKET_RATE
10303,陽信商業銀行,本國銀行,對中小企業,62013000000,LN_SME
10303,陽信商業銀行,本國銀行,佔放款%,31.2,LN_SME_RATE
10303,陽信商業銀行,本國銀行,市佔率,1.29,MARKET_RATE
10303,板信商業銀行,本國銀行,對中小企業,32969000000,LN_SME
10303,板信商業銀行,本國銀行,佔放款%,31.59,LN_SME_RATE
10303,板信商業銀行,本國銀行,市佔率,0.69,MARKET_RATE
10303,三信商業銀行,本國銀行,對中小企業,18183000000,LN_SME
10303,三信商業銀行,本國銀行,佔放款%,18.67,LN_SME_RATE
10303,三信商業銀行,本國銀行,市佔率,0.38,MARKET_RATE
10303,聯邦商業銀行,本國銀行,對中小企業,35752000000,LN_SME
10303,聯邦商業銀行,本國銀行,佔放款%,14.85,LN_SME_RATE
10303,聯邦商業銀行,本國銀行,市佔率,0.74,MARKET_RATE
10303,遠東國際商業銀行,本國銀行,對中小企業,17452000000,LN_SME
10303,遠東國際商業銀行,本國銀行,佔放款%,6.17,LN_SME_RATE
10303,遠東國際商業銀行,本國銀行,市佔率,0.36,MARKET_RATE
10303,元大商業銀行,本國銀行,對中小企業,87095000000,LN_SME
10303,元大商業銀行,本國銀行,佔放款%,24.19,LN_SME_RATE
10303,元大商業銀行,本國銀行,市佔率,1.81,MARKET_RATE
10303,永豐商業銀行,本國銀行,對中小企業,120534000000,LN_SME
10303,永豐商業銀行,本國銀行,佔放款%,19.49,LN_SME_RATE
10303,永豐商業銀行,本國銀行,市佔率,2.51,MARKET_RATE
10303,玉山商業銀行,本國銀行,對中小企業,217712000000,LN_SME
10303,玉山商業銀行,本國銀行,佔放款%,29.57,LN_SME_RATE
