年月,銀行,銀行類別,項目,數值,欄位名稱
10205,總計,全體總和,對中小企業,4543557000000,LN_SME
10205,總計,全體總和,佔放款%,22.52,LN_SME_RATE
10205,總計,全體總和,市佔率,100.0,MARKET_RATE
10205,臺灣銀行,本國銀行,對中小企業,307243000000,LN_SME
10205,臺灣銀行,本國銀行,佔放款%,15.13,LN_SME_RATE
10205,臺灣銀行,本國銀行,市佔率,6.76,MARKET_RATE
10205,臺灣土地銀行,本國銀行,對中小企業,315200000000,LN_SME
10205,臺灣土地銀行,本國銀行,佔放款%,18.57,LN_SME_RATE
10205,臺灣土地銀行,本國銀行,市佔率,6.94,MARKET_RATE
10205,合作金庫商業銀行,本國銀行,對中小企業,481069000000,LN_SME
10205,合作金庫商業銀行,本國銀行,佔放款%,29.3,LN_SME_RATE
10205,合作金庫商業銀行,本國銀行,市佔率,10.59,MARKET_RATE
10205,第一商業銀行,本國銀行,對中小企業,525191000000,LN_SME
10205,第一商業銀行,本國銀行,佔放款%,42.4,LN_SME_RATE
10205,第一商業銀行,本國銀行,市佔率,11.56,MARKET_RATE
10205,華南商業銀行,本國銀行,對中小企業,367570000000,LN_SME
10205,華南商業銀行,本國銀行,佔放款%,30.36,LN_SME_RATE
10205,華南商業銀行,本國銀行,市佔率,8.09,MARKET_RATE
10205,彰化商業銀行,本國銀行,對中小企業,300257000000,LN_SME
10205,彰化商業銀行,本國銀行,佔放款%,30.01,LN_SME_RATE
10205,彰化商業銀行,本國銀行,市佔率,6.61,MARKET_RATE
10205,上海商業儲蓄銀行,本國銀行,對中小企業,141776000000,LN_SME
10205,上海商業儲蓄銀行,本國銀行,佔放款%,37.56,LN_SME_RATE
10205,上海商業儲蓄銀行,本國銀行,市佔率,3.12,MARKET_RATE
10205,台北富邦銀行,本國銀行,對中小企業,88063000000,LN_SME
10205,台北富邦銀行,本國銀行,佔放款%,9.47,LN_SME_RATE
10205,台北富邦銀行,本國銀行,市佔率,1.94,MARKET_RATE
10205,國泰世華商業銀行,本國銀行,對中小企業,106398000000,LN_SME
10205,國泰世華商業銀行,本國銀行,佔放款%,12.77,LN_SME_RATE
10205,國泰世華商業銀行,本國銀行,市佔率,2.34,MARKET_RATE
10205,中國輸出入銀行,本國銀行,對中小企業,7219000000,LN_SME
10205,中國輸出入銀行,本國銀行,佔放款%,14.66,LN_SME_RATE
10205,中國輸出入銀行,本國銀行,市佔率,0.16,MARKET_RATE
10205,高雄銀行,本國銀行,對中小企業,45176000000,LN_SME
10205,高雄銀行,本國銀行,佔放款%,28.7,LN_SME_RATE
10205,高雄銀行,本國銀行,市佔率,0.99,MARKET_RATE
10205,兆豐國際商業銀行,本國銀行,對中小企業,294106000000,LN_SME
10205,兆豐國際商業銀行,本國銀行,佔放款%,29.08,LN_SME_RATE
10205,兆豐國際商業銀行,本國銀行,市佔率,6.47,MARKET_RATE
10205,花旗,本國銀行,對中小企業,7977000000,LN_SME
10205,花旗,本國銀行,佔放款%,4.54,LN_SME_RATE
10205,花旗,本國銀行,市佔率,0.18,MARKET_RATE
10205,澳盛,本國銀行,對中小企業,1695000000,LN_SME
10205,澳盛,本國銀行,佔放款%,1.79,LN_SME_RATE
10205,澳盛,本國銀行,市佔率,0.04,MARKET_RATE
10205,中華開發工業銀行,本國銀行,對中小企業,347000000,LN_SME
10205,中華開發工業銀行,本國銀行,佔放款%,0.59,LN_SME_RATE
10205,中華開發工業銀行,本國銀行,市佔率,0.01,MARKET_RATE
10205,臺灣工業銀行,本國銀行,對中小企業,2029000000,LN_SME
10205,臺灣工業銀行,本國銀行,佔放款%,3.23,LN_SME_RATE
10205,臺灣工業銀行,本國銀行,市佔率,0.04,MARKET_RATE
10205,匯豐,本國銀行,對中小企業,2619000000,LN_SME
10205,匯豐,本國銀行,佔放款%,1.51,LN_SME_RATE
10205,匯豐,本國銀行,市佔率,0.06,MARKET_RATE
10205,大台北商業銀行,本國銀行,對中小企業,3392000000,LN_SME
10205,大台北商業銀行,本國銀行,佔放款%,9.31,LN_SME_RATE
10205,大台北商業銀行,本國銀行,市佔率,0.07,MARKET_RATE
10205,華泰商業銀行,本國銀行,對中小企業,26762000000,LN_SME
10205,華泰商業銀行,本國銀行,佔放款%,33.01,LN_SME_RATE
10205,華泰商業銀行,本國銀行,市佔率,0.59,MARKET_RATE
10205,臺灣新光商業銀行,本國銀行,對中小企業,110468000000,LN_SME
10205,臺灣新光商業銀行,本國銀行,佔放款%,28.25,LN_SME_RATE
10205,臺灣新光商業銀行,本國銀行,市佔率,2.43,MARKET_RATE
10205,陽信商業銀行,本國銀行,對中小企業,59315000000,LN_SME
10205,陽信商業銀行,本國銀行,佔放款%,31.09,LN_SME_RATE
10205,陽信商業銀行,本國銀行,市佔率,1.31,MARKET_RATE
10205,板信商業銀行,本國銀行,對中小企業,21671000000,LN_SME
10205,板信商業銀行,本國銀行,佔放款%,23.28,LN_SME_RATE
10205,板信商業銀行,本國銀行,市佔率,0.48,MARKET_RATE
10205,三信商業銀行,本國銀行,對中小企業,17217000000,LN_SME
10205,三信商業銀行,本國銀行,佔放款%,18.67,LN_SME_RATE
10205,三信商業銀行,本國銀行,市佔率,0.38,MARKET_RATE
10205,聯邦商業銀行,本國銀行,對中小企業,32676000000,LN_SME
10205,聯邦商業銀行,本國銀行,佔放款%,15.01,LN_SME_RATE
10205,聯邦商業銀行,本國銀行,市佔率,0.72,MARKET_RATE
10205,遠東國際商業銀行,本國銀行,對中小企業,15098000000,LN_SME
10205,遠東國際商業銀行,本國銀行,佔放款%,5.4,LN_SME_RATE
10205,遠東國際商業銀行,本國銀行,市佔率,0.33,MARKET_RATE
10205,元大商業銀行,本國銀行,對中小企業,79609000000,LN_SME
10205,元大商業銀行,本國銀行,佔放款%,23.56,LN_SME_RATE
10205,元大商業銀行,本國銀行,市佔率,1.75,MARKET_RATE
10205,永豐商業銀行,本國銀行,對中小企業,116354000000,LN_SME
10205,永豐商業銀行,本國銀行,佔放款%,18.92,LN_SME_RATE
10205,永豐商業銀行,本國銀行,市佔率,2.56,MARKET_RATE
10205,玉山商業銀行,本國銀行,對中小企業,200089000000,LN_SME
10205,玉山商業銀行,本國銀行,佔放款%,28.34,LN_SME_RATE
10205,玉山商業銀行,本國銀行,市佔率,4.4,MARKET_RATE
10205,萬泰商業銀行,本國銀行,對中小企業,15354000000,LN_SME
10205,萬泰商業銀行,本國銀行,佔放款%,17.28,LN_SME_RATE
10205,萬泰商業銀行,本國銀行,市佔率,0.34,MARKET_RATE
10205,星展,本國銀行,對中小企業,21784000000,LN_SME
10205,星展,本國銀行,佔放款%,13.96,LN_SME_RATE
10205,星展,本國銀行,市佔率,0.48,MARKET_RATE
10205,台新國際商業銀行,本國銀行,對中小企業,68395000000,LN_SME
10205,台新國際商業銀行,本國銀行,佔放款%,11.63,LN_SME_RATE
10205,台新國際商業銀行,本國銀行,市佔率,1.51,MARKET_RATE
10205,大眾商業銀行,本國銀行,對中小企業,21935000000,LN_SME
10205,大眾商業銀行,本國銀行,佔放款%,9.65,LN_SME_RATE
10205,大眾商業銀行,本國銀行,市佔率,0.48,MARKET_RATE
10205,日盛國際商業銀行,本國銀行,對中小企業,17192000000,LN_SME
10205,日盛國際商業銀行,本國銀行,佔放款%,14.77,LN_SME_RATE
10205,日盛國際商業銀行,本國銀行,市佔率,0.38,MARKET_RATE
10205,安泰商業銀行,本國銀行,對中小企業,50028000000,LN_SME
10205,安泰商業銀行,本國銀行,佔放款%,25.21,LN_SME_RATE
10205,安泰商業銀行,本國銀行,市佔率,1.1,MARKET_RATE
10205,中國信託商業銀行,本國銀行,對中小企業,103118000000,LN_SME
10205,中國信託商業銀行,本國銀行,佔放款%,10.99,LN_SME_RATE
10205,中國信託商業銀行,本國銀行,市佔率,2.27,MARKET_RATE
10205,臺灣中小企業銀行,本國銀行,對中小企業,372765000000,LN_SME
10205,臺灣中小企業銀行,本國銀行,佔放款%,41.44,LN_SME_RATE
10205,臺灣中小企業銀行,本國銀行,市佔率,8.2,MARKET_RATE
10205,渣打國際商業銀行,本國銀行,對中小企業,20252000000,LN_SME
10205,渣打國際商業銀行,本國銀行,佔放款%,6.86,LN_SME_RATE
10205,渣打國際商業銀行,本國銀行,市佔率,0.45,MARKET_RATE
10205,台中商業銀行,本國銀行,對中小企業,136199000000,LN_SME
10205,台中商業銀行,本國銀行,佔放款%,41.48,LN_SME_RATE
10205,台中商業銀行,本國銀行,市佔率,3.0,MARKET_RATE
10205,京城商業銀行,本國銀行,對中小企業,24651000000,LN_SME
10205,京城商業銀行,本國銀行,佔放款%,25.69,LN_SME_RATE
10205,京城商業銀行,本國銀行,市佔率,0.54,MARKET_RATE
10205,小計,外國銀行在台分行,對中小企業,15294000000,LN_SME
10205,小計,外國銀行在台分行,佔放款%,3.38,LN_SME_RATE
10205,小計,外國銀行在台分行,市佔率,0.34,MARKET_RATE
10205,大陸地區銀行在臺分行,本國銀行,對中小企業,5000000,LN_SME
10205,大陸地區銀行在臺分行,本國銀行,佔放款%,0.31,LN_SME_RATE
10205,大陸地區銀行在臺分行,本國銀行,市佔率,0.0,MARKET_RATE
