年月,銀行,銀行類別,項目,數值,欄位名稱
9706,總計,全體總和,對中小企業,3191146000000,LN_SME
9706,總計,全體總和,佔放款%,18.48,LN_SME_RATE
9706,總計,全體總和,市佔率,100.0,MARKET_RATE
9706,中央信託局,本國銀行,對中小企業,0,LN_SME
9706,中央信託局,本國銀行,佔放款%,0.0,LN_SME_RATE
9706,中央信託局,本國銀行,市佔率,0.0,MARKET_RATE
9706,臺灣銀行,本國銀行,對中小企業,209538000000,LN_SME
9706,臺灣銀行,本國銀行,佔放款%,11.31,LN_SME_RATE
9706,臺灣銀行,本國銀行,市佔率,6.57,MARKET_RATE
9706,臺灣土地銀行,本國銀行,對中小企業,178521000000,LN_SME
9706,臺灣土地銀行,本國銀行,佔放款%,12.29,LN_SME_RATE
9706,臺灣土地銀行,本國銀行,市佔率,5.59,MARKET_RATE
9706,合作金庫商業銀行,本國銀行,對中小企業,372027000000,LN_SME
9706,合作金庫商業銀行,本國銀行,佔放款%,21.88,LN_SME_RATE
9706,合作金庫商業銀行,本國銀行,市佔率,11.66,MARKET_RATE
9706,第一商業銀行,本國銀行,對中小企業,342259000000,LN_SME
9706,第一商業銀行,本國銀行,佔放款%,36.24,LN_SME_RATE
9706,第一商業銀行,本國銀行,市佔率,10.73,MARKET_RATE
9706,華南商業銀行,本國銀行,對中小企業,292517000000,LN_SME
9706,華南商業銀行,本國銀行,佔放款%,28.64,LN_SME_RATE
9706,華南商業銀行,本國銀行,市佔率,9.17,MARKET_RATE
9706,彰化商業銀行,本國銀行,對中小企業,218529000000,LN_SME
9706,彰化商業銀行,本國銀行,佔放款%,25.98,LN_SME_RATE
9706,彰化商業銀行,本國銀行,市佔率,6.85,MARKET_RATE
9706,花旗,本國銀行,對中小企業,23936000000,LN_SME
9706,花旗,本國銀行,佔放款%,25.91,LN_SME_RATE
9706,花旗,本國銀行,市佔率,0.75,MARKET_RATE
9706,上海商業儲蓄銀行,本國銀行,對中小企業,71415000000,LN_SME
9706,上海商業儲蓄銀行,本國銀行,佔放款%,28.46,LN_SME_RATE
9706,上海商業儲蓄銀行,本國銀行,市佔率,2.24,MARKET_RATE
9706,台北富邦銀行,本國銀行,對中小企業,80747000000,LN_SME
9706,台北富邦銀行,本國銀行,佔放款%,12.33,LN_SME_RATE
9706,台北富邦銀行,本國銀行,市佔率,2.53,MARKET_RATE
9706,國泰世華商業銀行,本國銀行,對中小企業,77672000000,LN_SME
9706,國泰世華商業銀行,本國銀行,佔放款%,10.5,LN_SME_RATE
9706,國泰世華商業銀行,本國銀行,市佔率,2.43,MARKET_RATE
9706,中國輸出入銀行,本國銀行,對中小企業,4005000000,LN_SME
9706,中國輸出入銀行,本國銀行,佔放款%,12.2,LN_SME_RATE
