年月,銀行,銀行類別,項目,數值,欄位名稱
9803,總計,全體總和,對中小企業,3048748000000,LN_SME
9803,總計,全體總和,佔放款%,17.96,LN_SME_RATE
9803,總計,全體總和,市佔率,100.0,MARKET_RATE
9803,臺灣銀行,本國銀行,對中小企業,218035000000,LN_SME
9803,臺灣銀行,本國銀行,佔放款%,11.53,LN_SME_RATE
9803,臺灣銀行,本國銀行,市佔率,7.15,MARKET_RATE
9803,臺灣土地銀行,本國銀行,對中小企業,188513000000,LN_SME
9803,臺灣土地銀行,本國銀行,佔放款%,12.94,LN_SME_RATE
9803,臺灣土地銀行,本國銀行,市佔率,6.18,MARKET_RATE
9803,合作金庫商業銀行,本國銀行,對中小企業,381475000000,LN_SME
9803,合作金庫商業銀行,本國銀行,佔放款%,22.86,LN_SME_RATE
9803,合作金庫商業銀行,本國銀行,市佔率,12.51,MARKET_RATE
9803,第一商業銀行,本國銀行,對中小企業,323443000000,LN_SME
9803,第一商業銀行,本國銀行,佔放款%,33.16,LN_SME_RATE
9803,第一商業銀行,本國銀行,市佔率,10.61,MARKET_RATE
9803,華南商業銀行,本國銀行,對中小企業,279357000000,LN_SME
9803,華南商業銀行,本國銀行,佔放款%,27.11,LN_SME_RATE
9803,華南商業銀行,本國銀行,市佔率,9.16,MARKET_RATE
9803,彰化商業銀行,本國銀行,對中小企業,211659000000,LN_SME
9803,彰化商業銀行,本國銀行,佔放款%,24.7,LN_SME_RATE
9803,彰化商業銀行,本國銀行,市佔率,6.94,MARKET_RATE
9803,花旗,本國銀行,對中小企業,9045000000,LN_SME
9803,花旗,本國銀行,佔放款%,17.27,LN_SME_RATE
9803,花旗,本國銀行,市佔率,0.3,MARKET_RATE
9803,上海商業儲蓄銀行,本國銀行,對中小企業,69814000000,LN_SME
9803,上海商業儲蓄銀行,本國銀行,佔放款%,28.13,LN_SME_RATE
9803,上海商業儲蓄銀行,本國銀行,市佔率,2.29,MARKET_RATE
9803,台北富邦銀行,本國銀行,對中小企業,74651000000,LN_SME
9803,台北富邦銀行,本國銀行,佔放款%,10.27,LN_SME_RATE
9803,台北富邦銀行,本國銀行,市佔率,2.45,MARKET_RATE
9803,國泰世華商業銀行,本國銀行,對中小企業,81672000000,LN_SME
9803,國泰世華商業銀行,本國銀行,佔放款%,11.69,LN_SME_RATE
