年月,銀行,銀行類別,項目,數值
9608,總計,全體總和,對中小企業,3005621000000
9608,總計,全體總和,佔放款%,17.87
9608,總計,全體總和,市佔率,100.0
9608,中央信託局,本國銀行,對中小企業,0
9608,中央信託局,本國銀行,佔放款%,0.0
9608,中央信託局,本國銀行,市佔率,0.0
9608,交通銀行,本國銀行,對中小企業,0
9608,交通銀行,本國銀行,佔放款%,0.0
9608,交通銀行,本國銀行,市佔率,0.0
9608,臺灣銀行,本國銀行,對中小企業,165221000000
9608,臺灣銀行,本國銀行,佔放款%,9.56
9608,臺灣銀行,本國銀行,市佔率,5.5
9608,臺灣土地銀行,本國銀行,對中小企業,162579000000
9608,臺灣土地銀行,本國銀行,佔放款%,12.15
9608,臺灣土地銀行,本國銀行,市佔率,5.41
9608,合作金庫商業銀行,本國銀行,對中小企業,334213000000
9608,合作金庫商業銀行,本國銀行,佔放款%,19.46
9608,合作金庫商業銀行,本國銀行,市佔率,11.12
9608,第一商業銀行,本國銀行,對中小企業,310577000000
9608,第一商業銀行,本國銀行,佔放款%,34.4
9608,第一商業銀行,本國銀行,市佔率,10.33
9608,華南商業銀行,本國銀行,對中小企業,268462000000
9608,華南商業銀行,本國銀行,佔放款%,26.9
9608,華南商業銀行,本國銀行,市佔率,8.93
9608,彰化商業銀行,本國銀行,對中小企業,211977000000
9608,彰化商業銀行,本國銀行,佔放款%,26.67
9608,彰化商業銀行,本國銀行,市佔率,7.05
9608,華僑商業銀行,本國銀行,對中小企業,32683000000
9608,華僑商業銀行,本國銀行,佔放款%,21.22
9608,華僑商業銀行,本國銀行,市佔率,1.09
9608,上海商業儲蓄銀行,本國銀行,對中小企業,65248000000
9608,上海商業儲蓄銀行,本國銀行,佔放款%,27.43
9608,上海商業儲蓄銀行,本國銀行,市佔率,2.17
9608,台北富邦銀行,本國銀行,對中小企業,77347000000
9608,台北富邦銀行,本國銀行,佔放款%,12.83
9608,台北富邦銀行,本國銀行,市佔率,2.57
9608,國泰世華商業銀行,本國銀行,對中小企業,77978000000
9608,國泰世華商業銀行,本國銀行,佔放款%,11.12
9608,國泰世華商業銀行,本國銀行,市佔率,2.59
9608,中國輸出入銀行,本國銀行,對中小企業,4039000000
9608,中國輸出入銀行,本國銀行,佔放款%,16.29
9608,中國輸出入銀行,本國銀行,市佔率,0.13
9608,高雄銀行,本國銀行,對中小企業,21778000000
