年月,銀行,銀行類別,項目,數值,欄位名稱
10110,總計,全體總和,對中小企業,4364576000000,LN_SME
10110,總計,全體總和,佔放款%,21.82,LN_SME_RATE
10110,總計,全體總和,市佔率,100.0,MARKET_RATE
10110,臺灣銀行,本國銀行,對中小企業,280701000000,LN_SME
10110,臺灣銀行,本國銀行,佔放款%,14.08,LN_SME_RATE
10110,臺灣銀行,本國銀行,市佔率,6.43,MARKET_RATE
10110,臺灣土地銀行,本國銀行,對中小企業,315622000000,LN_SME
10110,臺灣土地銀行,本國銀行,佔放款%,18.34,LN_SME_RATE
10110,臺灣土地銀行,本國銀行,市佔率,7.23,MARKET_RATE
10110,合作金庫商業銀行,本國銀行,對中小企業,472299000000,LN_SME
10110,合作金庫商業銀行,本國銀行,佔放款%,27.6,LN_SME_RATE
10110,合作金庫商業銀行,本國銀行,市佔率,10.82,MARKET_RATE
10110,第一商業銀行,本國銀行,對中小企業,512577000000,LN_SME
10110,第一商業銀行,本國銀行,佔放款%,42.16,LN_SME_RATE
10110,第一商業銀行,本國銀行,市佔率,11.74,MARKET_RATE
10110,華南商業銀行,本國銀行,對中小企業,356605000000,LN_SME
10110,華南商業銀行,本國銀行,佔放款%,29.1,LN_SME_RATE
10110,華南商業銀行,本國銀行,市佔率,8.17,MARKET_RATE
10110,彰化商業銀行,本國銀行,對中小企業,310560000000,LN_SME
10110,彰化商業銀行,本國銀行,佔放款%,29.94,LN_SME_RATE
10110,彰化商業銀行,本國銀行,市佔率,7.12,MARKET_RATE
10110,上海商業儲蓄銀行,本國銀行,對中小企業,132474000000,LN_SME
10110,上海商業儲蓄銀行,本國銀行,佔放款%,37.42,LN_SME_RATE
10110,上海商業儲蓄銀行,本國銀行,市佔率,3.04,MARKET_RATE
10110,台北富邦銀行,本國銀行,對中小企業,79765000000,LN_SME
10110,台北富邦銀行,本國銀行,佔放款%,8.93,LN_SME_RATE
10110,台北富邦銀行,本國銀行,市佔率,1.83,MARKET_RATE
10110,國泰世華商業銀行,本國銀行,對中小企業,110069000000,LN_SME
10110,國泰世華商業銀行,本國銀行,佔放款%,12.85,LN_SME_RATE
10110,國泰世華商業銀行,本國銀行,市佔率,2.52,MARKET_RATE
10110,中國輸出入銀行,本國銀行,對中小企業,6516000000,LN_SME
10110,中國輸出入銀行,本國銀行,佔放款%,12.23,LN_SME_RATE
10110,中國輸出入銀行,本國銀行,市佔率,0.15,MARKET_RATE
10110,高雄銀行,本國銀行,對中小企業,41348000000,LN_SME
10110,高雄銀行,本國銀行,佔放款%,27.76,LN_SME_RATE
10110,高雄銀行,本國銀行,市佔率,0.95,MARKET_RATE
10110,兆豐國際商業銀行,本國銀行,對中小企業,289573000000,LN_SME
10110,兆豐國際商業銀行,本國銀行,佔放款%,28.22,LN_SME_RATE
10110,兆豐國際商業銀行,本國銀行,市佔率,6.63,MARKET_RATE
10110,花旗,本國銀行,對中小企業,7468000000,LN_SME
10110,花旗,本國銀行,佔放款%,4.48,LN_SME_RATE
10110,花旗,本國銀行,市佔率,0.17,MARKET_RATE
10110,中華開發工業銀行,本國銀行,對中小企業,139000000,LN_SME
10110,中華開發工業銀行,本國銀行,佔放款%,0.23,LN_SME_RATE
10110,中華開發工業銀行,本國銀行,市佔率,0.0,MARKET_RATE
10110,臺灣工業銀行,本國銀行,對中小企業,2043000000,LN_SME
10110,臺灣工業銀行,本國銀行,佔放款%,3.19,LN_SME_RATE
10110,臺灣工業銀行,本國銀行,市佔率,0.05,MARKET_RATE
10110,匯豐,本國銀行,對中小企業,3012000000,LN_SME
10110,匯豐,本國銀行,佔放款%,1.84,LN_SME_RATE
10110,匯豐,本國銀行,市佔率,0.07,MARKET_RATE
10110,大台北商業銀行,本國銀行,對中小企業,3075000000,LN_SME
10110,大台北商業銀行,本國銀行,佔放款%,8.87,LN_SME_RATE
10110,大台北商業銀行,本國銀行,市佔率,0.07,MARKET_RATE
10110,華泰商業銀行,本國銀行,對中小企業,28983000000,LN_SME
10110,華泰商業銀行,本國銀行,佔放款%,33.29,LN_SME_RATE
10110,華泰商業銀行,本國銀行,市佔率,0.66,MARKET_RATE
10110,臺灣新光商業銀行,本國銀行,對中小企業,102224000000,LN_SME
10110,臺灣新光商業銀行,本國銀行,佔放款%,26.76,LN_SME_RATE
10110,臺灣新光商業銀行,本國銀行,市佔率,2.34,MARKET_RATE
10110,陽信商業銀行,本國銀行,對中小企業,50055000000,LN_SME
10110,陽信商業銀行,本國銀行,佔放款%,27.07,LN_SME_RATE
10110,陽信商業銀行,本國銀行,市佔率,1.15,MARKET_RATE
10110,板信商業銀行,本國銀行,對中小企業,21672000000,LN_SME
10110,板信商業銀行,本國銀行,佔放款%,22.36,LN_SME_RATE
10110,板信商業銀行,本國銀行,市佔率,0.5,MARKET_RATE
10110,三信商業銀行,本國銀行,對中小企業,15597000000,LN_SME
10110,三信商業銀行,本國銀行,佔放款%,17.59,LN_SME_RATE
10110,三信商業銀行,本國銀行,市佔率,0.36,MARKET_RATE
10110,聯邦商業銀行,本國銀行,對中小企業,30746000000,LN_SME
10110,聯邦商業銀行,本國銀行,佔放款%,15.27,LN_SME_RATE
10110,聯邦商業銀行,本國銀行,市佔率,0.7,MARKET_RATE
10110,遠東國際商業銀行,本國銀行,對中小企業,12462000000,LN_SME
10110,遠東國際商業銀行,本國銀行,佔放款%,4.77,LN_SME_RATE
10110,遠東國際商業銀行,本國銀行,市佔率,0.29,MARKET_RATE
10110,元大商業銀行,本國銀行,對中小企業,79489000000,LN_SME
10110,元大商業銀行,本國銀行,佔放款%,23.57,LN_SME_RATE
10110,元大商業銀行,本國銀行,市佔率,1.82,MARKET_RATE
10110,永豐商業銀行,本國銀行,對中小企業,106640000000,LN_SME
10110,永豐商業銀行,本國銀行,佔放款%,17.15,LN_SME_RATE
10110,永豐商業銀行,本國銀行,市佔率,2.44,MARKET_RATE
10110,玉山商業銀行,本國銀行,對中小企業,183587000000,LN_SME
10110,玉山商業銀行,本國銀行,佔放款%,27.84,LN_SME_RATE
10110,玉山商業銀行,本國銀行,市佔率,4.21,MARKET_RATE
10110,萬泰商業銀行,本國銀行,對中小企業,14557000000,LN_SME
10110,萬泰商業銀行,本國銀行,佔放款%,17.68,LN_SME_RATE
10110,萬泰商業銀行,本國銀行,市佔率,0.33,MARKET_RATE
10110,星展,本國銀行,對中小企業,23575000000,LN_SME
10110,星展,本國銀行,佔放款%,15.45,LN_SME_RATE
10110,星展,本國銀行,市佔率,0.54,MARKET_RATE
10110,台新國際商業銀行,本國銀行,對中小企業,62603000000,LN_SME
10110,台新國際商業銀行,本國銀行,佔放款%,10.9,LN_SME_RATE
10110,台新國際商業銀行,本國銀行,市佔率,1.43,MARKET_RATE
10110,大眾商業銀行,本國銀行,對中小企業,13472000000,LN_SME
10110,大眾商業銀行,本國銀行,佔放款%,5.7,LN_SME_RATE
10110,大眾商業銀行,本國銀行,市佔率,0.31,MARKET_RATE
10110,日盛國際商業銀行,本國銀行,對中小企業,14913000000,LN_SME
10110,日盛國際商業銀行,本國銀行,佔放款%,12.73,LN_SME_RATE
10110,日盛國際商業銀行,本國銀行,市佔率,0.34,MARKET_RATE
10110,安泰商業銀行,本國銀行,對中小企業,50978000000,LN_SME
10110,安泰商業銀行,本國銀行,佔放款%,26.85,LN_SME_RATE
10110,安泰商業銀行,本國銀行,市佔率,1.17,MARKET_RATE
10110,中國信託商業銀行,本國銀行,對中小企業,86078000000,LN_SME
10110,中國信託商業銀行,本國銀行,佔放款%,9.66,LN_SME_RATE
10110,中國信託商業銀行,本國銀行,市佔率,1.97,MARKET_RATE
10110,臺灣中小企業銀行,本國銀行,對中小企業,357342000000,LN_SME
10110,臺灣中小企業銀行,本國銀行,佔放款%,40.76,LN_SME_RATE
10110,臺灣中小企業銀行,本國銀行,市佔率,8.19,MARKET_RATE
10110,渣打國際商業銀行,本國銀行,對中小企業,19860000000,LN_SME
10110,渣打國際商業銀行,本國銀行,佔放款%,6.49,LN_SME_RATE
10110,渣打國際商業銀行,本國銀行,市佔率,0.46,MARKET_RATE
10110,台中商業銀行,本國銀行,對中小企業,121791000000,LN_SME
10110,台中商業銀行,本國銀行,佔放款%,40.01,LN_SME_RATE
10110,台中商業銀行,本國銀行,市佔率,2.79,MARKET_RATE
10110,京城商業銀行,本國銀行,對中小企業,24616000000,LN_SME
10110,京城商業銀行,本國銀行,佔放款%,26.32,LN_SME_RATE
10110,京城商業銀行,本國銀行,市佔率,0.56,MARKET_RATE
10110,小計,外國銀行在台分行,對中小企業,19492000000,LN_SME
10110,小計,外國銀行在台分行,佔放款%,3.64,LN_SME_RATE
10110,小計,外國銀行在台分行,市佔率,0.45,MARKET_RATE
