年月,銀行,銀行類別,項目,數值
9708,總計,全體總和,對中小企業,3167830000000
9708,總計,全體總和,佔放款%,18.3
9708,總計,全體總和,市佔率,100.0
9708,臺灣銀行,本國銀行,對中小企業,210105000000
9708,臺灣銀行,本國銀行,佔放款%,11.2
9708,臺灣銀行,本國銀行,市佔率,6.63
9708,臺灣土地銀行,本國銀行,對中小企業,180835000000
9708,臺灣土地銀行,本國銀行,佔放款%,12.47
9708,臺灣土地銀行,本國銀行,市佔率,5.71
9708,合作金庫商業銀行,本國銀行,對中小企業,374687000000
9708,合作金庫商業銀行,本國銀行,佔放款%,21.47
9708,合作金庫商業銀行,本國銀行,市佔率,11.83
9708,第一商業銀行,本國銀行,對中小企業,334657000000
9708,第一商業銀行,本國銀行,佔放款%,34.76
9708,第一商業銀行,本國銀行,市佔率,10.56
9708,華南商業銀行,本國銀行,對中小企業,293542000000
9708,華南商業銀行,本國銀行,佔放款%,28.83
9708,華南商業銀行,本國銀行,市佔率,9.27
9708,彰化商業銀行,本國銀行,對中小企業,223185000000
9708,彰化商業銀行,本國銀行,佔放款%,26.82
9708,彰化商業銀行,本國銀行,市佔率,7.05
9708,花旗,本國銀行,對中小企業,20147000000
9708,花旗,本國銀行,佔放款%,25.08
9708,花旗,本國銀行,市佔率,0.64
9708,上海商業儲蓄銀行,本國銀行,對中小企業,72176000000
9708,上海商業儲蓄銀行,本國銀行,佔放款%,28.28
9708,上海商業儲蓄銀行,本國銀行,市佔率,2.28
9708,台北富邦銀行,本國銀行,對中小企業,80951000000
9708,台北富邦銀行,本國銀行,佔放款%,12.17
9708,台北富邦銀行,本國銀行,市佔率,2.56
9708,國泰世華商業銀行,本國銀行,對中小企業,82807000000
9708,國泰世華商業銀行,本國銀行,佔放款%,11.0
9708,國泰世華商業銀行,本國銀行,市佔率,2.61
9708,中國輸出入銀行,本國銀行,對中小企業,4105000000
9708,中國輸出入銀行,本國銀行,佔放款%,12.17
9708,中國輸出入銀行,本國銀行,市佔率,0.13
9708,高雄銀行,本國銀行,對中小企業,25500000000
9708,高雄銀行,本國銀行,佔放款%,20.46
9708,高雄銀行,本國銀行,市佔率,0.8
9708,兆豐國際商業銀行,本國銀行,對中小企業,205564000000
9708,兆豐國際商業銀行,本國銀行,佔放款%,22.83
9708,兆豐國際商業銀行,本國銀行,市佔率,6.49
9708,中華開發工業銀行,本國銀行,對中小企業,1926000000
9708,中華開發工業銀行,本國銀行,佔放款%,2.84
9708,中華開發工業銀行,本國銀行,市佔率,0.06
9708,臺灣工業銀行,本國銀行,對中小企業,3645000000
9708,臺灣工業銀行,本國銀行,佔放款%,6.18
9708,臺灣工業銀行,本國銀行,市佔率,0.12
9708,稻江商業銀行,本國銀行,對中小企業,1783000000
9708,稻江商業銀行,本國銀行,佔放款%,7.08
9708,稻江商業銀行,本國銀行,市佔率,0.06
9708,華泰商業銀行,本國銀行,對中小企業,16944000000
9708,華泰商業銀行,本國銀行,佔放款%,19.36
9708,華泰商業銀行,本國銀行,市佔率,0.53
9708,臺灣新光商業銀行,本國銀行,對中小企業,30501000000
9708,臺灣新光商業銀行,本國銀行,佔放款%,11.05
9708,臺灣新光商業銀行,本國銀行,市佔率,0.96
9708,陽信商業銀行,本國銀行,對中小企業,23206000000
9708,陽信商業銀行,本國銀行,佔放款%,14.08
9708,陽信商業銀行,本國銀行,市佔率,0.73
9708,板信商業銀行,本國銀行,對中小企業,15969000000
9708,板信商業銀行,本國銀行,佔放款%,13.03
9708,板信商業銀行,本國銀行,市佔率,0.5
9708,三信商業銀行,本國銀行,對中小企業,9039000000
9708,三信商業銀行,本國銀行,佔放款%,11.41
9708,三信商業銀行,本國銀行,市佔率,0.29
9708,聯邦商業銀行,本國銀行,對中小企業,24629000000
9708,聯邦商業銀行,本國銀行,佔放款%,13.41
9708,聯邦商業銀行,本國銀行,市佔率,0.78
9708,中華商業銀行,本國銀行,對中小企業,0
9708,中華商業銀行,本國銀行,佔放款%,0.0
9708,中華商業銀行,本國銀行,市佔率,0.0
9708,遠東國際商業銀行,本國銀行,對中小企業,10176000000
9708,遠東國際商業銀行,本國銀行,佔放款%,5.03
9708,遠東國際商業銀行,本國銀行,市佔率,0.32
9708,元大商業銀行,本國銀行,對中小企業,44627000000
9708,元大商業銀行,本國銀行,佔放款%,19.64
9708,元大商業銀行,本國銀行,市佔率,1.41
9708,永豐商業銀行,本國銀行,對中小企業,77026000000
9708,永豐商業銀行,本國銀行,佔放款%,13.76
9708,永豐商業銀行,本國銀行,市佔率,2.43
9708,玉山商業銀行,本國銀行,對中小企業,131203000000
9708,玉山商業銀行,本國銀行,佔放款%,25.56
9708,玉山商業銀行,本國銀行,市佔率,4.14
9708,萬泰商業銀行,本國銀行,對中小企業,25284000000
9708,萬泰商業銀行,本國銀行,佔放款%,24.26
9708,萬泰商業銀行,本國銀行,市佔率,0.8
9708,寶華商業銀行,本國銀行,對中小企業,0
9708,寶華商業銀行,本國銀行,佔放款%,0.0
9708,寶華商業銀行,本國銀行,市佔率,0.0
9708,台新國際商業銀行,本國銀行,對中小企業,15576000000
9708,台新國際商業銀行,本國銀行,佔放款%,2.97
9708,台新國際商業銀行,本國銀行,市佔率,0.49
9708,大眾商業銀行,本國銀行,對中小企業,9029000000
9708,大眾商業銀行,本國銀行,佔放款%,4.46
9708,大眾商業銀行,本國銀行,市佔率,0.29
9708,日盛國際商業銀行,本國銀行,對中小企業,11878000000
9708,日盛國際商業銀行,本國銀行,佔放款%,7.97
9708,日盛國際商業銀行,本國銀行,市佔率,0.37
9708,安泰商業銀行,本國銀行,對中小企業,57657000000
9708,安泰商業銀行,本國銀行,佔放款%,31.59
9708,安泰商業銀行,本國銀行,市佔率,1.82
9708,中國信託商業銀行,本國銀行,對中小企業,71796000000
9708,中國信託商業銀行,本國銀行,佔放款%,10.08
9708,中國信託商業銀行,本國銀行,市佔率,2.27
9708,慶豐商業銀行,本國銀行,對中小企業,6656000000
9708,慶豐商業銀行,本國銀行,佔放款%,16.51
9708,慶豐商業銀行,本國銀行,市佔率,0.21
9708,臺灣中小企業銀行,本國銀行,對中小企業,291436000000
9708,臺灣中小企業銀行,本國銀行,佔放款%,36.02
9708,臺灣中小企業銀行,本國銀行,市佔率,9.2
9708,渣打國際商業銀行,本國銀行,對中小企業,26297000000
9708,渣打國際商業銀行,本國銀行,佔放款%,8.9
9708,渣打國際商業銀行,本國銀行,市佔率,0.83
9708,台中商業銀行,本國銀行,對中小企業,73129000000
9708,台中商業銀行,本國銀行,佔放款%,37.44
9708,台中商業銀行,本國銀行,市佔率,2.31
9708,京城商業銀行,本國銀行,對中小企業,25217000000
9708,京城商業銀行,本國銀行,佔放款%,22.58
9708,京城商業銀行,本國銀行,市佔率,0.8
9708,花蓮區中小企業銀行,本國銀行,對中小企業,0
