年月,銀行,銀行類別,項目,數值,欄位名稱
9806,總計,全體總和,對中小企業,3080457000000,LN_SME
9806,總計,全體總和,佔放款%,18.12,LN_SME_RATE
9806,總計,全體總和,市佔率,100.0,MARKET_RATE
9806,臺灣銀行,本國銀行,對中小企業,220651000000,LN_SME
9806,臺灣銀行,本國銀行,佔放款%,11.63,LN_SME_RATE
9806,臺灣銀行,本國銀行,市佔率,7.16,MARKET_RATE
9806,臺灣土地銀行,本國銀行,對中小企業,203491000000,LN_SME
9806,臺灣土地銀行,本國銀行,佔放款%,13.89,LN_SME_RATE
9806,臺灣土地銀行,本國銀行,市佔率,6.61,MARKET_RATE
9806,合作金庫商業銀行,本國銀行,對中小企業,383604000000,LN_SME
9806,合作金庫商業銀行,本國銀行,佔放款%,22.42,LN_SME_RATE
9806,合作金庫商業銀行,本國銀行,市佔率,12.45,MARKET_RATE
9806,第一商業銀行,本國銀行,對中小企業,324591000000,LN_SME
9806,第一商業銀行,本國銀行,佔放款%,33.84,LN_SME_RATE
9806,第一商業銀行,本國銀行,市佔率,10.54,MARKET_RATE
9806,華南商業銀行,本國銀行,對中小企業,271616000000,LN_SME
9806,華南商業銀行,本國銀行,佔放款%,27.14,LN_SME_RATE
9806,華南商業銀行,本國銀行,市佔率,8.82,MARKET_RATE
9806,彰化商業銀行,本國銀行,對中小企業,226762000000,LN_SME
9806,彰化商業銀行,本國銀行,佔放款%,25.39,LN_SME_RATE
9806,彰化商業銀行,本國銀行,市佔率,7.36,MARKET_RATE
9806,花旗,本國銀行,對中小企業,7392000000,LN_SME
9806,花旗,本國銀行,佔放款%,15.36,LN_SME_RATE
9806,花旗,本國銀行,市佔率,0.24,MARKET_RATE
9806,上海商業儲蓄銀行,本國銀行,對中小企業,75370000000,LN_SME
9806,上海商業儲蓄銀行,本國銀行,佔放款%,28.63,LN_SME_RATE
9806,上海商業儲蓄銀行,本國銀行,市佔率,2.45,MARKET_RATE
9806,台北富邦銀行,本國銀行,對中小企業,73707000000,LN_SME
9806,台北富邦銀行,本國銀行,佔放款%,9.97,LN_SME_RATE
9806,台北富邦銀行,本國銀行,市佔率,2.39,MARKET_RATE
9806,國泰世華商業銀行,本國銀行,對中小企業,79675000000,LN_SME
9806,國泰世華商業銀行,本國銀行,佔放款%,11.44,LN_SME_RATE
9806,國泰世華商業銀行,本國銀行,市佔率,2.59,MARKET_RATE
9806,中國輸出入銀行,本國銀行,對中小企業,4222000000,LN_SME
9806,中國輸出入銀行,本國銀行,佔放款%,9.89,LN_SME_RATE
9806,中國輸出入銀行,本國銀行,市佔率,0.14,MARKET_RATE
9806,高雄銀行,本國銀行,對中小企業,24248000000,LN_SME
