年月,銀行,銀行類別,項目,數值,欄位名稱
9809,總計,全體總和,對中小企業,3095371000000,LN_SME
9809,總計,全體總和,佔放款%,18.03,LN_SME_RATE
9809,總計,全體總和,市佔率,100.0,MARKET_RATE
9809,臺灣銀行,本國銀行,對中小企業,231228000000,LN_SME
9809,臺灣銀行,本國銀行,佔放款%,12.21,LN_SME_RATE
9809,臺灣銀行,本國銀行,市佔率,7.47,MARKET_RATE
9809,臺灣土地銀行,本國銀行,對中小企業,213421000000,LN_SME
9809,臺灣土地銀行,本國銀行,佔放款%,14.21,LN_SME_RATE
9809,臺灣土地銀行,本國銀行,市佔率,6.89,MARKET_RATE
9809,合作金庫商業銀行,本國銀行,對中小企業,393112000000,LN_SME
9809,合作金庫商業銀行,本國銀行,佔放款%,22.61,LN_SME_RATE
9809,合作金庫商業銀行,本國銀行,市佔率,12.7,MARKET_RATE
9809,第一商業銀行,本國銀行,對中小企業,331754000000,LN_SME
9809,第一商業銀行,本國銀行,佔放款%,33.22,LN_SME_RATE
9809,第一商業銀行,本國銀行,市佔率,10.72,MARKET_RATE
9809,華南商業銀行,本國銀行,對中小企業,277671000000,LN_SME
9809,華南商業銀行,本國銀行,佔放款%,27.32,LN_SME_RATE
9809,華南商業銀行,本國銀行,市佔率,8.97,MARKET_RATE
9809,彰化商業銀行,本國銀行,對中小企業,224013000000,LN_SME
9809,彰化商業銀行,本國銀行,佔放款%,25.48,LN_SME_RATE
9809,彰化商業銀行,本國銀行,市佔率,7.24,MARKET_RATE
9809,上海商業儲蓄銀行,本國銀行,對中小企業,74259000000,LN_SME
9809,上海商業儲蓄銀行,本國銀行,佔放款%,28.33,LN_SME_RATE
9809,上海商業儲蓄銀行,本國銀行,市佔率,2.4,MARKET_RATE
9809,台北富邦銀行,本國銀行,對中小企業,72384000000,LN_SME
9809,台北富邦銀行,本國銀行,佔放款%,9.5,LN_SME_RATE
9809,台北富邦銀行,本國銀行,市佔率,2.34,MARKET_RATE
9809,國泰世華商業銀行,本國銀行,對中小企業,75870000000,LN_SME
9809,國泰世華商業銀行,本國銀行,佔放款%,10.67,LN_SME_RATE
9809,國泰世華商業銀行,本國銀行,市佔率,2.45,MARKET_RATE
9809,中國輸出入銀行,本國銀行,對中小企業,4373000000,LN_SME
9809,中國輸出入銀行,本國銀行,佔放款%,11.61,LN_SME_RATE
9809,中國輸出入銀行,本國銀行,市佔率,0.14,MARKET_RATE
9809,高雄銀行,本國銀行,對中小企業,26004000000,LN_SME
9809,高雄銀行,本國銀行,佔放款%,20.26,LN_SME_RATE
9809,高雄銀行,本國銀行,市佔率,0.84,MARKET_RATE
9809,兆豐國際商業銀行,本國銀行,對中小企業,204003000000,LN_SME
9809,兆豐國際商業銀行,本國銀行,佔放款%,22.3,LN_SME_RATE
9809,兆豐國際商業銀行,本國銀行,市佔率,6.59,MARKET_RATE
9809,花旗,本國銀行,對中小企業,7787000000,LN_SME
9809,花旗,本國銀行,佔放款%,6.44,LN_SME_RATE
9809,花旗,本國銀行,市佔率,0.25,MARKET_RATE
9809,中華開發工業銀行,本國銀行,對中小企業,2325000000,LN_SME
9809,中華開發工業銀行,本國銀行,佔放款%,3.77,LN_SME_RATE
9809,中華開發工業銀行,本國銀行,市佔率,0.08,MARKET_RATE
9809,臺灣工業銀行,本國銀行,對中小企業,2432000000,LN_SME
9809,臺灣工業銀行,本國銀行,佔放款%,4.67,LN_SME_RATE
9809,臺灣工業銀行,本國銀行,市佔率,0.08,MARKET_RATE
9809,大台北商業銀行,本國銀行,對中小企業,1503000000,LN_SME
9809,大台北商業銀行,本國銀行,佔放款%,5.6,LN_SME_RATE
9809,大台北商業銀行,本國銀行,市佔率,0.05,MARKET_RATE
9809,華泰商業銀行,本國銀行,對中小企業,18504000000,LN_SME
9809,華泰商業銀行,本國銀行,佔放款%,22.72,LN_SME_RATE
9809,華泰商業銀行,本國銀行,市佔率,0.6,MARKET_RATE
9809,臺灣新光商業銀行,本國銀行,對中小企業,30969000000,LN_SME
9809,臺灣新光商業銀行,本國銀行,佔放款%,11.25,LN_SME_RATE
9809,臺灣新光商業銀行,本國銀行,市佔率,1.0,MARKET_RATE
9809,陽信商業銀行,本國銀行,對中小企業,21316000000,LN_SME
9809,陽信商業銀行,本國銀行,佔放款%,13.72,LN_SME_RATE
9809,陽信商業銀行,本國銀行,市佔率,0.69,MARKET_RATE
9809,板信商業銀行,本國銀行,對中小企業,18464000000,LN_SME
9809,板信商業銀行,本國銀行,佔放款%,15.71,LN_SME_RATE
9809,板信商業銀行,本國銀行,市佔率,0.6,MARKET_RATE
9809,三信商業銀行,本國銀行,對中小企業,9550000000,LN_SME
9809,三信商業銀行,本國銀行,佔放款%,12.41,LN_SME_RATE
9809,三信商業銀行,本國銀行,市佔率,0.31,MARKET_RATE
9809,聯邦商業銀行,本國銀行,對中小企業,20178000000,LN_SME
9809,聯邦商業銀行,本國銀行,佔放款%,12.14,LN_SME_RATE
9809,聯邦商業銀行,本國銀行,市佔率,0.65,MARKET_RATE
9809,遠東國際商業銀行,本國銀行,對中小企業,9452000000,LN_SME
9809,遠東國際商業銀行,本國銀行,佔放款%,4.69,LN_SME_RATE
9809,遠東國際商業銀行,本國銀行,市佔率,0.31,MARKET_RATE
9809,元大商業銀行,本國銀行,對中小企業,40450000000,LN_SME
9809,元大商業銀行,本國銀行,佔放款%,17.67,LN_SME_RATE
9809,元大商業銀行,本國銀行,市佔率,1.31,MARKET_RATE
9809,永豐商業銀行,本國銀行,對中小企業,72651000000,LN_SME
9809,永豐商業銀行,本國銀行,佔放款%,13.6,LN_SME_RATE
9809,永豐商業銀行,本國銀行,市佔率,2.35,MARKET_RATE
9809,玉山商業銀行,本國銀行,對中小企業,111879000000,LN_SME
9809,玉山商業銀行,本國銀行,佔放款%,21.61,LN_SME_RATE
9809,玉山商業銀行,本國銀行,市佔率,3.61,MARKET_RATE
9809,萬泰商業銀行,本國銀行,對中小企業,17283000000,LN_SME
9809,萬泰商業銀行,本國銀行,佔放款%,22.02,LN_SME_RATE
9809,萬泰商業銀行,本國銀行,市佔率,0.56,MARKET_RATE
9809,台新國際商業銀行,本國銀行,對中小企業,11957000000,LN_SME
9809,台新國際商業銀行,本國銀行,佔放款%,2.55,LN_SME_RATE
9809,台新國際商業銀行,本國銀行,市佔率,0.39,MARKET_RATE
9809,大眾商業銀行,本國銀行,對中小企業,4706000000,LN_SME
9809,大眾商業銀行,本國銀行,佔放款%,2.22,LN_SME_RATE
9809,大眾商業銀行,本國銀行,市佔率,0.15,MARKET_RATE
9809,日盛國際商業銀行,本國銀行,對中小企業,6454000000,LN_SME
9809,日盛國際商業銀行,本國銀行,佔放款%,5.64,LN_SME_RATE
9809,日盛國際商業銀行,本國銀行,市佔率,0.21,MARKET_RATE
9809,安泰商業銀行,本國銀行,對中小企業,46790000000,LN_SME
9809,安泰商業銀行,本國銀行,佔放款%,25.74,LN_SME_RATE
9809,安泰商業銀行,本國銀行,市佔率,1.51,MARKET_RATE
9809,中國信託商業銀行,本國銀行,對中小企業,62334000000,LN_SME
9809,中國信託商業銀行,本國銀行,佔放款%,8.65,LN_SME_RATE
9809,中國信託商業銀行,本國銀行,市佔率,2.01,MARKET_RATE
9809,慶豐商業銀行,本國銀行,對中小企業,2966000000,LN_SME
9809,慶豐商業銀行,本國銀行,佔放款%,16.99,LN_SME_RATE
9809,慶豐商業銀行,本國銀行,市佔率,0.1,MARKET_RATE
9809,臺灣中小企業銀行,本國銀行,對中小企業,295269000000,LN_SME
9809,臺灣中小企業銀行,本國銀行,佔放款%,36.84,LN_SME_RATE
9809,臺灣中小企業銀行,本國銀行,市佔率,9.54,MARKET_RATE
9809,渣打國際商業銀行,本國銀行,對中小企業,16753000000,LN_SME
9809,渣打國際商業銀行,本國銀行,佔放款%,5.5,LN_SME_RATE
9809,渣打國際商業銀行,本國銀行,市佔率,0.54,MARKET_RATE
9809,台中商業銀行,本國銀行,對中小企業,71831000000,LN_SME
9809,台中商業銀行,本國銀行,佔放款%,34.54,LN_SME_RATE
9809,台中商業銀行,本國銀行,市佔率,2.32,MARKET_RATE
9809,京城商業銀行,本國銀行,對中小企業,23772000000,LN_SME
9809,京城商業銀行,本國銀行,佔放款%,24.7,LN_SME_RATE
9809,京城商業銀行,本國銀行,市佔率,0.77,MARKET_RATE
9809,外國銀行在台分行,本國銀行,對中小企業,39704000000,LN_SME
