年月,銀行,銀行類別,項目,數值,欄位名稱
9602,總計,全體總和,對中小企業,2832611000000,LN_SME
9602,總計,全體總和,佔放款%,16.97,LN_SME_RATE
9602,總計,全體總和,市佔率,100.0,MARKET_RATE
9602,中央信託局,本國銀行,對中小企業,3331000000,LN_SME
9602,中央信託局,本國銀行,佔放款%,1.48,LN_SME_RATE
9602,中央信託局,本國銀行,市佔率,0.12,MARKET_RATE
9602,中國農民銀行,本國銀行,對中小企業,0,LN_SME
9602,中國農民銀行,本國銀行,佔放款%,0.0,LN_SME_RATE
9602,中國農民銀行,本國銀行,市佔率,0.0,MARKET_RATE
9602,交通銀行,本國銀行,對中小企業,0,LN_SME
9602,交通銀行,本國銀行,佔放款%,0.0,LN_SME_RATE
9602,交通銀行,本國銀行,市佔率,0.0,MARKET_RATE
9602,臺灣銀行,本國銀行,對中小企業,135224000000,LN_SME
9602,臺灣銀行,本國銀行,佔放款%,9.12,LN_SME_RATE
9602,臺灣銀行,本國銀行,市佔率,4.77,MARKET_RATE
9602,臺灣土地銀行,本國銀行,對中小企業,152402000000,LN_SME
9602,臺灣土地銀行,本國銀行,佔放款%,11.2,LN_SME_RATE
9602,臺灣土地銀行,本國銀行,市佔率,5.38,MARKET_RATE
9602,合作金庫商業銀行,本國銀行,對中小企業,304634000000,LN_SME
9602,合作金庫商業銀行,本國銀行,佔放款%,17.4,LN_SME_RATE
9602,合作金庫商業銀行,本國銀行,市佔率,10.75,MARKET_RATE
9602,第一商業銀行,本國銀行,對中小企業,290143000000,LN_SME
9602,第一商業銀行,本國銀行,佔放款%,33.28,LN_SME_RATE
9602,第一商業銀行,本國銀行,市佔率,10.24,MARKET_RATE
9602,華南商業銀行,本國銀行,對中小企業,254659000000,LN_SME
9602,華南商業銀行,本國銀行,佔放款%,26.38,LN_SME_RATE
9602,華南商業銀行,本國銀行,市佔率,8.99,MARKET_RATE
9602,彰化商業銀行,本國銀行,對中小企業,203507000000,LN_SME
9602,彰化商業銀行,本國銀行,佔放款%,25.54,LN_SME_RATE
9602,彰化商業銀行,本國銀行,市佔率,7.18,MARKET_RATE
