年月,銀行,銀行類別,項目,數值
9909,總計,全體總和,對中小企業,3505870000000
9909,總計,全體總和,佔放款%,19.31
9909,總計,全體總和,市佔率,100.0
9909,臺灣銀行,本國銀行,對中小企業,227798000000
9909,臺灣銀行,本國銀行,佔放款%,11.76
9909,臺灣銀行,本國銀行,市佔率,6.5
9909,臺灣土地銀行,本國銀行,對中小企業,241990000000
9909,臺灣土地銀行,本國銀行,佔放款%,15.17
9909,臺灣土地銀行,本國銀行,市佔率,6.9
9909,合作金庫商業銀行,本國銀行,對中小企業,428047000000
9909,合作金庫商業銀行,本國銀行,佔放款%,24.44
9909,合作金庫商業銀行,本國銀行,市佔率,12.21
9909,第一商業銀行,本國銀行,對中小企業,427140000000
9909,第一商業銀行,本國銀行,佔放款%,40.43
9909,第一商業銀行,本國銀行,市佔率,12.18
9909,華南商業銀行,本國銀行,對中小企業,290726000000
9909,華南商業銀行,本國銀行,佔放款%,25.89
9909,華南商業銀行,本國銀行,市佔率,8.29
9909,彰化商業銀行,本國銀行,對中小企業,243282000000
9909,彰化商業銀行,本國銀行,佔放款%,25.46
9909,彰化商業銀行,本國銀行,市佔率,6.94
9909,上海商業儲蓄銀行,本國銀行,對中小企業,99014000000
9909,上海商業儲蓄銀行,本國銀行,佔放款%,34.05
9909,上海商業儲蓄銀行,本國銀行,市佔率,2.82
9909,台北富邦銀行,本國銀行,對中小企業,71896000000
9909,台北富邦銀行,本國銀行,佔放款%,9.29
9909,台北富邦銀行,本國銀行,市佔率,2.05
9909,國泰世華商業銀行,本國銀行,對中小企業,88389000000
9909,國泰世華商業銀行,本國銀行,佔放款%,11.51
9909,國泰世華商業銀行,本國銀行,市佔率,2.52
9909,中國輸出入銀行,本國銀行,對中小企業,6292000000
9909,中國輸出入銀行,本國銀行,佔放款%,13.43
9909,中國輸出入銀行,本國銀行,市佔率,0.18
9909,高雄銀行,本國銀行,對中小企業,32173000000
9909,高雄銀行,本國銀行,佔放款%,21.49
9909,高雄銀行,本國銀行,市佔率,0.92
9909,兆豐國際商業銀行,本國銀行,對中小企業,228893000000
9909,兆豐國際商業銀行,本國銀行,佔放款%,24.44
9909,兆豐國際商業銀行,本國銀行,市佔率,6.53
9909,花旗,本國銀行,對中小企業,8016000000
9909,花旗,本國銀行,佔放款%,5.66
9909,花旗,本國銀行,市佔率,0.23
9909,中華開發工業銀行,本國銀行,對中小企業,1781000000
9909,中華開發工業銀行,本國銀行,佔放款%,3.17
9909,中華開發工業銀行,本國銀行,市佔率,0.05
9909,臺灣工業銀行,本國銀行,對中小企業,3547000000
9909,臺灣工業銀行,本國銀行,佔放款%,6.99
9909,臺灣工業銀行,本國銀行,市佔率,0.1
9909,匯豐,本國銀行,對中小企業,8082000000
9909,匯豐,本國銀行,佔放款%,6.84
9909,匯豐,本國銀行,市佔率,0.23
9909,大台北商業銀行,本國銀行,對中小企業,1656000000
9909,大台北商業銀行,本國銀行,佔放款%,5.73
9909,大台北商業銀行,本國銀行,市佔率,0.05
9909,華泰商業銀行,本國銀行,對中小企業,22750000000
9909,華泰商業銀行,本國銀行,佔放款%,25.55
9909,華泰商業銀行,本國銀行,市佔率,0.65
9909,臺灣新光商業銀行,本國銀行,對中小企業,38227000000
9909,臺灣新光商業銀行,本國銀行,佔放款%,13.01
9909,臺灣新光商業銀行,本國銀行,市佔率,1.09
9909,陽信商業銀行,本國銀行,對中小企業,24365000000
9909,陽信商業銀行,本國銀行,佔放款%,14.59
9909,陽信商業銀行,本國銀行,市佔率,0.69
9909,板信商業銀行,本國銀行,對中小企業,21368000000
9909,板信商業銀行,本國銀行,佔放款%,19.66
9909,板信商業銀行,本國銀行,市佔率,0.61
9909,三信商業銀行,本國銀行,對中小企業,11262000000
9909,三信商業銀行,本國銀行,佔放款%,13.89
9909,三信商業銀行,本國銀行,市佔率,0.32
9909,聯邦商業銀行,本國銀行,對中小企業,25312000000
9909,聯邦商業銀行,本國銀行,佔放款%,13.85
9909,聯邦商業銀行,本國銀行,市佔率,0.72
