年月,銀行,銀行類別,項目,數值
9504,總計,全體總和,對中小企業,2606048000000
9504,總計,全體總和,佔放款%,16.23
9504,總計,全體總和,市佔率,100.0
9504,中央信託局,本國銀行,對中小企業,2995000000
9504,中央信託局,本國銀行,佔放款%,1.49
9504,中央信託局,本國銀行,市佔率,0.11
9504,中國農民銀行,本國銀行,對中小企業,59775000000
9504,中國農民銀行,本國銀行,佔放款%,13.83
9504,中國農民銀行,本國銀行,市佔率,2.29
9504,交通銀行,本國銀行,對中小企業,67545000000
9504,交通銀行,本國銀行,佔放款%,18.64
9504,交通銀行,本國銀行,市佔率,2.59
9504,臺灣銀行,本國銀行,對中小企業,127084000000
9504,臺灣銀行,本國銀行,佔放款%,9.15
9504,臺灣銀行,本國銀行,市佔率,4.88
9504,臺灣土地銀行,本國銀行,對中小企業,134092000000
9504,臺灣土地銀行,本國銀行,佔放款%,10.18
9504,臺灣土地銀行,本國銀行,市佔率,5.15
9504,合作金庫銀行,本國銀行,對中小企業,224906000000
9504,合作金庫銀行,本國銀行,佔放款%,17.48
9504,合作金庫銀行,本國銀行,市佔率,8.63
9504,第一商業銀行,本國銀行,對中小企業,261539000000
9504,第一商業銀行,本國銀行,佔放款%,33.1
9504,第一商業銀行,本國銀行,市佔率,10.04
9504,華南商業銀行,本國銀行,對中小企業,232304000000
9504,華南商業銀行,本國銀行,佔放款%,25.42
9504,華南商業銀行,本國銀行,市佔率,8.91
9504,彰化商業銀行,本國銀行,對中小企業,172838000000
9504,彰化商業銀行,本國銀行,佔放款%,22.26
9504,彰化商業銀行,本國銀行,市佔率,6.63
9504,華僑商業銀行,本國銀行,對中小企業,36649000000
9504,華僑商業銀行,本國銀行,佔放款%,21.77
9504,華僑商業銀行,本國銀行,市佔率,1.41
9504,上海商業儲蓄銀行,本國銀行,對中小企業,59203000000
9504,上海商業儲蓄銀行,本國銀行,佔放款%,30.12
9504,上海商業儲蓄銀行,本國銀行,市佔率,2.27
