年月,銀行,銀行類別,項目,數值,欄位名稱
10301,總計,全體總和,對中小企業,4768926000000,LN_SME
10301,總計,全體總和,佔放款%,22.76,LN_SME_RATE
10301,總計,全體總和,市佔率,100.0,MARKET_RATE
10301,臺灣銀行,本國銀行,對中小企業,331401000000,LN_SME
10301,臺灣銀行,本國銀行,佔放款%,15.52,LN_SME_RATE
10301,臺灣銀行,本國銀行,市佔率,6.95,MARKET_RATE
10301,臺灣土地銀行,本國銀行,對中小企業,324804000000,LN_SME
10301,臺灣土地銀行,本國銀行,佔放款%,18.94,LN_SME_RATE
10301,臺灣土地銀行,本國銀行,市佔率,6.81,MARKET_RATE
10301,合作金庫商業銀行,本國銀行,對中小企業,507261000000,LN_SME
10301,合作金庫商業銀行,本國銀行,佔放款%,29.08,LN_SME_RATE
10301,合作金庫商業銀行,本國銀行,市佔率,10.64,MARKET_RATE
10301,第一商業銀行,本國銀行,對中小企業,541837000000,LN_SME
10301,第一商業銀行,本國銀行,佔放款%,44.85,LN_SME_RATE
10301,第一商業銀行,本國銀行,市佔率,11.36,MARKET_RATE
10301,華南商業銀行,本國銀行,對中小企業,376925000000,LN_SME
10301,華南商業銀行,本國銀行,佔放款%,30.11,LN_SME_RATE
10301,華南商業銀行,本國銀行,市佔率,7.9,MARKET_RATE
10301,彰化商業銀行,本國銀行,對中小企業,309812000000,LN_SME
10301,彰化商業銀行,本國銀行,佔放款%,30.43,LN_SME_RATE
10301,彰化商業銀行,本國銀行,市佔率,6.5,MARKET_RATE
10301,上海商業儲蓄銀行,本國銀行,對中小企業,149941000000,LN_SME
10301,上海商業儲蓄銀行,本國銀行,佔放款%,37.71,LN_SME_RATE
10301,上海商業儲蓄銀行,本國銀行,市佔率,3.14,MARKET_RATE
10301,台北富邦銀行,本國銀行,對中小企業,81467000000,LN_SME
10301,台北富邦銀行,本國銀行,佔放款%,8.61,LN_SME_RATE
10301,台北富邦銀行,本國銀行,市佔率,1.71,MARKET_RATE
10301,國泰世華商業銀行,本國銀行,對中小企業,108476000000,LN_SME
10301,國泰世華商業銀行,本國銀行,佔放款%,12.07,LN_SME_RATE
10301,國泰世華商業銀行,本國銀行,市佔率,2.27,MARKET_RATE
10301,中國輸出入銀行,本國銀行,對中小企業,7270000000,LN_SME
