年月,銀行,銀行類別,項目,數值,欄位名稱
10208,總計,全體總和,對中小企業,4624032000000,LN_SME
10208,總計,全體總和,佔放款%,22.61,LN_SME_RATE
10208,總計,全體總和,市佔率,100.0,MARKET_RATE
10208,臺灣銀行,本國銀行,對中小企業,325279000000,LN_SME
10208,臺灣銀行,本國銀行,佔放款%,15.87,LN_SME_RATE
10208,臺灣銀行,本國銀行,市佔率,7.03,MARKET_RATE
10208,臺灣土地銀行,本國銀行,對中小企業,318196000000,LN_SME
10208,臺灣土地銀行,本國銀行,佔放款%,18.83,LN_SME_RATE
10208,臺灣土地銀行,本國銀行,市佔率,6.88,MARKET_RATE
10208,合作金庫商業銀行,本國銀行,對中小企業,489821000000,LN_SME
10208,合作金庫商業銀行,本國銀行,佔放款%,29.48,LN_SME_RATE
10208,合作金庫商業銀行,本國銀行,市佔率,10.59,MARKET_RATE
10208,第一商業銀行,本國銀行,對中小企業,530912000000,LN_SME
10208,第一商業銀行,本國銀行,佔放款%,43.16,LN_SME_RATE
10208,第一商業銀行,本國銀行,市佔率,11.48,MARKET_RATE
10208,華南商業銀行,本國銀行,對中小企業,373756000000,LN_SME
10208,華南商業銀行,本國銀行,佔放款%,30.03,LN_SME_RATE
10208,華南商業銀行,本國銀行,市佔率,8.08,MARKET_RATE
10208,彰化商業銀行,本國銀行,對中小企業,302709000000,LN_SME
10208,彰化商業銀行,本國銀行,佔放款%,29.86,LN_SME_RATE
10208,彰化商業銀行,本國銀行,市佔率,6.55,MARKET_RATE
10208,上海商業儲蓄銀行,本國銀行,對中小企業,145847000000,LN_SME
10208,上海商業儲蓄銀行,本國銀行,佔放款%,38.18,LN_SME_RATE
10208,上海商業儲蓄銀行,本國銀行,市佔率,3.15,MARKET_RATE
10208,台北富邦銀行,本國銀行,對中小企業,88476000000,LN_SME
10208,台北富邦銀行,本國銀行,佔放款%,9.44,LN_SME_RATE
10208,台北富邦銀行,本國銀行,市佔率,1.91,MARKET_RATE
10208,國泰世華商業銀行,本國銀行,對中小企業,103150000000,LN_SME
10208,國泰世華商業銀行,本國銀行,佔放款%,12.2,LN_SME_RATE
10208,國泰世華商業銀行,本國銀行,市佔率,2.23,MARKET_RATE
10208,中國輸出入銀行,本國銀行,對中小企業,7233000000,LN_SME
10208,中國輸出入銀行,本國銀行,佔放款%,14.36,LN_SME_RATE
10208,中國輸出入銀行,本國銀行,市佔率,0.16,MARKET_RATE
10208,高雄銀行,本國銀行,對中小企業,44707000000,LN_SME
10208,高雄銀行,本國銀行,佔放款%,27.8,LN_SME_RATE
10208,高雄銀行,本國銀行,市佔率,0.97,MARKET_RATE
10208,兆豐國際商業銀行,本國銀行,對中小企業,306587000000,LN_SME
10208,兆豐國際商業銀行,本國銀行,佔放款%,29.43,LN_SME_RATE
10208,兆豐國際商業銀行,本國銀行,市佔率,6.63,MARKET_RATE
10208,花旗,本國銀行,對中小企業,7301000000,LN_SME
10208,花旗,本國銀行,佔放款%,3.97,LN_SME_RATE
10208,花旗,本國銀行,市佔率,0.16,MARKET_RATE
10208,澳盛,本國銀行,對中小企業,1821000000,LN_SME
10208,澳盛,本國銀行,佔放款%,1.89,LN_SME_RATE
10208,澳盛,本國銀行,市佔率,0.04,MARKET_RATE
10208,中華開發工業銀行,本國銀行,對中小企業,420000000,LN_SME
10208,中華開發工業銀行,本國銀行,佔放款%,0.68,LN_SME_RATE
10208,中華開發工業銀行,本國銀行,市佔率,0.01,MARKET_RATE
10208,臺灣工業銀行,本國銀行,對中小企業,2429000000,LN_SME
10208,臺灣工業銀行,本國銀行,佔放款%,3.56,LN_SME_RATE
10208,臺灣工業銀行,本國銀行,市佔率,0.05,MARKET_RATE
10208,匯豐,本國銀行,對中小企業,2168000000,LN_SME
10208,匯豐,本國銀行,佔放款%,1.27,LN_SME_RATE
10208,匯豐,本國銀行,市佔率,0.05,MARKET_RATE
10208,大台北商業銀行,本國銀行,對中小企業,4452000000,LN_SME
10208,大台北商業銀行,本國銀行,佔放款%,11.93,LN_SME_RATE
10208,大台北商業銀行,本國銀行,市佔率,0.1,MARKET_RATE
10208,華泰商業銀行,本國銀行,對中小企業,25964000000,LN_SME
10208,華泰商業銀行,本國銀行,佔放款%,33.61,LN_SME_RATE
10208,華泰商業銀行,本國銀行,市佔率,0.56,MARKET_RATE
