年月,銀行,銀行類別,項目,數值,欄位名稱
9506,總計,全體總和,對中小企業,3132330000000,LN_SME
9506,總計,全體總和,佔放款%,19.3,LN_SME_RATE
9506,總計,全體總和,市佔率,100.0,MARKET_RATE
9506,中央信託局,本國銀行,對中小企業,3174000000,LN_SME
9506,中央信託局,本國銀行,佔放款%,1.62,LN_SME_RATE
9506,中央信託局,本國銀行,市佔率,0.1,MARKET_RATE
9506,中國農民銀行,本國銀行,對中小企業,0,LN_SME
9506,中國農民銀行,本國銀行,佔放款%,0.0,LN_SME_RATE
9506,中國農民銀行,本國銀行,市佔率,0.0,MARKET_RATE
9506,交通銀行,本國銀行,對中小企業,75266000000,LN_SME
9506,交通銀行,本國銀行,佔放款%,20.73,LN_SME_RATE
9506,交通銀行,本國銀行,市佔率,2.4,MARKET_RATE
9506,臺灣銀行,本國銀行,對中小企業,130373000000,LN_SME
9506,臺灣銀行,本國銀行,佔放款%,9.35,LN_SME_RATE
9506,臺灣銀行,本國銀行,市佔率,4.16,MARKET_RATE
9506,臺灣土地銀行,本國銀行,對中小企業,139794000000,LN_SME
9506,臺灣土地銀行,本國銀行,佔放款%,10.58,LN_SME_RATE
9506,臺灣土地銀行,本國銀行,市佔率,4.46,MARKET_RATE
9506,合作金庫商業銀行,本國銀行,對中小企業,702873000000,LN_SME
9506,合作金庫商業銀行,本國銀行,佔放款%,41.4,LN_SME_RATE
9506,合作金庫商業銀行,本國銀行,市佔率,22.44,MARKET_RATE
9506,第一商業銀行,本國銀行,對中小企業,269108000000,LN_SME
9506,第一商業銀行,本國銀行,佔放款%,32.32,LN_SME_RATE
9506,第一商業銀行,本國銀行,市佔率,8.59,MARKET_RATE
9506,華南商業銀行,本國銀行,對中小企業,238428000000,LN_SME
9506,華南商業銀行,本國銀行,佔放款%,26.13,LN_SME_RATE
9506,華南商業銀行,本國銀行,市佔率,7.61,MARKET_RATE
9506,彰化商業銀行,本國銀行,對中小企業,183878000000,LN_SME
9506,彰化商業銀行,本國銀行,佔放款%,23.0,LN_SME_RATE
9506,彰化商業銀行,本國銀行,市佔率,5.87,MARKET_RATE
9506,華僑商業銀行,本國銀行,對中小企業,36551000000,LN_SME
9506,華僑商業銀行,本國銀行,佔放款%,21.75,LN_SME_RATE
9506,華僑商業銀行,本國銀行,市佔率,1.17,MARKET_RATE
9506,上海商業儲蓄銀行,本國銀行,對中小企業,61730000000,LN_SME
9506,上海商業儲蓄銀行,本國銀行,佔放款%,30.26,LN_SME_RATE
9506,上海商業儲蓄銀行,本國銀行,市佔率,1.97,MARKET_RATE
9506,台北富邦銀行,本國銀行,對中小企業,64376000000,LN_SME
9506,台北富邦銀行,本國銀行,佔放款%,11.98,LN_SME_RATE
9506,台北富邦銀行,本國銀行,市佔率,2.06,MARKET_RATE
9506,國泰世華商業銀行,本國銀行,對中小企業,62704000000,LN_SME
9506,國泰世華商業銀行,本國銀行,佔放款%,10.32,LN_SME_RATE
9506,國泰世華商業銀行,本國銀行,市佔率,2.0,MARKET_RATE
9506,中國輸出入銀行,本國銀行,對中小企業,3373000000,LN_SME
9506,中國輸出入銀行,本國銀行,佔放款%,14.73,LN_SME_RATE
9506,中國輸出入銀行,本國銀行,市佔率,0.11,MARKET_RATE
9506,高雄銀行,本國銀行,對中小企業,18242000000,LN_SME
9506,高雄銀行,本國銀行,佔放款%,17.29,LN_SME_RATE
9506,高雄銀行,本國銀行,市佔率,0.58,MARKET_RATE
9506,中國國際商業銀行,本國銀行,對中小企業,101072000000,LN_SME
9506,中國國際商業銀行,本國銀行,佔放款%,19.72,LN_SME_RATE
9506,中國國際商業銀行,本國銀行,市佔率,3.23,MARKET_RATE
9506,中華開發工業銀行,本國銀行,對中小企業,2675000000,LN_SME
9506,中華開發工業銀行,本國銀行,佔放款%,4.45,LN_SME_RATE
9506,中華開發工業銀行,本國銀行,市佔率,0.09,MARKET_RATE
9506,臺灣工業銀行,本國銀行,對中小企業,2760000000,LN_SME
9506,臺灣工業銀行,本國銀行,佔放款%,6.24,LN_SME_RATE
9506,臺灣工業銀行,本國銀行,市佔率,0.09,MARKET_RATE
9506,華泰商業銀行,本國銀行,對中小企業,11464000000,LN_SME
9506,華泰商業銀行,本國銀行,佔放款%,16.33,LN_SME_RATE
9506,華泰商業銀行,本國銀行,市佔率,0.37,MARKET_RATE
9506,臺灣新光商業銀行,本國銀行,對中小企業,22381000000,LN_SME
9506,臺灣新光商業銀行,本國銀行,佔放款%,10.92,LN_SME_RATE
9506,臺灣新光商業銀行,本國銀行,市佔率,0.71,MARKET_RATE
9506,陽信商業銀行,本國銀行,對中小企業,25615000000,LN_SME
9506,陽信商業銀行,本國銀行,佔放款%,14.6,LN_SME_RATE
9506,陽信商業銀行,本國銀行,市佔率,0.82,MARKET_RATE
9506,板信商業銀行,本國銀行,對中小企業,14468000000,LN_SME
9506,板信商業銀行,本國銀行,佔放款%,9.76,LN_SME_RATE
9506,板信商業銀行,本國銀行,市佔率,0.46,MARKET_RATE
9506,三信商業銀行,本國銀行,對中小企業,6427000000,LN_SME
9506,三信商業銀行,本國銀行,佔放款%,8.31,LN_SME_RATE
9506,三信商業銀行,本國銀行,市佔率,0.21,MARKET_RATE
9506,臺灣新光商業銀行,本國銀行,對中小企業,0,LN_SME
9506,臺灣新光商業銀行,本國銀行,佔放款%,0.0,LN_SME_RATE
9506,臺灣新光商業銀行,本國銀行,市佔率,0.0,MARKET_RATE
9506,第七商業銀行,本國銀行,對中小企業,8523000000,LN_SME
9506,第七商業銀行,本國銀行,佔放款%,15.12,LN_SME_RATE
9506,第七商業銀行,本國銀行,市佔率,0.27,MARKET_RATE
9506,高新商業銀行,本國銀行,對中小企業,0,LN_SME
9506,高新商業銀行,本國銀行,佔放款%,0.0,LN_SME_RATE
9506,高新商業銀行,本國銀行,市佔率,0.0,MARKET_RATE
9506,聯邦商業銀行,本國銀行,對中小企業,27788000000,LN_SME
9506,聯邦商業銀行,本國銀行,佔放款%,14.9,LN_SME_RATE
9506,聯邦商業銀行,本國銀行,市佔率,0.89,MARKET_RATE
9506,中華商業銀行,本國銀行,對中小企業,21540000000,LN_SME
9506,中華商業銀行,本國銀行,佔放款%,16.52,LN_SME_RATE
9506,中華商業銀行,本國銀行,市佔率,0.69,MARKET_RATE
9506,遠東國際商業銀行,本國銀行,對中小企業,6771000000,LN_SME
9506,遠東國際商業銀行,本國銀行,佔放款%,3.28,LN_SME_RATE
9506,遠東國際商業銀行,本國銀行,市佔率,0.22,MARKET_RATE
9506,復華商業銀行,本國銀行,對中小企業,29364000000,LN_SME
9506,復華商業銀行,本國銀行,佔放款%,13.42,LN_SME_RATE
9506,復華商業銀行,本國銀行,市佔率,0.94,MARKET_RATE
9506,建華商業銀行,本國銀行,對中小企業,28949000000,LN_SME
9506,建華商業銀行,本國銀行,佔放款%,10.53,LN_SME_RATE
9506,建華商業銀行,本國銀行,市佔率,0.92,MARKET_RATE
9506,玉山商業銀行,本國銀行,對中小企業,60230000000,LN_SME
9506,玉山商業銀行,本國銀行,佔放款%,15.87,LN_SME_RATE
9506,玉山商業銀行,本國銀行,市佔率,1.92,MARKET_RATE
9506,萬泰商業銀行,本國銀行,對中小企業,23951000000,LN_SME
9506,萬泰商業銀行,本國銀行,佔放款%,15.8,LN_SME_RATE
9506,萬泰商業銀行,本國銀行,市佔率,0.76,MARKET_RATE
9506,寶華商業銀行,本國銀行,對中小企業,33598000000,LN_SME
9506,寶華商業銀行,本國銀行,佔放款%,29.71,LN_SME_RATE
9506,寶華商業銀行,本國銀行,市佔率,1.07,MARKET_RATE
9506,台新國際商業銀行,本國銀行,對中小企業,22751000000,LN_SME
9506,台新國際商業銀行,本國銀行,佔放款%,4.43,LN_SME_RATE
9506,台新國際商業銀行,本國銀行,市佔率,0.73,MARKET_RATE
9506,大眾商業銀行,本國銀行,對中小企業,12606000000,LN_SME
9506,大眾商業銀行,本國銀行,佔放款%,5.95,LN_SME_RATE
9506,大眾商業銀行,本國銀行,市佔率,0.4,MARKET_RATE
