年月,銀行,銀行類別,項目,數值,欄位名稱
9610,總計,全體總和,對中小企業,3012921000000,LN_SME
9610,總計,全體總和,佔放款%,17.88,LN_SME_RATE
9610,總計,全體總和,市佔率,100.0,MARKET_RATE
9610,中央信託局,本國銀行,對中小企業,0,LN_SME
9610,中央信託局,本國銀行,佔放款%,0.0,LN_SME_RATE
9610,中央信託局,本國銀行,市佔率,0.0,MARKET_RATE
9610,臺灣銀行,本國銀行,對中小企業,174211000000,LN_SME
9610,臺灣銀行,本國銀行,佔放款%,9.98,LN_SME_RATE
9610,臺灣銀行,本國銀行,市佔率,5.78,MARKET_RATE
9610,臺灣土地銀行,本國銀行,對中小企業,165963000000,LN_SME
9610,臺灣土地銀行,本國銀行,佔放款%,12.17,LN_SME_RATE
9610,臺灣土地銀行,本國銀行,市佔率,5.51,MARKET_RATE
9610,合作金庫商業銀行,本國銀行,對中小企業,334485000000,LN_SME
9610,合作金庫商業銀行,本國銀行,佔放款%,20.0,LN_SME_RATE
9610,合作金庫商業銀行,本國銀行,市佔率,11.1,MARKET_RATE
9610,第一商業銀行,本國銀行,對中小企業,314246000000,LN_SME
9610,第一商業銀行,本國銀行,佔放款%,34.59,LN_SME_RATE
9610,第一商業銀行,本國銀行,市佔率,10.43,MARKET_RATE
9610,華南商業銀行,本國銀行,對中小企業,272027000000,LN_SME
9610,華南商業銀行,本國銀行,佔放款%,27.12,LN_SME_RATE
9610,華南商業銀行,本國銀行,市佔率,9.03,MARKET_RATE
9610,彰化商業銀行,本國銀行,對中小企業,211651000000,LN_SME
9610,彰化商業銀行,本國銀行,佔放款%,26.13,LN_SME_RATE
9610,彰化商業銀行,本國銀行,市佔率,7.02,MARKET_RATE
9610,華僑商業銀行,本國銀行,對中小企業,31018000000,LN_SME
9610,華僑商業銀行,本國銀行,佔放款%,22.38,LN_SME_RATE
9610,華僑商業銀行,本國銀行,市佔率,1.03,MARKET_RATE
9610,上海商業儲蓄銀行,本國銀行,對中小企業,63809000000,LN_SME
9610,上海商業儲蓄銀行,本國銀行,佔放款%,26.99,LN_SME_RATE
9610,上海商業儲蓄銀行,本國銀行,市佔率,2.12,MARKET_RATE
9610,台北富邦銀行,本國銀行,對中小企業,80341000000,LN_SME
9610,台北富邦銀行,本國銀行,佔放款%,12.99,LN_SME_RATE
9610,台北富邦銀行,本國銀行,市佔率,2.67,MARKET_RATE
9610,國泰世華商業銀行,本國銀行,對中小企業,75280000000,LN_SME
9610,國泰世華商業銀行,本國銀行,佔放款%,10.92,LN_SME_RATE
9610,國泰世華商業銀行,本國銀行,市佔率,2.5,MARKET_RATE
9610,中國輸出入銀行,本國銀行,對中小企業,4111000000,LN_SME
9610,中國輸出入銀行,本國銀行,佔放款%,15.35,LN_SME_RATE
9610,中國輸出入銀行,本國銀行,市佔率,0.14,MARKET_RATE
9610,高雄銀行,本國銀行,對中小企業,20135000000,LN_SME
9610,高雄銀行,本國銀行,佔放款%,19.29,LN_SME_RATE
9610,高雄銀行,本國銀行,市佔率,0.67,MARKET_RATE
9610,兆豐國際商業銀行,本國銀行,對中小企業,183143000000,LN_SME
9610,兆豐國際商業銀行,本國銀行,佔放款%,21.08,LN_SME_RATE
9610,兆豐國際商業銀行,本國銀行,市佔率,6.08,MARKET_RATE
9610,中華開發工業銀行,本國銀行,對中小企業,3909000000,LN_SME
9610,中華開發工業銀行,本國銀行,佔放款%,5.22,LN_SME_RATE
9610,中華開發工業銀行,本國銀行,市佔率,0.13,MARKET_RATE
9610,臺灣工業銀行,本國銀行,對中小企業,3638000000,LN_SME
9610,臺灣工業銀行,本國銀行,佔放款%,7.09,LN_SME_RATE
9610,臺灣工業銀行,本國銀行,市佔率,0.12,MARKET_RATE
9610,稻江商業銀行,本國銀行,對中小企業,1741000000,LN_SME
9610,稻江商業銀行,本國銀行,佔放款%,7.01,LN_SME_RATE
9610,稻江商業銀行,本國銀行,市佔率,0.06,MARKET_RATE
9610,華泰商業銀行,本國銀行,對中小企業,13069000000,LN_SME
9610,華泰商業銀行,本國銀行,佔放款%,15.68,LN_SME_RATE
9610,華泰商業銀行,本國銀行,市佔率,0.43,MARKET_RATE
9610,臺灣新光商業銀行,本國銀行,對中小企業,23138000000,LN_SME
9610,臺灣新光商業銀行,本國銀行,佔放款%,9.03,LN_SME_RATE
9610,臺灣新光商業銀行,本國銀行,市佔率,0.77,MARKET_RATE
9610,陽信商業銀行,本國銀行,對中小企業,26724000000,LN_SME
9610,陽信商業銀行,本國銀行,佔放款%,14.88,LN_SME_RATE
9610,陽信商業銀行,本國銀行,市佔率,0.89,MARKET_RATE
9610,板信商業銀行,本國銀行,對中小企業,17066000000,LN_SME
9610,板信商業銀行,本國銀行,佔放款%,12.37,LN_SME_RATE
9610,板信商業銀行,本國銀行,市佔率,0.57,MARKET_RATE
9610,三信商業銀行,本國銀行,對中小企業,8738000000,LN_SME
