年月,銀行,銀行類別,項目,數值,欄位名稱
9804,總計,全體總和,對中小企業,3022049000000,LN_SME
9804,總計,全體總和,佔放款%,17.82,LN_SME_RATE
9804,總計,全體總和,市佔率,100.0,MARKET_RATE
9804,臺灣銀行,本國銀行,對中小企業,215365000000,LN_SME
9804,臺灣銀行,本國銀行,佔放款%,11.26,LN_SME_RATE
9804,臺灣銀行,本國銀行,市佔率,7.13,MARKET_RATE
9804,臺灣土地銀行,本國銀行,對中小企業,191784000000,LN_SME
9804,臺灣土地銀行,本國銀行,佔放款%,12.97,LN_SME_RATE
9804,臺灣土地銀行,本國銀行,市佔率,6.35,MARKET_RATE
9804,合作金庫商業銀行,本國銀行,對中小企業,382288000000,LN_SME
9804,合作金庫商業銀行,本國銀行,佔放款%,22.64,LN_SME_RATE
9804,合作金庫商業銀行,本國銀行,市佔率,12.65,MARKET_RATE
9804,第一商業銀行,本國銀行,對中小企業,316771000000,LN_SME
9804,第一商業銀行,本國銀行,佔放款%,32.56,LN_SME_RATE
9804,第一商業銀行,本國銀行,市佔率,10.48,MARKET_RATE
9804,華南商業銀行,本國銀行,對中小企業,273226000000,LN_SME
9804,華南商業銀行,本國銀行,佔放款%,27.03,LN_SME_RATE
9804,華南商業銀行,本國銀行,市佔率,9.04,MARKET_RATE
9804,彰化商業銀行,本國銀行,對中小企業,213205000000,LN_SME
9804,彰化商業銀行,本國銀行,佔放款%,24.82,LN_SME_RATE
9804,彰化商業銀行,本國銀行,市佔率,7.05,MARKET_RATE
9804,花旗,本國銀行,對中小企業,8313000000,LN_SME
9804,花旗,本國銀行,佔放款%,16.36,LN_SME_RATE
9804,花旗,本國銀行,市佔率,0.28,MARKET_RATE
9804,上海商業儲蓄銀行,本國銀行,對中小企業,69045000000,LN_SME
9804,上海商業儲蓄銀行,本國銀行,佔放款%,27.92,LN_SME_RATE
9804,上海商業儲蓄銀行,本國銀行,市佔率,2.28,MARKET_RATE
9804,台北富邦銀行,本國銀行,對中小企業,73437000000,LN_SME
9804,台北富邦銀行,本國銀行,佔放款%,10.32,LN_SME_RATE
9804,台北富邦銀行,本國銀行,市佔率,2.43,MARKET_RATE
9804,國泰世華商業銀行,本國銀行,對中小企業,81237000000,LN_SME
9804,國泰世華商業銀行,本國銀行,佔放款%,11.81,LN_SME_RATE
9804,國泰世華商業銀行,本國銀行,市佔率,2.69,MARKET_RATE
9804,中國輸出入銀行,本國銀行,對中小企業,4333000000,LN_SME
9804,中國輸出入銀行,本國銀行,佔放款%,12.49,LN_SME_RATE
9804,中國輸出入銀行,本國銀行,市佔率,0.14,MARKET_RATE
9804,高雄銀行,本國銀行,對中小企業,23819000000,LN_SME
9804,高雄銀行,本國銀行,佔放款%,19.74,LN_SME_RATE
9804,高雄銀行,本國銀行,市佔率,0.79,MARKET_RATE
9804,兆豐國際商業銀行,本國銀行,對中小企業,196162000000,LN_SME
9804,兆豐國際商業銀行,本國銀行,佔放款%,21.32,LN_SME_RATE
9804,兆豐國際商業銀行,本國銀行,市佔率,6.49,MARKET_RATE
9804,中華開發工業銀行,本國銀行,對中小企業,2434000000,LN_SME
9804,中華開發工業銀行,本國銀行,佔放款%,3.59,LN_SME_RATE
9804,中華開發工業銀行,本國銀行,市佔率,0.08,MARKET_RATE
9804,臺灣工業銀行,本國銀行,對中小企業,2741000000,LN_SME
9804,臺灣工業銀行,本國銀行,佔放款%,4.98,LN_SME_RATE
9804,臺灣工業銀行,本國銀行,市佔率,0.09,MARKET_RATE
9804,大台北商業銀行,本國銀行,對中小企業,1902000000,LN_SME
9804,大台北商業銀行,本國銀行,佔放款%,6.95,LN_SME_RATE
9804,大台北商業銀行,本國銀行,市佔率,0.06,MARKET_RATE
9804,華泰商業銀行,本國銀行,對中小企業,17497000000,LN_SME
9804,華泰商業銀行,本國銀行,佔放款%,21.9,LN_SME_RATE
9804,華泰商業銀行,本國銀行,市佔率,0.58,MARKET_RATE
9804,臺灣新光商業銀行,本國銀行,對中小企業,33734000000,LN_SME
9804,臺灣新光商業銀行,本國銀行,佔放款%,12.47,LN_SME_RATE
9804,臺灣新光商業銀行,本國銀行,市佔率,1.12,MARKET_RATE
9804,陽信商業銀行,本國銀行,對中小企業,21037000000,LN_SME
9804,陽信商業銀行,本國銀行,佔放款%,13.27,LN_SME_RATE
9804,陽信商業銀行,本國銀行,市佔率,0.7,MARKET_RATE
9804,板信商業銀行,本國銀行,對中小企業,16044000000,LN_SME
9804,板信商業銀行,本國銀行,佔放款%,13.81,LN_SME_RATE
9804,板信商業銀行,本國銀行,市佔率,0.53,MARKET_RATE
9804,三信商業銀行,本國銀行,對中小企業,9081000000,LN_SME
9804,三信商業銀行,本國銀行,佔放款%,12.07,LN_SME_RATE
