年月,銀行,銀行類別,項目,數值,欄位名稱
9912,總計,全體總和,對中小企業,3693542000000,LN_SME
9912,總計,全體總和,佔放款%,19.85,LN_SME_RATE
9912,總計,全體總和,市佔率,100.0,MARKET_RATE
9912,臺灣銀行,本國銀行,對中小企業,239794000000,LN_SME
9912,臺灣銀行,本國銀行,佔放款%,12.12,LN_SME_RATE
9912,臺灣銀行,本國銀行,市佔率,6.49,MARKET_RATE
9912,臺灣土地銀行,本國銀行,對中小企業,253288000000,LN_SME
9912,臺灣土地銀行,本國銀行,佔放款%,15.45,LN_SME_RATE
9912,臺灣土地銀行,本國銀行,市佔率,6.86,MARKET_RATE
9912,合作金庫商業銀行,本國銀行,對中小企業,436999000000,LN_SME
9912,合作金庫商業銀行,本國銀行,佔放款%,25.34,LN_SME_RATE
9912,合作金庫商業銀行,本國銀行,市佔率,11.83,MARKET_RATE
9912,第一商業銀行,本國銀行,對中小企業,455825000000,LN_SME
9912,第一商業銀行,本國銀行,佔放款%,41.02,LN_SME_RATE
9912,第一商業銀行,本國銀行,市佔率,12.34,MARKET_RATE
9912,華南商業銀行,本國銀行,對中小企業,308250000000,LN_SME
9912,華南商業銀行,本國銀行,佔放款%,26.15,LN_SME_RATE
9912,華南商業銀行,本國銀行,市佔率,8.35,MARKET_RATE
9912,彰化商業銀行,本國銀行,對中小企業,257269000000,LN_SME
9912,彰化商業銀行,本國銀行,佔放款%,26.4,LN_SME_RATE
9912,彰化商業銀行,本國銀行,市佔率,6.97,MARKET_RATE
9912,上海商業儲蓄銀行,本國銀行,對中小企業,115242000000,LN_SME
9912,上海商業儲蓄銀行,本國銀行,佔放款%,37.26,LN_SME_RATE
9912,上海商業儲蓄銀行,本國銀行,市佔率,3.12,MARKET_RATE
9912,台北富邦銀行,本國銀行,對中小企業,75908000000,LN_SME
9912,台北富邦銀行,本國銀行,佔放款%,9.8,LN_SME_RATE
9912,台北富邦銀行,本國銀行,市佔率,2.06,MARKET_RATE
9912,國泰世華商業銀行,本國銀行,對中小企業,97656000000,LN_SME
9912,國泰世華商業銀行,本國銀行,佔放款%,12.15,LN_SME_RATE
9912,國泰世華商業銀行,本國銀行,市佔率,2.64,MARKET_RATE
9912,中國輸出入銀行,本國銀行,對中小企業,6748000000,LN_SME
9912,中國輸出入銀行,本國銀行,佔放款%,13.94,LN_SME_RATE
9912,中國輸出入銀行,本國銀行,市佔率,0.18,MARKET_RATE
9912,高雄銀行,本國銀行,對中小企業,32751000000,LN_SME
9912,高雄銀行,本國銀行,佔放款%,20.79,LN_SME_RATE
9912,高雄銀行,本國銀行,市佔率,0.89,MARKET_RATE
9912,兆豐國際商業銀行,本國銀行,對中小企業,245490000000,LN_SME
9912,兆豐國際商業銀行,本國銀行,佔放款%,25.44,LN_SME_RATE
9912,兆豐國際商業銀行,本國銀行,市佔率,6.65,MARKET_RATE
9912,花旗,本國銀行,對中小企業,7804000000,LN_SME
9912,花旗,本國銀行,佔放款%,5.17,LN_SME_RATE
9912,花旗,本國銀行,市佔率,0.21,MARKET_RATE
9912,中華開發工業銀行,本國銀行,對中小企業,940000000,LN_SME
9912,中華開發工業銀行,本國銀行,佔放款%,1.57,LN_SME_RATE
9912,中華開發工業銀行,本國銀行,市佔率,0.03,MARKET_RATE
9912,臺灣工業銀行,本國銀行,對中小企業,3694000000,LN_SME
9912,臺灣工業銀行,本國銀行,佔放款%,6.35,LN_SME_RATE
9912,臺灣工業銀行,本國銀行,市佔率,0.1,MARKET_RATE
9912,匯豐,本國銀行,對中小企業,8985000000,LN_SME
9912,匯豐,本國銀行,佔放款%,7.27,LN_SME_RATE
9912,匯豐,本國銀行,市佔率,0.24,MARKET_RATE
9912,大台北商業銀行,本國銀行,對中小企業,1723000000,LN_SME
9912,大台北商業銀行,本國銀行,佔放款%,5.46,LN_SME_RATE
9912,大台北商業銀行,本國銀行,市佔率,0.05,MARKET_RATE
9912,華泰商業銀行,本國銀行,對中小企業,23787000000,LN_SME
9912,華泰商業銀行,本國銀行,佔放款%,27.05,LN_SME_RATE
9912,華泰商業銀行,本國銀行,市佔率,0.64,MARKET_RATE
9912,臺灣新光商業銀行,本國銀行,對中小企業,44796000000,LN_SME
9912,臺灣新光商業銀行,本國銀行,佔放款%,14.4,LN_SME_RATE
9912,臺灣新光商業銀行,本國銀行,市佔率,1.21,MARKET_RATE
9912,陽信商業銀行,本國銀行,對中小企業,28691000000,LN_SME
9912,陽信商業銀行,本國銀行,佔放款%,16.8,LN_SME_RATE
9912,陽信商業銀行,本國銀行,市佔率,0.78,MARKET_RATE
9912,板信商業銀行,本國銀行,對中小企業,21373000000,LN_SME
9912,板信商業銀行,本國銀行,佔放款%,20.53,LN_SME_RATE
9912,板信商業銀行,本國銀行,市佔率,0.58,MARKET_RATE
9912,三信商業銀行,本國銀行,對中小企業,12084000000,LN_SME
9912,三信商業銀行,本國銀行,佔放款%,14.12,LN_SME_RATE
9912,三信商業銀行,本國銀行,市佔率,0.33,MARKET_RATE
9912,聯邦商業銀行,本國銀行,對中小企業,24572000000,LN_SME
9912,聯邦商業銀行,本國銀行,佔放款%,13.0,LN_SME_RATE
9912,聯邦商業銀行,本國銀行,市佔率,0.67,MARKET_RATE
9912,遠東國際商業銀行,本國銀行,對中小企業,10496000000,LN_SME
9912,遠東國際商業銀行,本國銀行,佔放款%,4.82,LN_SME_RATE
9912,遠東國際商業銀行,本國銀行,市佔率,0.28,MARKET_RATE
9912,元大商業銀行,本國銀行,對中小企業,58831000000,LN_SME
9912,元大商業銀行,本國銀行,佔放款%,21.47,LN_SME_RATE
9912,元大商業銀行,本國銀行,市佔率,1.59,MARKET_RATE
9912,永豐商業銀行,本國銀行,對中小企業,88326000000,LN_SME
9912,永豐商業銀行,本國銀行,佔放款%,14.66,LN_SME_RATE
9912,永豐商業銀行,本國銀行,市佔率,2.39,MARKET_RATE
9912,玉山商業銀行,本國銀行,對中小企業,137057000000,LN_SME
9912,玉山商業銀行,本國銀行,佔放款%,24.34,LN_SME_RATE
9912,玉山商業銀行,本國銀行,市佔率,3.71,MARKET_RATE
9912,萬泰商業銀行,本國銀行,對中小企業,16750000000,LN_SME
9912,萬泰商業銀行,本國銀行,佔放款%,24.03,LN_SME_RATE
