年月,銀行,銀行類別,項目,數值,欄位名稱
10103,總計,全體總和,對中小企業,4116999000000,LN_SME
10103,總計,全體總和,佔放款%,20.72,LN_SME_RATE
10103,總計,全體總和,市佔率,100.0,MARKET_RATE
10103,臺灣銀行,本國銀行,對中小企業,262847000000,LN_SME
10103,臺灣銀行,本國銀行,佔放款%,12.55,LN_SME_RATE
10103,臺灣銀行,本國銀行,市佔率,6.38,MARKET_RATE
10103,臺灣土地銀行,本國銀行,對中小企業,303119000000,LN_SME
10103,臺灣土地銀行,本國銀行,佔放款%,17.38,LN_SME_RATE
10103,臺灣土地銀行,本國銀行,市佔率,7.36,MARKET_RATE
10103,合作金庫商業銀行,本國銀行,對中小企業,478097000000,LN_SME
10103,合作金庫商業銀行,本國銀行,佔放款%,26.32,LN_SME_RATE
10103,合作金庫商業銀行,本國銀行,市佔率,11.61,MARKET_RATE
10103,第一商業銀行,本國銀行,對中小企業,488704000000,LN_SME
10103,第一商業銀行,本國銀行,佔放款%,40.48,LN_SME_RATE
10103,第一商業銀行,本國銀行,市佔率,11.87,MARKET_RATE
10103,華南商業銀行,本國銀行,對中小企業,346457000000,LN_SME
10103,華南商業銀行,本國銀行,佔放款%,27.78,LN_SME_RATE
10103,華南商業銀行,本國銀行,市佔率,8.42,MARKET_RATE
10103,彰化商業銀行,本國銀行,對中小企業,289960000000,LN_SME
10103,彰化商業銀行,本國銀行,佔放款%,28.21,LN_SME_RATE
10103,彰化商業銀行,本國銀行,市佔率,7.04,MARKET_RATE
10103,上海商業儲蓄銀行,本國銀行,對中小企業,122924000000,LN_SME
10103,上海商業儲蓄銀行,本國銀行,佔放款%,37.18,LN_SME_RATE
10103,上海商業儲蓄銀行,本國銀行,市佔率,2.99,MARKET_RATE
10103,台北富邦銀行,本國銀行,對中小企業,81408000000,LN_SME
10103,台北富邦銀行,本國銀行,佔放款%,9.11,LN_SME_RATE
10103,台北富邦銀行,本國銀行,市佔率,1.98,MARKET_RATE
10103,國泰世華商業銀行,本國銀行,對中小企業,109040000000,LN_SME
10103,國泰世華商業銀行,本國銀行,佔放款%,12.47,LN_SME_RATE
10103,國泰世華商業銀行,本國銀行,市佔率,2.65,MARKET_RATE
10103,中國輸出入銀行,本國銀行,對中小企業,5555000000,LN_SME
10103,中國輸出入銀行,本國銀行,佔放款%,11.39,LN_SME_RATE
10103,中國輸出入銀行,本國銀行,市佔率,0.13,MARKET_RATE
10103,高雄銀行,本國銀行,對中小企業,40540000000,LN_SME
10103,高雄銀行,本國銀行,佔放款%,26.14,LN_SME_RATE
10103,高雄銀行,本國銀行,市佔率,0.98,MARKET_RATE
10103,兆豐國際商業銀行,本國銀行,對中小企業,266251000000,LN_SME
10103,兆豐國際商業銀行,本國銀行,佔放款%,25.82,LN_SME_RATE
10103,兆豐國際商業銀行,本國銀行,市佔率,6.47,MARKET_RATE
10103,花旗,本國銀行,對中小企業,7168000000,LN_SME
10103,花旗,本國銀行,佔放款%,4.14,LN_SME_RATE
10103,花旗,本國銀行,市佔率,0.17,MARKET_RATE
10103,中華開發工業銀行,本國銀行,對中小企業,209000000,LN_SME
10103,中華開發工業銀行,本國銀行,佔放款%,0.33,LN_SME_RATE
10103,中華開發工業銀行,本國銀行,市佔率,0.01,MARKET_RATE
10103,臺灣工業銀行,本國銀行,對中小企業,3869000000,LN_SME
10103,臺灣工業銀行,本國銀行,佔放款%,6.34,LN_SME_RATE
10103,臺灣工業銀行,本國銀行,市佔率,0.09,MARKET_RATE
10103,匯豐,本國銀行,對中小企業,2738000000,LN_SME
10103,匯豐,本國銀行,佔放款%,2.02,LN_SME_RATE
10103,匯豐,本國銀行,市佔率,0.07,MARKET_RATE
10103,大台北商業銀行,本國銀行,對中小企業,3392000000,LN_SME
10103,大台北商業銀行,本國銀行,佔放款%,9.74,LN_SME_RATE
10103,大台北商業銀行,本國銀行,市佔率,0.08,MARKET_RATE
10103,華泰商業銀行,本國銀行,對中小企業,26975000000,LN_SME
10103,華泰商業銀行,本國銀行,佔放款%,30.31,LN_SME_RATE
10103,華泰商業銀行,本國銀行,市佔率,0.66,MARKET_RATE
10103,臺灣新光商業銀行,本國銀行,對中小企業,83265000000,LN_SME
10103,臺灣新光商業銀行,本國銀行,佔放款%,23.53,LN_SME_RATE
10103,臺灣新光商業銀行,本國銀行,市佔率,2.02,MARKET_RATE
10103,陽信商業銀行,本國銀行,對中小企業,40452000000,LN_SME
10103,陽信商業銀行,本國銀行,佔放款%,22.74,LN_SME_RATE
10103,陽信商業銀行,本國銀行,市佔率,0.98,MARKET_RATE
10103,板信商業銀行,本國銀行,對中小企業,21355000000,LN_SME
10103,板信商業銀行,本國銀行,佔放款%,21.06,LN_SME_RATE
10103,板信商業銀行,本國銀行,市佔率,0.52,MARKET_RATE
10103,三信商業銀行,本國銀行,對中小企業,13939000000,LN_SME
10103,三信商業銀行,本國銀行,佔放款%,15.94,LN_SME_RATE
10103,三信商業銀行,本國銀行,市佔率,0.34,MARKET_RATE
10103,聯邦商業銀行,本國銀行,對中小企業,28176000000,LN_SME
10103,聯邦商業銀行,本國銀行,佔放款%,14.71,LN_SME_RATE
10103,聯邦商業銀行,本國銀行,市佔率,0.68,MARKET_RATE
10103,遠東國際商業銀行,本國銀行,對中小企業,11749000000,LN_SME
10103,遠東國際商業銀行,本國銀行,佔放款%,4.73,LN_SME_RATE
10103,遠東國際商業銀行,本國銀行,市佔率,0.29,MARKET_RATE
10103,元大商業銀行,本國銀行,對中小企業,74109000000,LN_SME
10103,元大商業銀行,本國銀行,佔放款%,22.57,LN_SME_RATE
10103,元大商業銀行,本國銀行,市佔率,1.8,MARKET_RATE
10103,永豐商業銀行,本國銀行,對中小企業,90473000000,LN_SME
10103,永豐商業銀行,本國銀行,佔放款%,15.17,LN_SME_RATE
10103,永豐商業銀行,本國銀行,市佔率,2.2,MARKET_RATE
10103,玉山商業銀行,本國銀行,對中小企業,167503000000,LN_SME
10103,玉山商業銀行,本國銀行,佔放款%,27.55,LN_SME_RATE
10103,玉山商業銀行,本國銀行,市佔率,4.07,MARKET_RATE
10103,萬泰商業銀行,本國銀行,對中小企業,14344000000,LN_SME
10103,萬泰商業銀行,本國銀行,佔放款%,17.48,LN_SME_RATE
10103,萬泰商業銀行,本國銀行,市佔率,0.35,MARKET_RATE
10103,星展,本國銀行,對中小企業,21474000000,LN_SME
10103,星展,本國銀行,佔放款%,16.0,LN_SME_RATE
10103,星展,本國銀行,市佔率,0.52,MARKET_RATE
10103,台新國際商業銀行,本國銀行,對中小企業,56600000000,LN_SME
10103,台新國際商業銀行,本國銀行,佔放款%,10.28,LN_SME_RATE
10103,台新國際商業銀行,本國銀行,市佔率,1.37,MARKET_RATE
10103,大眾商業銀行,本國銀行,對中小企業,5640000000,LN_SME
10103,大眾商業銀行,本國銀行,佔放款%,2.35,LN_SME_RATE
10103,大眾商業銀行,本國銀行,市佔率,0.14,MARKET_RATE
10103,日盛國際商業銀行,本國銀行,對中小企業,14811000000,LN_SME
