年月,銀行,銀行類別,項目,數值,欄位名稱
10202,總計,全體總和,對中小企業,4455817000000,LN_SME
10202,總計,全體總和,佔放款%,22.08,LN_SME_RATE
10202,總計,全體總和,市佔率,100.0,MARKET_RATE
10202,臺灣銀行,本國銀行,對中小企業,295387000000,LN_SME
10202,臺灣銀行,本國銀行,佔放款%,14.1,LN_SME_RATE
10202,臺灣銀行,本國銀行,市佔率,6.63,MARKET_RATE
10202,臺灣土地銀行,本國銀行,對中小企業,309699000000,LN_SME
10202,臺灣土地銀行,本國銀行,佔放款%,18.42,LN_SME_RATE
10202,臺灣土地銀行,本國銀行,市佔率,6.95,MARKET_RATE
10202,合作金庫商業銀行,本國銀行,對中小企業,478012000000,LN_SME
10202,合作金庫商業銀行,本國銀行,佔放款%,28.16,LN_SME_RATE
10202,合作金庫商業銀行,本國銀行,市佔率,10.73,MARKET_RATE
10202,第一商業銀行,本國銀行,對中小企業,522770000000,LN_SME
10202,第一商業銀行,本國銀行,佔放款%,41.79,LN_SME_RATE
10202,第一商業銀行,本國銀行,市佔率,11.73,MARKET_RATE
10202,華南商業銀行,本國銀行,對中小企業,358802000000,LN_SME
10202,華南商業銀行,本國銀行,佔放款%,29.1,LN_SME_RATE
10202,華南商業銀行,本國銀行,市佔率,8.05,MARKET_RATE
10202,彰化商業銀行,本國銀行,對中小企業,305133000000,LN_SME
10202,彰化商業銀行,本國銀行,佔放款%,30.27,LN_SME_RATE
10202,彰化商業銀行,本國銀行,市佔率,6.85,MARKET_RATE
10202,上海商業儲蓄銀行,本國銀行,對中小企業,138665000000,LN_SME
10202,上海商業儲蓄銀行,本國銀行,佔放款%,38.01,LN_SME_RATE
10202,上海商業儲蓄銀行,本國銀行,市佔率,3.11,MARKET_RATE
10202,台北富邦銀行,本國銀行,對中小企業,82374000000,LN_SME
10202,台北富邦銀行,本國銀行,佔放款%,8.94,LN_SME_RATE
10202,台北富邦銀行,本國銀行,市佔率,1.85,MARKET_RATE
10202,國泰世華商業銀行,本國銀行,對中小企業,107206000000,LN_SME
10202,國泰世華商業銀行,本國銀行,佔放款%,12.66,LN_SME_RATE
10202,國泰世華商業銀行,本國銀行,市佔率,2.41,MARKET_RATE
10202,中國輸出入銀行,本國銀行,對中小企業,6639000000,LN_SME
10202,中國輸出入銀行,本國銀行,佔放款%,13.25,LN_SME_RATE
10202,中國輸出入銀行,本國銀行,市佔率,0.15,MARKET_RATE
10202,高雄銀行,本國銀行,對中小企業,41672000000,LN_SME
10202,高雄銀行,本國銀行,佔放款%,27.33,LN_SME_RATE
10202,高雄銀行,本國銀行,市佔率,0.94,MARKET_RATE
10202,兆豐國際商業銀行,本國銀行,對中小企業,287298000000,LN_SME
10202,兆豐國際商業銀行,本國銀行,佔放款%,28.52,LN_SME_RATE
10202,兆豐國際商業銀行,本國銀行,市佔率,6.45,MARKET_RATE
10202,花旗,本國銀行,對中小企業,7630000000,LN_SME
10202,花旗,本國銀行,佔放款%,4.54,LN_SME_RATE
10202,花旗,本國銀行,市佔率,0.17,MARKET_RATE
10202,中華開發工業銀行,本國銀行,對中小企業,298000000,LN_SME
10202,中華開發工業銀行,本國銀行,佔放款%,0.49,LN_SME_RATE
10202,中華開發工業銀行,本國銀行,市佔率,0.01,MARKET_RATE
10202,臺灣工業銀行,本國銀行,對中小企業,1798000000,LN_SME
10202,臺灣工業銀行,本國銀行,佔放款%,2.84,LN_SME_RATE
10202,臺灣工業銀行,本國銀行,市佔率,0.04,MARKET_RATE
10202,匯豐,本國銀行,對中小企業,2553000000,LN_SME
10202,匯豐,本國銀行,佔放款%,1.53,LN_SME_RATE
10202,匯豐,本國銀行,市佔率,0.06,MARKET_RATE
10202,大台北商業銀行,本國銀行,對中小企業,3142000000,LN_SME
10202,大台北商業銀行,本國銀行,佔放款%,8.78,LN_SME_RATE
10202,大台北商業銀行,本國銀行,市佔率,0.07,MARKET_RATE
10202,華泰商業銀行,本國銀行,對中小企業,28451000000,LN_SME
10202,華泰商業銀行,本國銀行,佔放款%,33.07,LN_SME_RATE
10202,華泰商業銀行,本國銀行,市佔率,0.64,MARKET_RATE
10202,臺灣新光商業銀行,本國銀行,對中小企業,108725000000,LN_SME
