年月,銀行,銀行類別,項目,數值,欄位名稱
10203,總計,全體總和,對中小企業,4489968000000,LN_SME
10203,總計,全體總和,佔放款%,22.18,LN_SME_RATE
10203,總計,全體總和,市佔率,100.0,MARKET_RATE
10203,臺灣銀行,本國銀行,對中小企業,298059000000,LN_SME
10203,臺灣銀行,本國銀行,佔放款%,13.96,LN_SME_RATE
10203,臺灣銀行,本國銀行,市佔率,6.64,MARKET_RATE
10203,臺灣土地銀行,本國銀行,對中小企業,311369000000,LN_SME
10203,臺灣土地銀行,本國銀行,佔放款%,18.27,LN_SME_RATE
10203,臺灣土地銀行,本國銀行,市佔率,6.93,MARKET_RATE
10203,合作金庫商業銀行,本國銀行,對中小企業,481474000000,LN_SME
10203,合作金庫商業銀行,本國銀行,佔放款%,28.54,LN_SME_RATE
10203,合作金庫商業銀行,本國銀行,市佔率,10.72,MARKET_RATE
10203,第一商業銀行,本國銀行,對中小企業,520641000000,LN_SME
10203,第一商業銀行,本國銀行,佔放款%,42.29,LN_SME_RATE
10203,第一商業銀行,本國銀行,市佔率,11.6,MARKET_RATE
10203,華南商業銀行,本國銀行,對中小企業,364878000000,LN_SME
10203,華南商業銀行,本國銀行,佔放款%,29.47,LN_SME_RATE
10203,華南商業銀行,本國銀行,市佔率,8.13,MARKET_RATE
10203,彰化商業銀行,本國銀行,對中小企業,303219000000,LN_SME
10203,彰化商業銀行,本國銀行,佔放款%,30.29,LN_SME_RATE
10203,彰化商業銀行,本國銀行,市佔率,6.75,MARKET_RATE
10203,上海商業儲蓄銀行,本國銀行,對中小企業,139563000000,LN_SME
10203,上海商業儲蓄銀行,本國銀行,佔放款%,37.92,LN_SME_RATE
10203,上海商業儲蓄銀行,本國銀行,市佔率,3.11,MARKET_RATE
10203,台北富邦銀行,本國銀行,對中小企業,83989000000,LN_SME
10203,台北富邦銀行,本國銀行,佔放款%,9.09,LN_SME_RATE
10203,台北富邦銀行,本國銀行,市佔率,1.87,MARKET_RATE
10203,國泰世華商業銀行,本國銀行,對中小企業,106809000000,LN_SME
10203,國泰世華商業銀行,本國銀行,佔放款%,12.69,LN_SME_RATE
10203,國泰世華商業銀行,本國銀行,市佔率,2.38,MARKET_RATE
10203,中國輸出入銀行,本國銀行,對中小企業,6914000000,LN_SME
10203,中國輸出入銀行,本國銀行,佔放款%,13.67,LN_SME_RATE
10203,中國輸出入銀行,本國銀行,市佔率,0.15,MARKET_RATE
10203,高雄銀行,本國銀行,對中小企業,42839000000,LN_SME
10203,高雄銀行,本國銀行,佔放款%,27.82,LN_SME_RATE
10203,高雄銀行,本國銀行,市佔率,0.95,MARKET_RATE
10203,兆豐國際商業銀行,本國銀行,對中小企業,290731000000,LN_SME
10203,兆豐國際商業銀行,本國銀行,佔放款%,28.65,LN_SME_RATE
10203,兆豐國際商業銀行,本國銀行,市佔率,6.48,MARKET_RATE
10203,花旗,本國銀行,對中小企業,7472000000,LN_SME
10203,花旗,本國銀行,佔放款%,4.41,LN_SME_RATE
10203,花旗,本國銀行,市佔率,0.17,MARKET_RATE
10203,中華開發工業銀行,本國銀行,對中小企業,309000000,LN_SME
10203,中華開發工業銀行,本國銀行,佔放款%,0.51,LN_SME_RATE
10203,中華開發工業銀行,本國銀行,市佔率,0.01,MARKET_RATE
10203,臺灣工業銀行,本國銀行,對中小企業,1980000000,LN_SME
10203,臺灣工業銀行,本國銀行,佔放款%,3.08,LN_SME_RATE
10203,臺灣工業銀行,本國銀行,市佔率,0.04,MARKET_RATE
10203,匯豐,本國銀行,對中小企業,2498000000,LN_SME
10203,匯豐,本國銀行,佔放款%,1.48,LN_SME_RATE
10203,匯豐,本國銀行,市佔率,0.06,MARKET_RATE
10203,大台北商業銀行,本國銀行,對中小企業,3102000000,LN_SME
10203,大台北商業銀行,本國銀行,佔放款%,8.79,LN_SME_RATE
10203,大台北商業銀行,本國銀行,市佔率,0.07,MARKET_RATE
10203,華泰商業銀行,本國銀行,對中小企業,28148000000,LN_SME
10203,華泰商業銀行,本國銀行,佔放款%,33.17,LN_SME_RATE
10203,華泰商業銀行,本國銀行,市佔率,0.63,MARKET_RATE
10203,臺灣新光商業銀行,本國銀行,對中小企業,108436000000,LN_SME
10203,臺灣新光商業銀行,本國銀行,佔放款%,28.1,LN_SME_RATE
10203,臺灣新光商業銀行,本國銀行,市佔率,2.42,MARKET_RATE
10203,陽信商業銀行,本國銀行,對中小企業,58234000000,LN_SME
10203,陽信商業銀行,本國銀行,佔放款%,30.79,LN_SME_RATE
10203,陽信商業銀行,本國銀行,市佔率,1.3,MARKET_RATE
10203,板信商業銀行,本國銀行,對中小企業,21201000000,LN_SME
10203,板信商業銀行,本國銀行,佔放款%,22.92,LN_SME_RATE
10203,板信商業銀行,本國銀行,市佔率,0.47,MARKET_RATE
10203,三信商業銀行,本國銀行,對中小企業,16865000000,LN_SME
10203,三信商業銀行,本國銀行,佔放款%,18.42,LN_SME_RATE
10203,三信商業銀行,本國銀行,市佔率,0.38,MARKET_RATE
10203,聯邦商業銀行,本國銀行,對中小企業,32444000000,LN_SME
10203,聯邦商業銀行,本國銀行,佔放款%,15.21,LN_SME_RATE
10203,聯邦商業銀行,本國銀行,市佔率,0.72,MARKET_RATE
10203,遠東國際商業銀行,本國銀行,對中小企業,15939000000,LN_SME
10203,遠東國際商業銀行,本國銀行,佔放款%,5.92,LN_SME_RATE
10203,遠東國際商業銀行,本國銀行,市佔率,0.35,MARKET_RATE
10203,元大商業銀行,本國銀行,對中小企業,80149000000,LN_SME
10203,元大商業銀行,本國銀行,佔放款%,23.62,LN_SME_RATE
10203,元大商業銀行,本國銀行,市佔率,1.79,MARKET_RATE
10203,永豐商業銀行,本國銀行,對中小企業,115784000000,LN_SME
10203,永豐商業銀行,本國銀行,佔放款%,18.86,LN_SME_RATE
10203,永豐商業銀行,本國銀行,市佔率,2.58,MARKET_RATE
10203,玉山商業銀行,本國銀行,對中小企業,196759000000,LN_SME
10203,玉山商業銀行,本國銀行,佔放款%,28.34,LN_SME_RATE
10203,玉山商業銀行,本國銀行,市佔率,4.38,MARKET_RATE
10203,萬泰商業銀行,本國銀行,對中小企業,15254000000,LN_SME
10203,萬泰商業銀行,本國銀行,佔放款%,17.67,LN_SME_RATE
10203,萬泰商業銀行,本國銀行,市佔率,0.34,MARKET_RATE
10203,星展,本國銀行,對中小企業,22570000000,LN_SME
10203,星展,本國銀行,佔放款%,14.63,LN_SME_RATE
10203,星展,本國銀行,市佔率,0.5,MARKET_RATE
10203,台新國際商業銀行,本國銀行,對中小企業,66250000000,LN_SME
10203,台新國際商業銀行,本國銀行,佔放款%,11.31,LN_SME_RATE
10203,台新國際商業銀行,本國銀行,市佔率,1.48,MARKET_RATE
10203,大眾商業銀行,本國銀行,對中小企業,19919000000,LN_SME
10203,大眾商業銀行,本國銀行,佔放款%,8.65,LN_SME_RATE
10203,大眾商業銀行,本國銀行,市佔率,0.44,MARKET_RATE
10203,日盛國際商業銀行,本國銀行,對中小企業,16589000000,LN_SME
10203,日盛國際商業銀行,本國銀行,佔放款%,14.03,LN_SME_RATE
10203,日盛國際商業銀行,本國銀行,市佔率,0.37,MARKET_RATE
10203,安泰商業銀行,本國銀行,對中小企業,52634000000,LN_SME
10203,安泰商業銀行,本國銀行,佔放款%,26.82,LN_SME_RATE
10203,安泰商業銀行,本國銀行,市佔率,1.17,MARKET_RATE
10203,中國信託商業銀行,本國銀行,對中小企業,96301000000,LN_SME
10203,中國信託商業銀行,本國銀行,佔放款%,10.7,LN_SME_RATE
10203,中國信託商業銀行,本國銀行,市佔率,2.14,MARKET_RATE
10203,臺灣中小企業銀行,本國銀行,對中小企業,370380000000,LN_SME
10203,臺灣中小企業銀行,本國銀行,佔放款%,41.27,LN_SME_RATE
10203,臺灣中小企業銀行,本國銀行,市佔率,8.25,MARKET_RATE
10203,渣打國際商業銀行,本國銀行,對中小企業,21183000000,LN_SME
10203,渣打國際商業銀行,本國銀行,佔放款%,7.1,LN_SME_RATE
10203,渣打國際商業銀行,本國銀行,市佔率,0.47,MARKET_RATE
10203,台中商業銀行,本國銀行,對中小企業,126729000000,LN_SME
10203,台中商業銀行,本國銀行,佔放款%,40.23,LN_SME_RATE
10203,台中商業銀行,本國銀行,市佔率,2.82,MARKET_RATE
10203,京城商業銀行,本國銀行,對中小企業,25713000000,LN_SME
10203,京城商業銀行,本國銀行,佔放款%,27.05,LN_SME_RATE
10203,京城商業銀行,本國銀行,市佔率,0.57,MARKET_RATE
10203,小計,外國銀行在台分行,對中小企業,16640000000,LN_SME
10203,小計,外國銀行在台分行,佔放款%,3.05,LN_SME_RATE
10203,小計,外國銀行在台分行,市佔率,0.37,MARKET_RATE
10203,大陸地區銀行在臺分行,本國銀行,對中小企業,2000000,LN_SME
10203,大陸地區銀行在臺分行,本國銀行,佔放款%,0.11,LN_SME_RATE
10203,大陸地區銀行在臺分行,本國銀行,市佔率,0.0,MARKET_RATE
