年月,銀行,銀行類別,項目,數值,欄位名稱
10007,總計,全體總和,對中小企業,3979895000000,LN_SME
10007,總計,全體總和,佔放款%,20.64,LN_SME_RATE
10007,總計,全體總和,市佔率,100.0,MARKET_RATE
10007,臺灣銀行,本國銀行,對中小企業,255120000000,LN_SME
10007,臺灣銀行,本國銀行,佔放款%,13.04,LN_SME_RATE
10007,臺灣銀行,本國銀行,市佔率,6.41,MARKET_RATE
10007,臺灣土地銀行,本國銀行,對中小企業,266762000000,LN_SME
10007,臺灣土地銀行,本國銀行,佔放款%,16.14,LN_SME_RATE
10007,臺灣土地銀行,本國銀行,市佔率,6.7,MARKET_RATE
10007,合作金庫商業銀行,本國銀行,對中小企業,459146000000,LN_SME
10007,合作金庫商業銀行,本國銀行,佔放款%,25.63,LN_SME_RATE
10007,合作金庫商業銀行,本國銀行,市佔率,11.54,MARKET_RATE
10007,第一商業銀行,本國銀行,對中小企業,504843000000,LN_SME
10007,第一商業銀行,本國銀行,佔放款%,42.41,LN_SME_RATE
10007,第一商業銀行,本國銀行,市佔率,12.68,MARKET_RATE
10007,華南商業銀行,本國銀行,對中小企業,332235000000,LN_SME
10007,華南商業銀行,本國銀行,佔放款%,27.55,LN_SME_RATE
10007,華南商業銀行,本國銀行,市佔率,8.35,MARKET_RATE
10007,彰化商業銀行,本國銀行,對中小企業,282220000000,LN_SME
10007,彰化商業銀行,本國銀行,佔放款%,28.08,LN_SME_RATE
10007,彰化商業銀行,本國銀行,市佔率,7.09,MARKET_RATE
10007,上海商業儲蓄銀行,本國銀行,對中小企業,120880000000,LN_SME
10007,上海商業儲蓄銀行,本國銀行,佔放款%,37.12,LN_SME_RATE
10007,上海商業儲蓄銀行,本國銀行,市佔率,3.04,MARKET_RATE
10007,台北富邦銀行,本國銀行,對中小企業,84386000000,LN_SME
10007,台北富邦銀行,本國銀行,佔放款%,10.39,LN_SME_RATE
10007,台北富邦銀行,本國銀行,市佔率,2.12,MARKET_RATE
10007,國泰世華商業銀行,本國銀行,對中小企業,105820000000,LN_SME
10007,國泰世華商業銀行,本國銀行,佔放款%,12.61,LN_SME_RATE
10007,國泰世華商業銀行,本國銀行,市佔率,2.66,MARKET_RATE
10007,中國輸出入銀行,本國銀行,對中小企業,6917000000,LN_SME
10007,中國輸出入銀行,本國銀行,佔放款%,14.14,LN_SME_RATE
10007,中國輸出入銀行,本國銀行,市佔率,0.17,MARKET_RATE
10007,高雄銀行,本國銀行,對中小企業,35828000000,LN_SME
10007,高雄銀行,本國銀行,佔放款%,22.44,LN_SME_RATE
10007,高雄銀行,本國銀行,市佔率,0.9,MARKET_RATE
10007,兆豐國際商業銀行,本國銀行,對中小企業,266754000000,LN_SME
10007,兆豐國際商業銀行,本國銀行,佔放款%,27.53,LN_SME_RATE
10007,兆豐國際商業銀行,本國銀行,市佔率,6.7,MARKET_RATE
10007,花旗,本國銀行,對中小企業,7400000000,LN_SME
10007,花旗,本國銀行,佔放款%,4.4,LN_SME_RATE
10007,花旗,本國銀行,市佔率,0.19,MARKET_RATE
10007,中華開發工業銀行,本國銀行,對中小企業,428000000,LN_SME
10007,中華開發工業銀行,本國銀行,佔放款%,0.72,LN_SME_RATE
10007,中華開發工業銀行,本國銀行,市佔率,0.01,MARKET_RATE
10007,臺灣工業銀行,本國銀行,對中小企業,3920000000,LN_SME
10007,臺灣工業銀行,本國銀行,佔放款%,7.24,LN_SME_RATE
10007,臺灣工業銀行,本國銀行,市佔率,0.1,MARKET_RATE
10007,匯豐,本國銀行,對中小企業,7145000000,LN_SME
10007,匯豐,本國銀行,佔放款%,5.06,LN_SME_RATE
10007,匯豐,本國銀行,市佔率,0.18,MARKET_RATE
10007,大台北商業銀行,本國銀行,對中小企業,1639000000,LN_SME
10007,大台北商業銀行,本國銀行,佔放款%,5.08,LN_SME_RATE
10007,大台北商業銀行,本國銀行,市佔率,0.04,MARKET_RATE
10007,華泰商業銀行,本國銀行,對中小企業,25335000000,LN_SME
10007,華泰商業銀行,本國銀行,佔放款%,28.47,LN_SME_RATE
10007,華泰商業銀行,本國銀行,市佔率,0.64,MARKET_RATE
10007,臺灣新光商業銀行,本國銀行,對中小企業,62726000000,LN_SME
10007,臺灣新光商業銀行,本國銀行,佔放款%,18.83,LN_SME_RATE
10007,臺灣新光商業銀行,本國銀行,市佔率,1.58,MARKET_RATE
10007,陽信商業銀行,本國銀行,對中小企業,31967000000,LN_SME
10007,陽信商業銀行,本國銀行,佔放款%,18.49,LN_SME_RATE
10007,陽信商業銀行,本國銀行,市佔率,0.8,MARKET_RATE
10007,板信商業銀行,本國銀行,對中小企業,24807000000,LN_SME
10007,板信商業銀行,本國銀行,佔放款%,23.41,LN_SME_RATE
10007,板信商業銀行,本國銀行,市佔率,0.62,MARKET_RATE
10007,三信商業銀行,本國銀行,對中小企業,13369000000,LN_SME
10007,三信商業銀行,本國銀行,佔放款%,15.79,LN_SME_RATE
10007,三信商業銀行,本國銀行,市佔率,0.34,MARKET_RATE
10007,聯邦商業銀行,本國銀行,對中小企業,24109000000,LN_SME
10007,聯邦商業銀行,本國銀行,佔放款%,12.8,LN_SME_RATE
10007,聯邦商業銀行,本國銀行,市佔率,0.61,MARKET_RATE
10007,遠東國際商業銀行,本國銀行,對中小企業,9935000000,LN_SME
10007,遠東國際商業銀行,本國銀行,佔放款%,4.14,LN_SME_RATE
10007,遠東國際商業銀行,本國銀行,市佔率,0.25,MARKET_RATE
10007,元大商業銀行,本國銀行,對中小企業,69995000000,LN_SME
10007,元大商業銀行,本國銀行,佔放款%,23.35,LN_SME_RATE
10007,元大商業銀行,本國銀行,市佔率,1.76,MARKET_RATE
10007,永豐商業銀行,本國銀行,對中小企業,92189000000,LN_SME
10007,永豐商業銀行,本國銀行,佔放款%,15.4,LN_SME_RATE
10007,永豐商業銀行,本國銀行,市佔率,2.32,MARKET_RATE
10007,玉山商業銀行,本國銀行,對中小企業,150498000000,LN_SME
10007,玉山商業銀行,本國銀行,佔放款%,25.38,LN_SME_RATE
10007,玉山商業銀行,本國銀行,市佔率,3.78,MARKET_RATE
10007,萬泰商業銀行,本國銀行,對中小企業,15106000000,LN_SME
10007,萬泰商業銀行,本國銀行,佔放款%,21.32,LN_SME_RATE
10007,萬泰商業銀行,本國銀行,市佔率,0.38,MARKET_RATE
10007,台新國際商業銀行,本國銀行,對中小企業,53867000000,LN_SME
10007,台新國際商業銀行,本國銀行,佔放款%,10.3,LN_SME_RATE
10007,台新國際商業銀行,本國銀行,市佔率,1.35,MARKET_RATE
10007,大眾商業銀行,本國銀行,對中小企業,5627000000,LN_SME
10007,大眾商業銀行,本國銀行,佔放款%,2.36,LN_SME_RATE
