年月,銀行,銀行類別,項目,數值,欄位名稱
9704,總計,全體總和,對中小企業,3125370000000,LN_SME
9704,總計,全體總和,佔放款%,18.28,LN_SME_RATE
9704,總計,全體總和,市佔率,100.0,MARKET_RATE
9704,中央信託局,本國銀行,對中小企業,0,LN_SME
9704,中央信託局,本國銀行,佔放款%,0.0,LN_SME_RATE
9704,中央信託局,本國銀行,市佔率,0.0,MARKET_RATE
9704,臺灣銀行,本國銀行,對中小企業,205994000000,LN_SME
9704,臺灣銀行,本國銀行,佔放款%,10.84,LN_SME_RATE
9704,臺灣銀行,本國銀行,市佔率,6.59,MARKET_RATE
9704,臺灣土地銀行,本國銀行,對中小企業,183962000000,LN_SME
9704,臺灣土地銀行,本國銀行,佔放款%,12.58,LN_SME_RATE
9704,臺灣土地銀行,本國銀行,市佔率,5.89,MARKET_RATE
9704,合作金庫商業銀行,本國銀行,對中小企業,353470000000,LN_SME
9704,合作金庫商業銀行,本國銀行,佔放款%,21.23,LN_SME_RATE
9704,合作金庫商業銀行,本國銀行,市佔率,11.31,MARKET_RATE
9704,第一商業銀行,本國銀行,對中小企業,323012000000,LN_SME
9704,第一商業銀行,本國銀行,佔放款%,35.4,LN_SME_RATE
9704,第一商業銀行,本國銀行,市佔率,10.34,MARKET_RATE
9704,華南商業銀行,本國銀行,對中小企業,280471000000,LN_SME
9704,華南商業銀行,本國銀行,佔放款%,28.34,LN_SME_RATE
9704,華南商業銀行,本國銀行,市佔率,8.97,MARKET_RATE
9704,彰化商業銀行,本國銀行,對中小企業,211588000000,LN_SME
9704,彰化商業銀行,本國銀行,佔放款%,25.01,LN_SME_RATE
9704,彰化商業銀行,本國銀行,市佔率,6.77,MARKET_RATE
9704,花旗,本國銀行,對中小企業,25498000000,LN_SME
9704,花旗,本國銀行,佔放款%,24.67,LN_SME_RATE
9704,花旗,本國銀行,市佔率,0.82,MARKET_RATE
9704,上海商業儲蓄銀行,本國銀行,對中小企業,67492000000,LN_SME
9704,上海商業儲蓄銀行,本國銀行,佔放款%,28.03,LN_SME_RATE
9704,上海商業儲蓄銀行,本國銀行,市佔率,2.16,MARKET_RATE
9704,台北富邦銀行,本國銀行,對中小企業,83106000000,LN_SME
9704,台北富邦銀行,本國銀行,佔放款%,12.5,LN_SME_RATE
9704,台北富邦銀行,本國銀行,市佔率,2.66,MARKET_RATE
9704,國泰世華商業銀行,本國銀行,對中小企業,78999000000,LN_SME
9704,國泰世華商業銀行,本國銀行,佔放款%,11.27,LN_SME_RATE
9704,國泰世華商業銀行,本國銀行,市佔率,2.53,MARKET_RATE
9704,中國輸出入銀行,本國銀行,對中小企業,4066000000,LN_SME
9704,中國輸出入銀行,本國銀行,佔放款%,12.64,LN_SME_RATE
9704,中國輸出入銀行,本國銀行,市佔率,0.13,MARKET_RATE
9704,高雄銀行,本國銀行,對中小企業,22649000000,LN_SME
9704,高雄銀行,本國銀行,佔放款%,20.12,LN_SME_RATE
9704,高雄銀行,本國銀行,市佔率,0.72,MARKET_RATE
9704,兆豐國際商業銀行,本國銀行,對中小企業,197434000000,LN_SME
9704,兆豐國際商業銀行,本國銀行,佔放款%,21.36,LN_SME_RATE
9704,兆豐國際商業銀行,本國銀行,市佔率,6.32,MARKET_RATE
9704,中華開發工業銀行,本國銀行,對中小企業,3824000000,LN_SME
9704,中華開發工業銀行,本國銀行,佔放款%,5.42,LN_SME_RATE
9704,中華開發工業銀行,本國銀行,市佔率,0.12,MARKET_RATE
9704,臺灣工業銀行,本國銀行,對中小企業,4097000000,LN_SME
9704,臺灣工業銀行,本國銀行,佔放款%,7.15,LN_SME_RATE
9704,臺灣工業銀行,本國銀行,市佔率,0.13,MARKET_RATE
9704,稻江商業銀行,本國銀行,對中小企業,2122000000,LN_SME
9704,稻江商業銀行,本國銀行,佔放款%,8.26,LN_SME_RATE
9704,稻江商業銀行,本國銀行,市佔率,0.07,MARKET_RATE
9704,華泰商業銀行,本國銀行,對中小企業,16209000000,LN_SME
9704,華泰商業銀行,本國銀行,佔放款%,18.75,LN_SME_RATE
9704,華泰商業銀行,本國銀行,市佔率,0.52,MARKET_RATE
9704,臺灣新光商業銀行,本國銀行,對中小企業,28616000000,LN_SME
9704,臺灣新光商業銀行,本國銀行,佔放款%,10.38,LN_SME_RATE
9704,臺灣新光商業銀行,本國銀行,市佔率,0.92,MARKET_RATE
9704,陽信商業銀行,本國銀行,對中小企業,24458000000,LN_SME
9704,陽信商業銀行,本國銀行,佔放款%,14.59,LN_SME_RATE
9704,陽信商業銀行,本國銀行,市佔率,0.78,MARKET_RATE
9704,板信商業銀行,本國銀行,對中小企業,14033000000,LN_SME
9704,板信商業銀行,本國銀行,佔放款%,11.33,LN_SME_RATE
9704,板信商業銀行,本國銀行,市佔率,0.45,MARKET_RATE
9704,三信商業銀行,本國銀行,對中小企業,9443000000,LN_SME
9704,三信商業銀行,本國銀行,佔放款%,11.86,LN_SME_RATE
9704,三信商業銀行,本國銀行,市佔率,0.3,MARKET_RATE
9704,聯邦商業銀行,本國銀行,對中小企業,30831000000,LN_SME
9704,聯邦商業銀行,本國銀行,佔放款%,15.61,LN_SME_RATE
9704,聯邦商業銀行,本國銀行,市佔率,0.99,MARKET_RATE
9704,中華商業銀行,本國銀行,對中小企業,0,LN_SME
9704,中華商業銀行,本國銀行,佔放款%,0.0,LN_SME_RATE
9704,中華商業銀行,本國銀行,市佔率,0.0,MARKET_RATE
9704,遠東國際商業銀行,本國銀行,對中小企業,10929000000,LN_SME
9704,遠東國際商業銀行,本國銀行,佔放款%,5.29,LN_SME_RATE
9704,遠東國際商業銀行,本國銀行,市佔率,0.35,MARKET_RATE
9704,元大商業銀行,本國銀行,對中小企業,40910000000,LN_SME
9704,元大商業銀行,本國銀行,佔放款%,18.32,LN_SME_RATE
9704,元大商業銀行,本國銀行,市佔率,1.31,MARKET_RATE
9704,永豐商業銀行,本國銀行,對中小企業,70758000000,LN_SME
9704,永豐商業銀行,本國銀行,佔放款%,13.03,LN_SME_RATE
9704,永豐商業銀行,本國銀行,市佔率,2.26,MARKET_RATE
9704,玉山商業銀行,本國銀行,對中小企業,123099000000,LN_SME
9704,玉山商業銀行,本國銀行,佔放款%,24.46,LN_SME_RATE
9704,玉山商業銀行,本國銀行,市佔率,3.94,MARKET_RATE
9704,萬泰商業銀行,本國銀行,對中小企業,25194000000,LN_SME
9704,萬泰商業銀行,本國銀行,佔放款%,23.0,LN_SME_RATE
9704,萬泰商業銀行,本國銀行,市佔率,0.81,MARKET_RATE
9704,寶華商業銀行,本國銀行,對中小企業,9927000000,LN_SME
9704,寶華商業銀行,本國銀行,佔放款%,18.31,LN_SME_RATE
9704,寶華商業銀行,本國銀行,市佔率,0.32,MARKET_RATE
9704,台新國際商業銀行,本國銀行,對中小企業,20379000000,LN_SME
9704,台新國際商業銀行,本國銀行,佔放款%,3.89,LN_SME_RATE
9704,台新國際商業銀行,本國銀行,市佔率,0.65,MARKET_RATE
9704,大眾商業銀行,本國銀行,對中小企業,8412000000,LN_SME
9704,大眾商業銀行,本國銀行,佔放款%,4.13,LN_SME_RATE
9704,大眾商業銀行,本國銀行,市佔率,0.27,MARKET_RATE
9704,日盛國際商業銀行,本國銀行,對中小企業,12206000000,LN_SME
9704,日盛國際商業銀行,本國銀行,佔放款%,8.41,LN_SME_RATE
9704,日盛國際商業銀行,本國銀行,市佔率,0.39,MARKET_RATE
9704,安泰商業銀行,本國銀行,對中小企業,55462000000,LN_SME
9704,安泰商業銀行,本國銀行,佔放款%,32.8,LN_SME_RATE
9704,安泰商業銀行,本國銀行,市佔率,1.77,MARKET_RATE
9704,中國信託商業銀行,本國銀行,對中小企業,62862000000,LN_SME
9704,中國信託商業銀行,本國銀行,佔放款%,8.88,LN_SME_RATE
9704,中國信託商業銀行,本國銀行,市佔率,2.01,MARKET_RATE
9704,慶豐商業銀行,本國銀行,對中小企業,8929000000,LN_SME
9704,慶豐商業銀行,本國銀行,佔放款%,19.27,LN_SME_RATE
9704,慶豐商業銀行,本國銀行,市佔率,0.29,MARKET_RATE
9704,臺灣中小企業銀行,本國銀行,對中小企業,289947000000,LN_SME
9704,臺灣中小企業銀行,本國銀行,佔放款%,36.29,LN_SME_RATE
9704,臺灣中小企業銀行,本國銀行,市佔率,9.28,MARKET_RATE
9704,渣打國際商業銀行,本國銀行,對中小企業,27482000000,LN_SME
9704,渣打國際商業銀行,本國銀行,佔放款%,9.73,LN_SME_RATE
9704,渣打國際商業銀行,本國銀行,市佔率,0.88,MARKET_RATE
9704,台中商業銀行,本國銀行,對中小企業,70990000000,LN_SME
9704,台中商業銀行,本國銀行,佔放款%,36.71,LN_SME_RATE
9704,台中商業銀行,本國銀行,市佔率,2.27,MARKET_RATE
9704,京城商業銀行,本國銀行,對中小企業,79979000000,LN_SME
9704,京城商業銀行,本國銀行,佔放款%,66.73,LN_SME_RATE
9704,京城商業銀行,本國銀行,市佔率,2.56,MARKET_RATE
