年月,銀行,銀行類別,項目,數值,欄位名稱
9807,總計,全體總和,對中小企業,3024713000000,LN_SME
9807,總計,全體總和,佔放款%,17.76,LN_SME_RATE
9807,總計,全體總和,市佔率,100.0,MARKET_RATE
9807,臺灣銀行,本國銀行,對中小企業,216321000000,LN_SME
9807,臺灣銀行,本國銀行,佔放款%,11.28,LN_SME_RATE
9807,臺灣銀行,本國銀行,市佔率,7.15,MARKET_RATE
9807,臺灣土地銀行,本國銀行,對中小企業,204930000000,LN_SME
9807,臺灣土地銀行,本國銀行,佔放款%,13.49,LN_SME_RATE
9807,臺灣土地銀行,本國銀行,市佔率,6.78,MARKET_RATE
9807,合作金庫商業銀行,本國銀行,對中小企業,383189000000,LN_SME
9807,合作金庫商業銀行,本國銀行,佔放款%,22.74,LN_SME_RATE
9807,合作金庫商業銀行,本國銀行,市佔率,12.67,MARKET_RATE
9807,第一商業銀行,本國銀行,對中小企業,316976000000,LN_SME
9807,第一商業銀行,本國銀行,佔放款%,32.26,LN_SME_RATE
9807,第一商業銀行,本國銀行,市佔率,10.48,MARKET_RATE
9807,華南商業銀行,本國銀行,對中小企業,270203000000,LN_SME
9807,華南商業銀行,本國銀行,佔放款%,27.12,LN_SME_RATE
9807,華南商業銀行,本國銀行,市佔率,8.93,MARKET_RATE
9807,彰化商業銀行,本國銀行,對中小企業,213433000000,LN_SME
9807,彰化商業銀行,本國銀行,佔放款%,24.89,LN_SME_RATE
9807,彰化商業銀行,本國銀行,市佔率,7.06,MARKET_RATE
9807,花旗,本國銀行,對中小企業,7760000000,LN_SME
9807,花旗,本國銀行,佔放款%,16.55,LN_SME_RATE
9807,花旗,本國銀行,市佔率,0.26,MARKET_RATE
9807,上海商業儲蓄銀行,本國銀行,對中小企業,72635000000,LN_SME
9807,上海商業儲蓄銀行,本國銀行,佔放款%,28.3,LN_SME_RATE
9807,上海商業儲蓄銀行,本國銀行,市佔率,2.4,MARKET_RATE
9807,台北富邦銀行,本國銀行,對中小企業,72790000000,LN_SME
9807,台北富邦銀行,本國銀行,佔放款%,9.8,LN_SME_RATE
9807,台北富邦銀行,本國銀行,市佔率,2.41,MARKET_RATE
9807,國泰世華商業銀行,本國銀行,對中小企業,78110000000,LN_SME
9807,國泰世華商業銀行,本國銀行,佔放款%,11.24,LN_SME_RATE
9807,國泰世華商業銀行,本國銀行,市佔率,2.58,MARKET_RATE
9807,中國輸出入銀行,本國銀行,對中小企業,4367000000,LN_SME
9807,中國輸出入銀行,本國銀行,佔放款%,10.11,LN_SME_RATE
9807,中國輸出入銀行,本國銀行,市佔率,0.14,MARKET_RATE
9807,高雄銀行,本國銀行,對中小企業,22872000000,LN_SME
9807,高雄銀行,本國銀行,佔放款%,18.67,LN_SME_RATE
9807,高雄銀行,本國銀行,市佔率,0.76,MARKET_RATE
9807,兆豐國際商業銀行,本國銀行,對中小企業,201597000000,LN_SME
9807,兆豐國際商業銀行,本國銀行,佔放款%,22.08,LN_SME_RATE
9807,兆豐國際商業銀行,本國銀行,市佔率,6.67,MARKET_RATE
9807,中華開發工業銀行,本國銀行,對中小企業,2351000000,LN_SME
9807,中華開發工業銀行,本國銀行,佔放款%,3.79,LN_SME_RATE
9807,中華開發工業銀行,本國銀行,市佔率,0.08,MARKET_RATE
9807,臺灣工業銀行,本國銀行,對中小企業,2519000000,LN_SME
9807,臺灣工業銀行,本國銀行,佔放款%,4.76,LN_SME_RATE
9807,臺灣工業銀行,本國銀行,市佔率,0.08,MARKET_RATE
9807,大台北商業銀行,本國銀行,對中小企業,1484000000,LN_SME
9807,大台北商業銀行,本國銀行,佔放款%,5.49,LN_SME_RATE
9807,大台北商業銀行,本國銀行,市佔率,0.05,MARKET_RATE
9807,華泰商業銀行,本國銀行,對中小企業,18290000000,LN_SME
9807,華泰商業銀行,本國銀行,佔放款%,22.58,LN_SME_RATE
9807,華泰商業銀行,本國銀行,市佔率,0.6,MARKET_RATE
9807,臺灣新光商業銀行,本國銀行,對中小企業,33374000000,LN_SME
9807,臺灣新光商業銀行,本國銀行,佔放款%,12.11,LN_SME_RATE
9807,臺灣新光商業銀行,本國銀行,市佔率,1.1,MARKET_RATE
9807,陽信商業銀行,本國銀行,對中小企業,21652000000,LN_SME
9807,陽信商業銀行,本國銀行,佔放款%,13.75,LN_SME_RATE
9807,陽信商業銀行,本國銀行,市佔率,0.72,MARKET_RATE
9807,板信商業銀行,本國銀行,對中小企業,18914000000,LN_SME
9807,板信商業銀行,本國銀行,佔放款%,16.0,LN_SME_RATE
9807,板信商業銀行,本國銀行,市佔率,0.63,MARKET_RATE
9807,三信商業銀行,本國銀行,對中小企業,9035000000,LN_SME
9807,三信商業銀行,本國銀行,佔放款%,11.62,LN_SME_RATE
9807,三信商業銀行,本國銀行,市佔率,0.3,MARKET_RATE
9807,聯邦商業銀行,本國銀行,對中小企業,20855000000,LN_SME
9807,聯邦商業銀行,本國銀行,佔放款%,12.52,LN_SME_RATE
9807,聯邦商業銀行,本國銀行,市佔率,0.69,MARKET_RATE
9807,遠東國際商業銀行,本國銀行,對中小企業,8337000000,LN_SME
9807,遠東國際商業銀行,本國銀行,佔放款%,4.18,LN_SME_RATE
9807,遠東國際商業銀行,本國銀行,市佔率,0.28,MARKET_RATE
9807,元大商業銀行,本國銀行,對中小企業,37855000000,LN_SME
9807,元大商業銀行,本國銀行,佔放款%,16.95,LN_SME_RATE
9807,元大商業銀行,本國銀行,市佔率,1.25,MARKET_RATE
9807,永豐商業銀行,本國銀行,對中小企業,73280000000,LN_SME
9807,永豐商業銀行,本國銀行,佔放款%,13.88,LN_SME_RATE
9807,永豐商業銀行,本國銀行,市佔率,2.42,MARKET_RATE
9807,玉山商業銀行,本國銀行,對中小企業,113040000000,LN_SME
9807,玉山商業銀行,本國銀行,佔放款%,22.02,LN_SME_RATE
9807,玉山商業銀行,本國銀行,市佔率,3.74,MARKET_RATE
9807,萬泰商業銀行,本國銀行,對中小企業,18246000000,LN_SME
9807,萬泰商業銀行,本國銀行,佔放款%,22.09,LN_SME_RATE
9807,萬泰商業銀行,本國銀行,市佔率,0.6,MARKET_RATE
9807,台新國際商業銀行,本國銀行,對中小企業,11383000000,LN_SME
