年月,銀行,銀行類別,項目,數值,欄位名稱
10210,總計,全體總和,對中小企業,4716946000000,LN_SME
10210,總計,全體總和,佔放款%,22.93,LN_SME_RATE
10210,總計,全體總和,市佔率,100.0,MARKET_RATE
10210,臺灣銀行,本國銀行,對中小企業,329335000000,LN_SME
10210,臺灣銀行,本國銀行,佔放款%,16.33,LN_SME_RATE
10210,臺灣銀行,本國銀行,市佔率,6.98,MARKET_RATE
10210,臺灣土地銀行,本國銀行,對中小企業,322330000000,LN_SME
10210,臺灣土地銀行,本國銀行,佔放款%,18.75,LN_SME_RATE
10210,臺灣土地銀行,本國銀行,市佔率,6.83,MARKET_RATE
10210,合作金庫商業銀行,本國銀行,對中小企業,502940000000,LN_SME
10210,合作金庫商業銀行,本國銀行,佔放款%,29.52,LN_SME_RATE
10210,合作金庫商業銀行,本國銀行,市佔率,10.66,MARKET_RATE
10210,第一商業銀行,本國銀行,對中小企業,536032000000,LN_SME
10210,第一商業銀行,本國銀行,佔放款%,43.52,LN_SME_RATE
10210,第一商業銀行,本國銀行,市佔率,11.36,MARKET_RATE
10210,華南商業銀行,本國銀行,對中小企業,379700000000,LN_SME
10210,華南商業銀行,本國銀行,佔放款%,30.28,LN_SME_RATE
10210,華南商業銀行,本國銀行,市佔率,8.05,MARKET_RATE
10210,彰化商業銀行,本國銀行,對中小企業,305596000000,LN_SME
10210,彰化商業銀行,本國銀行,佔放款%,30.77,LN_SME_RATE
10210,彰化商業銀行,本國銀行,市佔率,6.48,MARKET_RATE
10210,上海商業儲蓄銀行,本國銀行,對中小企業,151310000000,LN_SME
10210,上海商業儲蓄銀行,本國銀行,佔放款%,38.16,LN_SME_RATE
10210,上海商業儲蓄銀行,本國銀行,市佔率,3.21,MARKET_RATE
10210,台北富邦銀行,本國銀行,對中小企業,82928000000,LN_SME
10210,台北富邦銀行,本國銀行,佔放款%,8.95,LN_SME_RATE
10210,台北富邦銀行,本國銀行,市佔率,1.76,MARKET_RATE
10210,國泰世華商業銀行,本國銀行,對中小企業,104698000000,LN_SME
10210,國泰世華商業銀行,本國銀行,佔放款%,12.51,LN_SME_RATE
10210,國泰世華商業銀行,本國銀行,市佔率,2.22,MARKET_RATE
10210,中國輸出入銀行,本國銀行,對中小企業,7333000000,LN_SME
10210,中國輸出入銀行,本國銀行,佔放款%,14.51,LN_SME_RATE
10210,中國輸出入銀行,本國銀行,市佔率,0.16,MARKET_RATE
10210,高雄銀行,本國銀行,對中小企業,45160000000,LN_SME
10210,高雄銀行,本國銀行,佔放款%,28.2,LN_SME_RATE
10210,高雄銀行,本國銀行,市佔率,0.96,MARKET_RATE
10210,兆豐國際商業銀行,本國銀行,對中小企業,317025000000,LN_SME
10210,兆豐國際商業銀行,本國銀行,佔放款%,29.64,LN_SME_RATE
10210,兆豐國際商業銀行,本國銀行,市佔率,6.72,MARKET_RATE
10210,花旗,本國銀行,對中小企業,7146000000,LN_SME
10210,花旗,本國銀行,佔放款%,3.81,LN_SME_RATE
10210,花旗,本國銀行,市佔率,0.15,MARKET_RATE
10210,澳盛,本國銀行,對中小企業,1271000000,LN_SME
10210,澳盛,本國銀行,佔放款%,1.21,LN_SME_RATE
10210,澳盛,本國銀行,市佔率,0.03,MARKET_RATE
10210,中華開發工業銀行,本國銀行,對中小企業,375000000,LN_SME
10210,中華開發工業銀行,本國銀行,佔放款%,0.6,LN_SME_RATE
10210,中華開發工業銀行,本國銀行,市佔率,0.01,MARKET_RATE
10210,臺灣工業銀行,本國銀行,對中小企業,2395000000,LN_SME
