年月,銀行,銀行類別,項目,數值,欄位名稱
9603,總計,全體總和,對中小企業,2841321000000,LN_SME
9603,總計,全體總和,佔放款%,17.03,LN_SME_RATE
9603,總計,全體總和,市佔率,100.0,MARKET_RATE
9603,中央信託局,本國銀行,對中小企業,3432000000,LN_SME
9603,中央信託局,本國銀行,佔放款%,1.58,LN_SME_RATE
9603,中央信託局,本國銀行,市佔率,0.12,MARKET_RATE
9603,中國農民銀行,本國銀行,對中小企業,0,LN_SME
9603,中國農民銀行,本國銀行,佔放款%,0.0,LN_SME_RATE
9603,中國農民銀行,本國銀行,市佔率,0.0,MARKET_RATE
9603,交通銀行,本國銀行,對中小企業,0,LN_SME
9603,交通銀行,本國銀行,佔放款%,0.0,LN_SME_RATE
9603,交通銀行,本國銀行,市佔率,0.0,MARKET_RATE
9603,臺灣銀行,本國銀行,對中小企業,141227000000,LN_SME
9603,臺灣銀行,本國銀行,佔放款%,9.63,LN_SME_RATE
9603,臺灣銀行,本國銀行,市佔率,4.97,MARKET_RATE
9603,臺灣土地銀行,本國銀行,對中小企業,152738000000,LN_SME
9603,臺灣土地銀行,本國銀行,佔放款%,11.28,LN_SME_RATE
9603,臺灣土地銀行,本國銀行,市佔率,5.38,MARKET_RATE
9603,合作金庫商業銀行,本國銀行,對中小企業,303503000000,LN_SME
9603,合作金庫商業銀行,本國銀行,佔放款%,17.27,LN_SME_RATE
9603,合作金庫商業銀行,本國銀行,市佔率,10.68,MARKET_RATE
9603,第一商業銀行,本國銀行,對中小企業,291551000000,LN_SME
9603,第一商業銀行,本國銀行,佔放款%,33.29,LN_SME_RATE
9603,第一商業銀行,本國銀行,市佔率,10.26,MARKET_RATE
9603,華南商業銀行,本國銀行,對中小企業,253895000000,LN_SME
9603,華南商業銀行,本國銀行,佔放款%,26.12,LN_SME_RATE
9603,華南商業銀行,本國銀行,市佔率,8.94,MARKET_RATE
9603,彰化商業銀行,本國銀行,對中小企業,206301000000,LN_SME
9603,彰化商業銀行,本國銀行,佔放款%,26.08,LN_SME_RATE
9603,彰化商業銀行,本國銀行,市佔率,7.26,MARKET_RATE
9603,華僑商業銀行,本國銀行,對中小企業,34512000000,LN_SME
9603,華僑商業銀行,本國銀行,佔放款%,20.83,LN_SME_RATE
9603,華僑商業銀行,本國銀行,市佔率,1.21,MARKET_RATE
9603,上海商業儲蓄銀行,本國銀行,對中小企業,63019000000,LN_SME
9603,上海商業儲蓄銀行,本國銀行,佔放款%,28.59,LN_SME_RATE
9603,上海商業儲蓄銀行,本國銀行,市佔率,2.22,MARKET_RATE
9603,台北富邦銀行,本國銀行,對中小企業,71759000000,LN_SME
