年月,銀行,銀行類別,項目,數值,英文項目
10204,總計,全行外匯活期存款,總外匯活期存款,2731715000000,My_TOT
10204,總計,全行外匯定期存款,總外匯定期存款,2493680000000,FY_TOT
10204,臺灣銀行,全行外匯活期存款,總外匯活期存款,127935000000,My_TOT
10204,臺灣銀行,全行外匯定期存款,總外匯定期存款,305205000000,FY_TOT
10204,臺灣土地銀行,全行外匯活期存款,總外匯活期存款,43712000000,My_TOT
10204,臺灣土地銀行,全行外匯定期存款,總外匯定期存款,53874000000,FY_TOT
10204,合作金庫商業銀行,全行外匯活期存款,總外匯活期存款,98283000000,My_TOT
10204,合作金庫商業銀行,全行外匯定期存款,總外匯定期存款,111289000000,FY_TOT
10204,第一商業銀行,全行外匯活期存款,總外匯活期存款,169715000000,My_TOT
10204,第一商業銀行,全行外匯定期存款,總外匯定期存款,150381000000,FY_TOT
10204,華南商業銀行,全行外匯活期存款,總外匯活期存款,159320000000,My_TOT
10204,華南商業銀行,全行外匯定期存款,總外匯定期存款,129694000000,FY_TOT
10204,彰化商業銀行,全行外匯活期存款,總外匯活期存款,110757000000,My_TOT
10204,彰化商業銀行,全行外匯定期存款,總外匯定期存款,85188000000,FY_TOT
10204,上海商業儲蓄銀行,全行外匯活期存款,總外匯活期存款,94257000000,My_TOT
10204,上海商業儲蓄銀行,全行外匯定期存款,總外匯定期存款,104722000000,FY_TOT
10204,台北富邦銀行,全行外匯活期存款,總外匯活期存款,112992000000,My_TOT
10204,台北富邦銀行,全行外匯定期存款,總外匯定期存款,118898000000,FY_TOT
10204,國泰世華商業銀行,全行外匯活期存款,總外匯活期存款,103722000000,My_TOT
10204,國泰世華商業銀行,全行外匯定期存款,總外匯定期存款,98517000000,FY_TOT
10204,中國輸出入銀行,全行外匯活期存款,總外匯活期存款,0,My_TOT
10204,中國輸出入銀行,全行外匯定期存款,總外匯定期存款,0,FY_TOT
10204,高雄銀行,全行外匯活期存款,總外匯活期存款,3669000000,My_TOT
10204,高雄銀行,全行外匯定期存款,總外匯定期存款,5185000000,FY_TOT
10204,兆豐國際商業銀行,全行外匯活期存款,總外匯活期存款,364676000000,My_TOT
10204,兆豐國際商業銀行,全行外匯定期存款,總外匯定期存款,326520000000,FY_TOT
10204,花旗,全行外匯活期存款,總外匯活期存款,269022000000,My_TOT
10204,花旗,全行外匯定期存款,總外匯定期存款,27924000000,FY_TOT
10204,澳盛,全行外匯活期存款,總外匯活期存款,65617000000,My_TOT
10204,澳盛,全行外匯定期存款,總外匯定期存款,57846000000,FY_TOT
10204,中華開發工業銀行,全行外匯活期存款,總外匯活期存款,6402000000,My_TOT
10204,中華開發工業銀行,全行外匯定期存款,總外匯定期存款,41544000000,FY_TOT
10204,臺灣工業銀行,全行外匯活期存款,總外匯活期存款,8730000000,My_TOT
10204,臺灣工業銀行,全行外匯定期存款,總外匯定期存款,18070000000,FY_TOT
10204,匯豐,全行外匯活期存款,總外匯活期存款,85968000000,My_TOT
10204,匯豐,全行外匯定期存款,總外匯定期存款,27608000000,FY_TOT
10204,大台北商業銀行,全行外匯活期存款,總外匯活期存款,289000000,My_TOT
10204,大台北商業銀行,全行外匯定期存款,總外匯定期存款,231000000,FY_TOT
10204,華泰商業銀行,全行外匯活期存款,總外匯活期存款,1916000000,My_TOT
10204,華泰商業銀行,全行外匯定期存款,總外匯定期存款,1890000000,FY_TOT
