年月,銀行,銀行類別,項目,數值,英文項目
10208,總計,全行外匯活期存款,總外匯活期存款,2763810000000,My_TOT
10208,總計,全行外匯定期存款,總外匯定期存款,2728489000000,FY_TOT
10208,臺灣銀行,全行外匯活期存款,總外匯活期存款,130630000000,My_TOT
10208,臺灣銀行,全行外匯定期存款,總外匯定期存款,302486000000,FY_TOT
10208,臺灣土地銀行,全行外匯活期存款,總外匯活期存款,42146000000,My_TOT
10208,臺灣土地銀行,全行外匯定期存款,總外匯定期存款,52669000000,FY_TOT
10208,合作金庫商業銀行,全行外匯活期存款,總外匯活期存款,96776000000,My_TOT
10208,合作金庫商業銀行,全行外匯定期存款,總外匯定期存款,122169000000,FY_TOT
10208,第一商業銀行,全行外匯活期存款,總外匯活期存款,177228000000,My_TOT
10208,第一商業銀行,全行外匯定期存款,總外匯定期存款,160386000000,FY_TOT
10208,華南商業銀行,全行外匯活期存款,總外匯活期存款,159460000000,My_TOT
10208,華南商業銀行,全行外匯定期存款,總外匯定期存款,145344000000,FY_TOT
10208,彰化商業銀行,全行外匯活期存款,總外匯活期存款,109475000000,My_TOT
10208,彰化商業銀行,全行外匯定期存款,總外匯定期存款,92077000000,FY_TOT
10208,上海商業儲蓄銀行,全行外匯活期存款,總外匯活期存款,97730000000,My_TOT
10208,上海商業儲蓄銀行,全行外匯定期存款,總外匯定期存款,116297000000,FY_TOT
10208,台北富邦銀行,全行外匯活期存款,總外匯活期存款,120451000000,My_TOT
10208,台北富邦銀行,全行外匯定期存款,總外匯定期存款,144836000000,FY_TOT
10208,國泰世華商業銀行,全行外匯活期存款,總外匯活期存款,117895000000,My_TOT
10208,國泰世華商業銀行,全行外匯定期存款,總外匯定期存款,118163000000,FY_TOT
10208,中國輸出入銀行,全行外匯活期存款,總外匯活期存款,0,My_TOT
10208,中國輸出入銀行,全行外匯定期存款,總外匯定期存款,0,FY_TOT
10208,高雄銀行,全行外匯活期存款,總外匯活期存款,3679000000,My_TOT
10208,高雄銀行,全行外匯定期存款,總外匯定期存款,5636000000,FY_TOT
10208,兆豐國際商業銀行,全行外匯活期存款,總外匯活期存款,359215000000,My_TOT
10208,兆豐國際商業銀行,全行外匯定期存款,總外匯定期存款,345372000000,FY_TOT
10208,花旗,全行外匯活期存款,總外匯活期存款,276055000000,My_TOT
10208,花旗,全行外匯定期存款,總外匯定期存款,31606000000,FY_TOT
10208,澳盛,全行外匯活期存款,總外匯活期存款,47246000000,My_TOT
10208,澳盛,全行外匯定期存款,總外匯定期存款,64084000000,FY_TOT
10208,中華開發工業銀行,全行外匯活期存款,總外匯活期存款,5818000000,My_TOT
10208,中華開發工業銀行,全行外匯定期存款,總外匯定期存款,47720000000,FY_TOT
10208,臺灣工業銀行,全行外匯活期存款,總外匯活期存款,9173000000,My_TOT
10208,臺灣工業銀行,全行外匯定期存款,總外匯定期存款,16150000000,FY_TOT
10208,匯豐,全行外匯活期存款,總外匯活期存款,87882000000,My_TOT
10208,匯豐,全行外匯定期存款,總外匯定期存款,30590000000,FY_TOT
10208,大台北商業銀行,全行外匯活期存款,總外匯活期存款,303000000,My_TOT
10208,大台北商業銀行,全行外匯定期存款,總外匯定期存款,334000000,FY_TOT
10208,華泰商業銀行,全行外匯活期存款,總外匯活期存款,2185000000,My_TOT
10208,華泰商業銀行,全行外匯定期存款,總外匯定期存款,2345000000,FY_TOT
10208,臺灣新光商業銀行,全行外匯活期存款,總外匯活期存款,36561000000,My_TOT
10208,臺灣新光商業銀行,全行外匯定期存款,總外匯定期存款,40836000000,FY_TOT
10208,陽信商業銀行,全行外匯活期存款,總外匯活期存款,3789000000,My_TOT
10208,陽信商業銀行,全行外匯定期存款,總外匯定期存款,5069000000,FY_TOT
10208,板信商業銀行,全行外匯活期存款,總外匯活期存款,3784000000,My_TOT
10208,板信商業銀行,全行外匯定期存款,總外匯定期存款,4620000000,FY_TOT
10208,三信商業銀行,全行外匯活期存款,總外匯活期存款,694000000,My_TOT
10208,三信商業銀行,全行外匯定期存款,總外匯定期存款,749000000,FY_TOT
10208,聯邦商業銀行,全行外匯活期存款,總外匯活期存款,10405000000,My_TOT
10208,聯邦商業銀行,全行外匯定期存款,總外匯定期存款,24691000000,FY_TOT
10208,遠東國際商業銀行,全行外匯活期存款,總外匯活期存款,16602000000,My_TOT
10208,遠東國際商業銀行,全行外匯定期存款,總外匯定期存款,36715000000,FY_TOT
10208,元大商業銀行,全行外匯活期存款,總外匯活期存款,24996000000,My_TOT
10208,元大商業銀行,全行外匯定期存款,總外匯定期存款,44502000000,FY_TOT
10208,永豐商業銀行,全行外匯活期存款,總外匯活期存款,114675000000,My_TOT
10208,永豐商業銀行,全行外匯定期存款,總外匯定期存款,113763000000,FY_TOT
10208,玉山商業銀行,全行外匯活期存款,總外匯活期存款,81481000000,My_TOT
10208,玉山商業銀行,全行外匯定期存款,總外匯定期存款,89524000000,FY_TOT
10208,萬泰商業銀行,全行外匯活期存款,總外匯活期存款,4197000000,My_TOT
10208,萬泰商業銀行,全行外匯定期存款,總外匯定期存款,9340000000,FY_TOT
10208,星展,全行外匯活期存款,總外匯活期存款,19077000000,My_TOT
10208,星展,全行外匯定期存款,總外匯定期存款,25182000000,FY_TOT
10208,台新國際商業銀行,全行外匯活期存款,總外匯活期存款,87535000000,My_TOT
10208,台新國際商業銀行,全行外匯定期存款,總外匯定期存款,77917000000,FY_TOT
10208,大眾商業銀行,全行外匯活期存款,總外匯活期存款,30741000000,My_TOT
10208,大眾商業銀行,全行外匯定期存款,總外匯定期存款,31188000000,FY_TOT
10208,日盛國際商業銀行,全行外匯活期存款,總外匯活期存款,8204000000,My_TOT
10208,日盛國際商業銀行,全行外匯定期存款,總外匯定期存款,14329000000,FY_TOT
10208,安泰商業銀行,全行外匯活期存款,總外匯活期存款,8828000000,My_TOT
10208,安泰商業銀行,全行外匯定期存款,總外匯定期存款,24353000000,FY_TOT
10208,中國信託商業銀行,全行外匯活期存款,總外匯活期存款,205358000000,My_TOT
10208,中國信託商業銀行,全行外匯定期存款,總外匯定期存款,195053000000,FY_TOT
