年月,項目,數值,欄位名
9901,M1B,10534688000000,M1B
9901,金融機構存款餘額,29121776000000,F_Ins_Dp
9901,金融機構放款餘額,19859298000000,F_Ins_Ln
9901,貨幣機構存款餘額,29121776000000,C_Ins_Dp
9901,貨幣機構放款餘額,18658127000000,C_Ins_Ln
9901,一般銀行國內總分行對中小企業放款,3169721000000,Country_SME
9901,一般銀行國內總分行及信用合作社消費者貸款餘額,982083000000,Country_C_CL
9901,一般銀行國內總分行消費者貸款餘額,6608706000000,Country_CL
9901,票券公司票債券交易金額(本月),3922953000000,Bund_Txn_Amt
9901,票券公司票債券交易金額(本年）,3922953000000,Bund_Txn_Amt_TY
9901,股價指數,7640.44,Stock_Index
9901,WPI,94.26,WPI
9901,CPI,97.87,CPI
9901,匯率,31.99,Exchange_Rate
9901,央行重貼現率,1.25,Rediscount_Rate
9901,基準利率,2.564,B_Ins_Rate
9901,經濟成長率,13.11,GDP
9901,外匯存底,350711000000,Y_DP
