年月,項目,數值,欄位名
10302,M1B,13683722000000,M1B
10302,金融機構存款餘額,35114204000000,F_Ins_Dp
10302,金融機構放款餘額,24074990000000,F_Ins_Ln
10302,貨幣機構存款餘額,35114204000000,C_Ins_Dp
10302,貨幣機構放款餘額,22626365000000,C_Ins_Ln
10302,一般銀行國內總分行對中小企業放款,4781578000000,Country_SME
10302,一般銀行國內總分行及信用合作社消費者貸款餘額,1228533000000,Country_C_CL
10302,一般銀行國內總分行消費者貸款餘額,6895843000000,Country_CL
10302,票券公司票債券交易金額(本月),2973019000000,Bund_Txn_Amt
10302,票券公司票債券交易金額(本年）,6388699000000,Bund_Txn_Amt_TY
10302,股價指數,8639.58,Stock_Index
10302,WPI,97.56,WPI
10302,CPI,102.85,CPI
10302,匯率,30.355,Exchange_Rate
10302,央行重貼現率,1.875,Rediscount_Rate
10302,基準利率,2.883,B_Ins_Rate
10302,經濟成長率,3.02,GDP
10302,外匯存底,417978000000,Y_DP
