年月,項目,數值,欄位名
10002,M1B,11556019000000,M1B
10002,金融機構存款餘額,30666255000000,F_Ins_Dp
10002,金融機構放款餘額,21407075000000,F_Ins_Ln
10002,貨幣機構存款餘額,30666255000000,C_Ins_Dp
10002,貨幣機構放款餘額,20228337000000,C_Ins_Ln
10002,一般銀行國內總分行對中小企業放款,3766555000000,Country_SME
10002,一般銀行國內總分行及信用合作社消費者貸款餘額,1049528000000,Country_C_CL
10002,一般銀行國內總分行消費者貸款餘額,6625791000000,Country_CL
10002,票券公司票債券交易金額(本月),2848057000000,Bund_Txn_Amt
10002,票券公司票債券交易金額(本年）,7172069000000,Bund_Txn_Amt_TY
10002,股價指數,8599.65,Stock_Index
10002,WPI,98.34,WPI
10002,CPI,99.69,CPI
10002,匯率,29.754,Exchange_Rate
10002,央行重貼現率,1.625,Rediscount_Rate
10002,基準利率,2.718,B_Ins_Rate
10002,經濟成長率,7.37,GDP
10002,外匯存底,390690000000,Y_DP
