年月,項目,數值,欄位名
9710,M1B,7944961000000,M1B
9710,金融機構存款餘額,26618391000000,F_Ins_Dp
9710,金融機構放款餘額,19850751000000,F_Ins_Ln
9710,貨幣機構存款餘額,26618391000000,C_Ins_Dp
9710,貨幣機構放款餘額,18579812000000,C_Ins_Ln
9710,一般銀行國內總分行對中小企業放款,3195465000000,Country_SME
9710,一般銀行國內總分行及信用合作社消費者貸款餘額,1057379000000,Country_C_CL
9710,一般銀行國內總分行消費者貸款餘額,6431418000000,Country_CL
9710,票券公司票債券交易金額(本月),4323505000000,Bund_Txn_Amt
9710,票券公司票債券交易金額(本年）,48298351000000,Bund_Txn_Amt_TY
9710,股價指數,4870.66,Stock_Index
9710,WPI,98.56,WPI
9710,CPI,100.87,CPI
9710,匯率,33.0,Exchange_Rate
9710,央行重貼現率,3.0,Rediscount_Rate
9710,基準利率,4.443,B_Ins_Rate
9710,經濟成長率,-7.53,GDP
9710,外匯存底,278152000000,Y_DP
