年月,項目,數值,欄位名
10001,M1B,11691068000000,M1B
10001,金融機構存款餘額,30490800000000,F_Ins_Dp
10001,金融機構放款餘額,21391779000000,F_Ins_Ln
10001,貨幣機構存款餘額,30490800000000,C_Ins_Dp
10001,貨幣機構放款餘額,20200869000000,C_Ins_Ln
10001,一般銀行國內總分行對中小企業放款,3482368000000,Country_SME
10001,一般銀行國內總分行及信用合作社消費者貸款餘額,1045314000000,Country_C_CL
10001,一般銀行國內總分行消費者貸款餘額,6644605000000,Country_CL
10001,票券公司票債券交易金額(本月),4324012000000,Bund_Txn_Amt
10001,票券公司票債券交易金額(本年）,4324012000000,Bund_Txn_Amt_TY
10001,股價指數,9145.35,Stock_Index
10001,WPI,96.12,WPI
10001,CPI,98.95,CPI
10001,匯率,29.3,Exchange_Rate
10001,央行重貼現率,1.625,Rediscount_Rate
10001,基準利率,2.688,B_Ins_Rate
10001,經濟成長率,7.37,GDP
10001,外匯存底,387111000000,Y_DP
