年月,項目,數值,欄位名
9703,M1B,8244149000000,M1B
9703,金融機構存款餘額,25778100000000,F_Ins_Dp
9703,金融機構放款餘額,19325945000000,F_Ins_Ln
9703,貨幣機構存款餘額,25778100000000,C_Ins_Dp
9703,貨幣機構放款餘額,18129819000000,C_Ins_Ln
9703,一般銀行國內總分行對中小企業放款,3078972000000,Country_SME
9703,一般銀行國內總分行及信用合作社消費者貸款餘額,1053686000000,Country_C_CL
9703,一般銀行國內總分行消費者貸款餘額,6430732000000,Country_CL
9703,信託機構基金月底餘額,15598000000,MF_Bal
9703,票券公司票債券交易金額,5643280000000,Bund_Txn_Amt
9703,票券公司票債券交易金額(本年）,15806763000000,Bund_Txn_Amt_TY
9703,股價指數,8572.59,Stock_Index
9703,WPI,98.23,WPI
9703,CPI,96.38,CPI
9703,美元匯率,30.405,Exchange_Rate
9703,央行重貼現率,3.5,Rediscount_Rate
9703,基準利率,4.35,B_Ins_Rate
9703,經濟成長率,7.55,GDP
9703,外匯存底,286860000000,Y_DP
