年月,項目,數值,欄位名
10103,M1B,11897189000000,M1B
10103,金融機構存款餘額,32104360000000,F_Ins_Dp
10103,金融機構放款餘額,22377980000000,F_Ins_Ln
10103,貨幣機構存款餘額,32104360000000,C_Ins_Dp
10103,貨幣機構放款餘額,21174678000000,C_Ins_Ln
10103,一般銀行國內總分行對中小企業放款,4116999000000,Country_SME
10103,一般銀行國內總分行及信用合作社消費者貸款餘額,1172170000000,Country_C_CL
10103,一般銀行國內總分行消費者貸款餘額,6596469000000,Country_CL
10103,票券公司票債券交易金額(本月),3868185000000,Bund_Txn_Amt
10103,票券公司票債券交易金額(本年）,10285512000000,Bund_Txn_Amt_TY
10103,股價指數,7933.0,Stock_Index
10103,WPI,100.52,WPI
10103,CPI,100.06,CPI
10103,匯率,29.53,Exchange_Rate
10103,央行重貼現率,1.875,Rediscount_Rate
10103,基準利率,2.887,B_Ins_Rate
10103,經濟成長率,0.59,GDP
10103,外匯存底,393871000000,Y_DP
