年月,項目,數值,欄位名
10008,M1B,11676706000000,M1B
10008,金融機構存款餘額,31053606000000,F_Ins_Dp
10008,金融機構放款餘額,21955952000000,F_Ins_Ln
10008,貨幣機構存款餘額,31053606000000,C_Ins_Dp
10008,貨幣機構放款餘額,20769303000000,C_Ins_Ln
10008,一般銀行國內總分行對中小企業放款,4049053000000,Country_SME
10008,一般銀行國內總分行及信用合作社消費者貸款餘額,1133609000000,Country_C_CL
10008,一般銀行國內總分行消費者貸款餘額,6623192000000,Country_CL
10008,票券公司票債券交易金額(本月),4032276000000,Bund_Txn_Amt
10008,票券公司票債券交易金額(本年）,30186009000000,Bund_Txn_Amt_TY
10008,股價指數,7741.36,Stock_Index
10008,WPI,100.17,WPI
10008,CPI,100.1,CPI
10008,匯率,29.02,Exchange_Rate
10008,央行重貼現率,1.875,Rediscount_Rate
10008,基準利率,2.855,B_Ins_Rate
10008,經濟成長率,3.53,GDP
10008,外匯存底,400294000000,Y_DP
