年月,項目,數值,欄位名
10210,M1B,13065236000000,M1B
10210,金融機構存款餘額,34332326000000,F_Ins_Dp
10210,金融機構放款餘額,23606276000000,F_Ins_Ln
10210,貨幣機構存款餘額,34332326000000,C_Ins_Dp
10210,貨幣機構放款餘額,22199383000000,C_Ins_Ln
10210,一般銀行國內總分行對中小企業放款,4716946000000,Country_SME
10210,一般銀行國內總分行及信用合作社消費者貸款餘額,1207303000000,Country_C_CL
10210,一般銀行國內總分行消費者貸款餘額,6803619000000,Country_CL
10210,票券公司票債券交易金額(本月),3477958000000,Bund_Txn_Amt
10210,票券公司票債券交易金額(本年）,33912822000000,Bund_Txn_Amt_TY
10210,股價指數,8450.06,Stock_Index
10210,WPI,95.78,WPI
10210,CPI,103.78,CPI
10210,匯率,29.455,Exchange_Rate
10210,央行重貼現率,1.875,Rediscount_Rate
10210,基準利率,2.882,B_Ins_Rate
10210,經濟成長率,1.22,GDP
10210,外匯存底,415601000000,Y_DP
