年月,項目,數值,欄位名
10303,M1B,13710237000000,M1B
10303,金融機構存款餘額,35334602000000,F_Ins_Dp
10303,金融機構放款餘額,24182964000000,F_Ins_Ln
10303,貨幣機構存款餘額,35334602000000,C_Ins_Dp
10303,貨幣機構放款餘額,22727882000000,C_Ins_Ln
10303,一般銀行國內總分行對中小企業放款,4810106000000,Country_SME
10303,一般銀行國內總分行及信用合作社消費者貸款餘額,1223027000000,Country_C_CL
10303,一般銀行國內總分行消費者貸款餘額,6903579000000,Country_CL
10303,票券公司票債券交易金額(本月),3495737000000,Bund_Txn_Amt
10303,票券公司票債券交易金額(本年）,9884435000000,Bund_Txn_Amt_TY
10303,股價指數,8849.28,Stock_Index
10303,WPI,97.4,WPI
10303,CPI,103.05,CPI
10303,匯率,30.51,Exchange_Rate
10303,央行重貼現率,1.875,Rediscount_Rate
10303,基準利率,2.883,B_Ins_Rate
10303,經濟成長率,3.02,GDP
10303,外匯存底,419199000000,Y_DP
