年月,項目,數值,欄位名
9610,M1B,8340427000000,M1B
9610,金融機構存款餘額,25349329000000,F_Ins_Dp
9610,金融機構放款餘額,19027573000000,F_Ins_Ln
9610,貨幣機構存款餘額,25349329000000,C_Ins_Dp
9610,貨幣機構放款餘額,17841090000000,C_Ins_Ln
9610,一般銀行國內總分行對中小企業放款,3012921000000,Country_SME
9610,一般銀行國內總分行及信用合作社消費者貸款餘額,1029422000000,Country_C_CL
9610,一般銀行國內總分行消費者貸款餘額,6419478000000,Country_CL
9610,信託機構基金月底餘額,4612949000000,MF_Bal
9610,票券公司票債券交易金額,6298663000000,Bund_Txn_Amt
9610,票券公司票債券交易金額(本年）,73334948000000,Bund_Txn_Amt_TY
9610,股價指數,9711.37,Stock_Index
9610,WPI,97.05,WPI
9610,CPI,98.52,CPI
9610,美元匯率,32.41,Exchange_Rate
9610,央行重貼現率,3.25,Rediscount_Rate
9610,基準利率,4.303,B_Ins_Rate
9610,經濟成長率,6.51,GDP
9610,外匯存底,265924000000,Y_DP
