年月,項目,數值,欄位名
9806,M1B,9433219000000,M1B
9806,金融機構存款餘額,28195929000000,F_Ins_Dp
9806,金融機構放款餘額,19328560000000,F_Ins_Ln
9806,貨幣機構存款餘額,28195929000000,C_Ins_Dp
9806,貨幣機構放款餘額,18092423000000,C_Ins_Ln
9806,一般銀行國內總分行對中小企業放款,3080457000000,Country_SME
9806,一般銀行國內總分行及信用合作社消費者貸款餘額,953613000000,Country_C_CL
9806,一般銀行國內總分行消費者貸款餘額,6437914000000,Country_CL
9806,票券公司票債券交易金額(本月),4313491000000,Bund_Txn_Amt
9806,票券公司票債券交易金額(本年）,23258644000000,Bund_Txn_Amt_TY
9806,股價指數,6432.16,Stock_Index
9806,WPI,89.96,WPI
9806,CPI,97.29,CPI
9806,匯率,32.818,Exchange_Rate
9806,央行重貼現率,1.25,Rediscount_Rate
9806,基準利率,2.639,B_Ins_Rate
9806,經濟成長率,-6.58,GDP
9806,外匯存底,317564000000,Y_DP
