年月,項目,數值,欄位名
9709,M1B,8039074000000,M1B
9709,金融機構存款餘額,26241710000000,F_Ins_Dp
9709,金融機構放款餘額,19756488000000,F_Ins_Ln
9709,貨幣機構存款餘額,26241710000000,C_Ins_Dp
9709,貨幣機構放款餘額,18511463000000,C_Ins_Ln
9709,一般銀行國內總分行對中小企業放款,3190560000000,Country_SME
9709,一般銀行國內總分行及信用合作社消費者貸款餘額,1065275000000,Country_C_CL
9709,一般銀行國內總分行消費者貸款餘額,6459919000000,Country_CL
9709,票券公司票債券交易金額(本月),4529717000000,Bund_Txn_Amt
9709,票券公司票債券交易金額(本年）,43974846000000,Bund_Txn_Amt_TY
9709,股價指數,5719.28,Stock_Index
9709,WPI,102.73,WPI
9709,CPI,99.46,CPI
9709,匯率,32.13,Exchange_Rate
9709,央行重貼現率,3.5,Rediscount_Rate
9709,基準利率,4.438,B_Ins_Rate
9709,經濟成長率,-1.23,GDP
9709,外匯存底,281130000000,Y_DP
