年月,項目,數值,欄位名
9912,M1B,11457126000000,M1B
9912,金融機構存款餘額,30437954000000,F_Ins_Dp
9912,金融機構放款餘額,21043031000000,F_Ins_Ln
9912,貨幣機構存款餘額,30437954000000,C_Ins_Dp
9912,貨幣機構放款餘額,19852506000000,C_Ins_Ln
9912,一般銀行國內總分行對中小企業放款,3693542000000,Country_SME
9912,一般銀行國內總分行及信用合作社消費者貸款餘額,1031859000000,Country_C_CL
9912,一般銀行國內總分行消費者貸款餘額,6663699000000,Country_CL
9912,票券公司票債券交易金額(本月),4291265000000,Bund_Txn_Amt
9912,票券公司票債券交易金額(本年）,49271820000000,Bund_Txn_Amt_TY
9912,股價指數,8972.5,Stock_Index
9912,WPI,96.14,WPI
9912,CPI,98.96,CPI
9912,匯率,30.368,Exchange_Rate
9912,央行重貼現率,1.625,Rediscount_Rate
9912,基準利率,2.676,B_Ins_Rate
9912,經濟成長率,6.21,GDP
9912,外匯存底,382005000000,Y_DP
