年月,項目,數值,欄位名
10212,M1B,13470752000000,M1B
10212,金融機構存款餘額,34682896000000,F_Ins_Dp
10212,金融機構放款餘額,23849205000000,F_Ins_Ln
10212,貨幣機構存款餘額,34682896000000,C_Ins_Dp
10212,貨幣機構放款餘額,22404430000000,C_Ins_Ln
10212,一般銀行國內總分行對中小企業放款,4776740000000,Country_SME
10212,一般銀行國內總分行及信用合作社消費者貸款餘額,1214392000000,Country_C_CL
10212,一般銀行國內總分行消費者貸款餘額,6893250000000,Country_CL
10212,票券公司票債券交易金額(本月),3469335000000,Bund_Txn_Amt
10212,票券公司票債券交易金額(本年）,40850203000000,Bund_Txn_Amt_TY
10212,股價指數,8611.51,Stock_Index
10212,WPI,96.28,WPI
10212,CPI,102.94,CPI
10212,匯率,29.95,Exchange_Rate
10212,央行重貼現率,1.875,Rediscount_Rate
10212,基準利率,2.882,B_Ins_Rate
10212,經濟成長率,2.95,GDP
10212,外匯存底,416811000000,Y_DP
