年月,項目,數值,欄位名
9807,M1B,9604314000000,M1B
9807,金融機構存款餘額,28331908000000,F_Ins_Dp
9807,金融機構放款餘額,19352173000000,F_Ins_Ln
9807,貨幣機構存款餘額,28331908000000,C_Ins_Dp
9807,貨幣機構放款餘額,18130673000000,C_Ins_Ln
9807,一般銀行國內總分行對中小企業放款,3024713000000,Country_SME
9807,一般銀行國內總分行及信用合作社消費者貸款餘額,943309000000,Country_C_CL
9807,一般銀行國內總分行消費者貸款餘額,6475818000000,Country_CL
9807,票券公司票債券交易金額(本月),4242106000000,Bund_Txn_Amt
9807,票券公司票債券交易金額(本年）,27500749000000,Bund_Txn_Amt_TY
9807,股價指數,7077.71,Stock_Index
9807,WPI,91.06,WPI
9807,CPI,97.48,CPI
9807,匯率,32.818,Exchange_Rate
9807,央行重貼現率,1.25,Rediscount_Rate
9807,基準利率,2.615,B_Ins_Rate
9807,經濟成長率,-1.42,GDP
9807,外匯存底,321094000000,Y_DP
