年月,項目,數值,欄位名
9905,M1B,10529656000000,M1B
9905,金融機構存款餘額,29156235000000,F_Ins_Dp
9905,金融機構放款餘額,20120637000000,F_Ins_Ln
9905,貨幣機構存款餘額,29156235000000,C_Ins_Dp
9905,貨幣機構放款餘額,18941719000000,C_Ins_Ln
9905,一般銀行國內總分行對中小企業放款,3324519000000,Country_SME
9905,一般銀行國內總分行及信用合作社消費者貸款餘額,975324000000,Country_C_CL
9905,一般銀行國內總分行消費者貸款餘額,6670509000000,Country_CL
9905,票券公司票債券交易金額(本月),4380409000000,Bund_Txn_Amt
9905,票券公司票債券交易金額(本年）,20439074000000,Bund_Txn_Amt_TY
9905,股價指數,7373.98,Stock_Index
9905,WPI,96.88,WPI
9905,CPI,98.12,CPI
9905,匯率,32.225,Exchange_Rate
9905,央行重貼現率,1.25,Rediscount_Rate
9905,基準利率,2.568,B_Ins_Rate
9905,經濟成長率,12.89,GDP
9905,外匯存底,360123000000,Y_DP
