年月,項目,數值,欄位名
10202,M1B,12631072000000,M1B
10202,金融機構存款餘額,33171514000000,F_Ins_Dp
10202,金融機構放款餘額,22977203000000,F_Ins_Ln
10202,貨幣機構存款餘額,33171514000000,C_Ins_Dp
10202,貨幣機構放款餘額,21724281000000,C_Ins_Ln
10202,一般銀行國內總分行對中小企業放款,4455817000000,Country_SME
10202,一般銀行國內總分行及信用合作社消費者貸款餘額,1182582000000,Country_C_CL
10202,一般銀行國內總分行消費者貸款餘額,6711882000000,Country_CL
10202,票券公司票債券交易金額(本月),2595885000000,Bund_Txn_Amt
10202,票券公司票債券交易金額(本年）,6286985000000,Bund_Txn_Amt_TY
10202,股價指數,7897.98,Stock_Index
10202,WPI,97.87,WPI
10202,CPI,102.9,CPI
10202,匯率,29.705,Exchange_Rate
10202,央行重貼現率,1.875,Rediscount_Rate
10202,基準利率,2.883,B_Ins_Rate
10202,經濟成長率,3.26,GDP
10202,外匯存底,404080000000,Y_DP
