年月,項目,數值,欄位名
10106,M1B,11819696000000,M1B
10106,金融機構存款餘額,32055101000000,F_Ins_Dp
10106,金融機構放款餘額,22312717000000,F_Ins_Ln
10106,貨幣機構存款餘額,32055101000000,C_Ins_Dp
10106,貨幣機構放款餘額,21093819000000,C_Ins_Ln
10106,一般銀行國內總分行對中小企業放款,4290159000000,Country_SME
10106,一般銀行國內總分行及信用合作社消費者貸款餘額,1191661000000,Country_C_CL
10106,一般銀行國內總分行消費者貸款餘額,6657320000000,Country_CL
10106,票券公司票債券交易金額(本月),3729277000000,Bund_Txn_Amt
10106,票券公司票債券交易金額(本年）,21433118000000,Bund_Txn_Amt_TY
10106,股價指數,7296.28,Stock_Index
10106,WPI,98.25,WPI
10106,CPI,102.14,CPI
10106,匯率,29.9,Exchange_Rate
10106,央行重貼現率,1.875,Rediscount_Rate
10106,基準利率,2.887,B_Ins_Rate
10106,經濟成長率,-0.12,GDP
10106,外匯存底,391235000000,Y_DP
