年月,項目,數值,欄位名
9712,M1B,8153704000000,M1B
9712,金融機構存款餘額,27246193000000,F_Ins_Dp
9712,金融機構放款餘額,19734090000000,F_Ins_Ln
9712,貨幣機構存款餘額,27246193000000,C_Ins_Dp
9712,貨幣機構放款餘額,18470098000000,C_Ins_Ln
9712,一般銀行國內總分行對中小企業放款,3167759000000,Country_SME
9712,一般銀行國內總分行及信用合作社消費者貸款餘額,1008315000000,Country_C_CL
9712,一般銀行國內總分行消費者貸款餘額,6421299000000,Country_CL
9712,票券公司票債券交易金額(本月),4260710000000,Bund_Txn_Amt
9712,票券公司票債券交易金額(本年）,56293396000000,Bund_Txn_Amt_TY
9712,股價指數,4591.22,Stock_Index
9712,WPI,88.82,WPI
9712,CPI,97.99,CPI
9712,匯率,32.86,Exchange_Rate
9712,央行重貼現率,2.0,Rediscount_Rate
9712,基準利率,4.205,B_Ins_Rate
9712,經濟成長率,-7.53,GDP
9712,外匯存底,291707000000,Y_DP
