年月,項目,數值,欄位名
10301,M1B,13794239000000,M1B
10301,金融機構存款餘額,34855349000000,F_Ins_Dp
10301,金融機構放款餘額,24054197000000,F_Ins_Ln
10301,貨幣機構存款餘額,34855349000000,C_Ins_Dp
10301,貨幣機構放款餘額,22606982000000,C_Ins_Ln
10301,一般銀行國內總分行對中小企業放款,4768926000000,Country_SME
10301,一般銀行國內總分行及信用合作社消費者貸款餘額,1223502000000,Country_C_CL
10301,一般銀行國內總分行消費者貸款餘額,6909135000000,Country_CL
10301,票券公司票債券交易金額(本月),3415680000000,Bund_Txn_Amt
10301,票券公司票債券交易金額(本年）,3415680000000,Bund_Txn_Amt_TY
10301,股價指數,8462.57,Stock_Index
10301,WPI,97.0,WPI
10301,CPI,103.26,CPI
10301,匯率,30.376,Exchange_Rate
10301,央行重貼現率,1.875,Rediscount_Rate
10301,基準利率,2.883,B_Ins_Rate
10301,經濟成長率,3.02,GDP
10301,外匯存底,416935000000,Y_DP
