年月,項目,數值,欄位名
10011,M1B,11591262000000,M1B
10011,金融機構存款餘額,31397460000000,F_Ins_Dp
10011,金融機構放款餘額,22075243000000,F_Ins_Ln
10011,貨幣機構存款餘額,31397460000000,C_Ins_Dp
10011,貨幣機構放款餘額,20877456000000,C_Ins_Ln
10011,一般銀行國內總分行對中小企業放款,4085480000000,Country_SME
10011,一般銀行國內總分行及信用合作社消費者貸款餘額,1182662000000,Country_C_CL
10011,一般銀行國內總分行消費者貸款餘額,6641034000000,Country_CL
10011,票券公司票債券交易金額(本月),3735813000000,Bund_Txn_Amt
10011,票券公司票債券交易金額(本年）,41397979000000,Bund_Txn_Amt_TY
10011,股價指數,6904.12,Stock_Index
10011,WPI,100.56,WPI
10011,CPI,100.74,CPI
10011,匯率,30.345,Exchange_Rate
10011,央行重貼現率,1.875,Rediscount_Rate
10011,基準利率,2.882,B_Ins_Rate
10011,經濟成長率,1.21,GDP
10011,外匯存底,387968000000,Y_DP
