年月,項目,數值,欄位名
10109,M1B,12060808000000,M1B
10109,金融機構存款餘額,32369129000000,F_Ins_Dp
10109,金融機構放款餘額,22563790000000,F_Ins_Ln
10109,貨幣機構存款餘額,32369129000000,C_Ins_Dp
10109,貨幣機構放款餘額,21337504000000,C_Ins_Ln
10109,一般銀行國內總分行對中小企業放款,4340428000000,Country_SME
10109,一般銀行國內總分行及信用合作社消費者貸款餘額,1159002000000,Country_C_CL
10109,一般銀行國內總分行消費者貸款餘額,6697146000000,Country_CL
10109,票券公司票債券交易金額(本月),3277881000000,Bund_Txn_Amt
10109,票券公司票債券交易金額(本年）,32254687000000,Bund_Txn_Amt_TY
10109,股價指數,7715.16,Stock_Index
10109,WPI,99.03,WPI
10109,CPI,103.19,CPI
10109,匯率,29.342,Exchange_Rate
10109,央行重貼現率,1.875,Rediscount_Rate
10109,基準利率,2.915,B_Ins_Rate
10109,經濟成長率,0.98,GDP
10109,外匯存底,397954000000,Y_DP
