年月,項目,數值,欄位名
10207,M1B,12963327000000,M1B
10207,金融機構存款餘額,34033913000000,F_Ins_Dp
10207,金融機構放款餘額,23374340000000,F_Ins_Ln
10207,貨幣機構存款餘額,34033913000000,C_Ins_Dp
10207,貨幣機構放款餘額,22011463000000,C_Ins_Ln
10207,一般銀行國內總分行對中小企業放款,4608525000000,Country_SME
10207,一般銀行國內總分行及信用合作社消費者貸款餘額,1191348000000,Country_C_CL
10207,一般銀行國內總分行消費者貸款餘額,6752258000000,Country_CL
10207,票券公司票債券交易金額(本月),3723436000000,Bund_Txn_Amt
10207,票券公司票債券交易金額(本年）,23584520000000,Bund_Txn_Amt_TY
10207,股價指數,8107.94,Stock_Index
10207,WPI,96.03,WPI
10207,CPI,102.59,CPI
10207,匯率,30.12,Exchange_Rate
10207,央行重貼現率,1.875,Rediscount_Rate
10207,基準利率,2.882,B_Ins_Rate
10207,經濟成長率,2.47,GDP
10207,外匯存底,409118000000,Y_DP
