年月,項目,數值,欄位名
9604,M1B,8341730000000,M1B
9604,金融機構存款餘額,25362762000000,F_Ins_Dp
9604,金融機構放款餘額,18898749000000,F_Ins_Ln
9604,貨幣機構存款餘額,25362762000000,C_Ins_Dp
9604,貨幣機構放款餘額,17764620000000,C_Ins_Ln
9604,一般銀行國內總分行對中小企業放款,2878486000000,Country_SME
9604,一般銀行國內總分行及信用合作社消費者貸款餘額,1017734000000,Country_C_CL
9604,一般銀行國內總分行消費者貸款餘額,6354799000000,Country_CL
9604,信託機構基金月底餘額,3955001000000,MF_Bal
9604,票券公司票債券交易金額,7816737000000,Bund_Txn_Amt
9604,票券公司票債券交易金額(本年）,31842149000000,Bund_Txn_Amt_TY
9604,股價指數,7875.42,Stock_Index
9604,WPI,93.69,WPI
9604,CPI,93.79,CPI
9604,美元匯率,33.276,Exchange_Rate
9604,央行重貼現率,2.875,Rediscount_Rate
9604,基準利率,3.996,B_Ins_Rate
9604,經濟成長率,5.7,GDP
9604,外匯存底,266540000000,Y_DP
